Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR2978789 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 8.806464297052608e-05)	(12, 8.806464297052608e-05)	(13, 8.806464297052608e-05)	(14, 8.806464297052608e-05)	(15, 0.00013209696445578913)	(16, 0.00017612928594105216)	(17, 0.00017612928594105216)	(18, 0.00022016160742631521)	(19, 0.00026419392891157827)	(20, 0.00044032321485263043)	(21, 0.0007045171437642086)	(22, 0.001100808037131576)	(23, 0.0014530666090136805)	(24, 0.0018053251808957847)	(25, 0.002069519109807363)	(26, 0.0026859716106010455)	(27, 0.003170327146938939)	(28, 0.00506371697080525)	(29, 0.007353397688038928)	(30, 0.00999533697715471)	(31, 0.017128573057767323)	(32, 0.030206172538890446)	(33, 0.0445607093430862)	(34, 0.06133702382897142)	(35, 0.07872979081565032)	(36, 0.09814804459065132)	(37, 0.12672502123458704)	(38, 0.1553900625214933)	(39, 0.19140850149643845)	(40, 0.22628210011276678)
SRR2978790 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 3.315431110480442e-05)	(4, 3.315431110480442e-05)	(5, 3.315431110480442e-05)	(6, 3.315431110480442e-05)	(7, 3.315431110480442e-05)	(8, 3.315431110480442e-05)	(9, 0.0001326172444192177)	(10, 0.00016577155552402212)	(11, 0.00016577155552402212)	(12, 0.00016577155552402212)	(13, 0.00016577155552402212)	(14, 0.00016577155552402212)	(15, 0.0002652344888384354)	(16, 0.00033154311104804425)	(17, 0.00033154311104804425)	(18, 0.0003646974221528487)	(19, 0.0003646974221528487)	(20, 0.0003978517332576531)	(21, 0.0005304689776768708)	(22, 0.0006299319109912841)	(23, 0.0009614750220393283)	(24, 0.0012598638219825681)	(25, 0.0014587896886113947)	(26, 0.0016245612441354168)	(27, 0.0022213388440218964)	(28, 0.00344804835489966)	(29, 0.004807375110196642)	(30, 0.007658645865209822)	(31, 0.015980377952515733)	(32, 0.027617541150302086)	(33, 0.04011671643681335)	(34, 0.056959106478054)	(35, 0.07479612585243878)	(36, 0.09687689704823853)	(37, 0.12635107962040967)	(38, 0.15904123036974682)	(39, 0.19746707694021515)	(40, 0.23784902786586695)
SRR2978791 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 5.509405105455523e-05)	(15, 5.509405105455523e-05)	(16, 5.509405105455523e-05)	(17, 0.00011018810210911046)	(18, 0.00011018810210911046)	(19, 0.00011018810210911046)	(20, 0.00011018810210911046)	(21, 0.0001652821531636657)	(22, 0.0003856583573818866)	(23, 0.0004407524084364418)	(24, 0.0011018810210911046)	(25, 0.001212069123200215)	(26, 0.0018181036848003227)	(27, 0.0025343263485095406)	(28, 0.004242241931200753)	(29, 0.006005251564946521)	(30, 0.008649766015565172)	(31, 0.016583309367421126)	(32, 0.026279862353022845)	(33, 0.036913014206552006)	(34, 0.05085180912335448)	(35, 0.06567210885702983)	(36, 0.08445918026663317)	(37, 0.10611114233107337)	(38, 0.13106874745878688)	(39, 0.1593870897008283)	(40, 0.18979900588294277)
SRR2978792 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00011834417563222417)	(5, 0.00017751626344833627)	(6, 0.00017751626344833627)	(7, 0.00017751626344833627)	(8, 0.00017751626344833627)	(9, 0.00017751626344833627)	(10, 0.00017751626344833627)	(11, 0.00017751626344833627)	(12, 0.00017751626344833627)	(13, 0.00023668835126444834)	(14, 0.00023668835126444834)	(15, 0.00029586043908056043)	(16, 0.00029586043908056043)	(17, 0.00035503252689667253)	(18, 0.00035503252689667253)	(19, 0.00041420461471278463)	(20, 0.00047337670252889667)	(21, 0.0005917208781611209)	(22, 0.0007100650537933451)	(23, 0.0010650975806900176)	(24, 0.0013017859319544658)	(25, 0.0013017859319544658)	(26, 0.0016568184588511385)	(27, 0.0019526788979316988)	(28, 0.0024852276882767078)	(29, 0.004142046147127846)	(30, 0.00650892965977233)	(31, 0.012958687231728546)	(32, 0.021597812052880912)	(33, 0.03118369027909107)	(34, 0.04343231245702627)	(35, 0.0557992788105937)	(36, 0.07082898911588617)	(37, 0.09272266160784765)	(38, 0.1165098409099247)	(39, 0.14165797823177234)	(40, 0.17219077554488618)
SRR2978793 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.7670203396496216e-05)	(5, 3.7670203396496216e-05)	(6, 3.7670203396496216e-05)	(7, 3.7670203396496216e-05)	(8, 3.7670203396496216e-05)	(9, 3.7670203396496216e-05)	(10, 3.7670203396496216e-05)	(11, 0.00015068081358598487)	(12, 0.00015068081358598487)	(13, 0.00015068081358598487)	(14, 0.00015068081358598487)	(15, 0.0001883510169824811)	(16, 0.0001883510169824811)	(17, 0.00022602122037897732)	(18, 0.00022602122037897732)	(19, 0.0002636914237754735)	(20, 0.0002636914237754735)	(21, 0.0003767020339649622)	(22, 0.0005650530509474432)	(23, 0.0006780636611369319)	(24, 0.0007157338645334281)	(25, 0.0007910742713264206)	(26, 0.0009040848815159093)	(27, 0.0013184571188773677)	(28, 0.0021848717969967808)	(29, 0.003578669322667141)	(30, 0.005989562340042899)	(31, 0.01325991159556667)	(32, 0.02312950488544868)	(33, 0.03439289570100105)	(34, 0.04919728563582406)	(35, 0.06554615390990343)	(36, 0.08539835109985693)	(37, 0.11044903635852692)	(38, 0.1384756676855201)	(39, 0.16955358548762947)	(40, 0.2025150134595637)
SRR2978794 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 3.064719834039292e-05)	(10, 3.064719834039292e-05)	(11, 3.064719834039292e-05)	(12, 3.064719834039292e-05)	(13, 6.129439668078583e-05)	(14, 6.129439668078583e-05)	(15, 6.129439668078583e-05)	(16, 9.194159502117875e-05)	(17, 9.194159502117875e-05)	(18, 0.00012258879336157167)	(19, 0.00012258879336157167)	(20, 0.00015323599170196457)	(21, 0.00030647198340392914)	(22, 0.0005210023717866796)	(23, 0.0009807103468925733)	(24, 0.0017162431070620033)	(25, 0.0019307734954447536)	(26, 0.0026969534539545764)	(27, 0.0037389581975279355)	(28, 0.0063746172548017265)	(29, 0.010849108212499093)	(30, 0.016641428698833352)	(31, 0.03766540676034289)	(32, 0.06383811414303844)	(33, 0.09313683575645407)	(34, 0.12871823302965024)	(35, 0.16904994604560733)	(36, 0.21603210110142967)	(37, 0.2812186919714454)	(38, 0.3616369404166364)	(39, 0.4515864675456896)	(40, 0.5445394201121013)
SRR2978795 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.17689065129956e-05)	(5, 2.17689065129956e-05)	(6, 2.17689065129956e-05)	(7, 4.35378130259912e-05)	(8, 4.35378130259912e-05)	(9, 8.70756260519824e-05)	(10, 0.00019592015861696042)	(11, 0.00021768906512995603)	(12, 0.00021768906512995603)	(13, 0.00021768906512995603)	(14, 0.00026122687815594725)	(15, 0.0003047646911819384)	(16, 0.000326533597694934)	(17, 0.0003483025042079296)	(18, 0.0003483025042079296)	(19, 0.00039184031723392084)	(20, 0.00041360922374691645)	(21, 0.0004789159432859032)	(22, 0.0006748361019028637)	(23, 0.0010013696995977977)	(24, 0.001523823455909692)	(25, 0.0017197436145266526)	(26, 0.00217689065129956)	(27, 0.0029170334727414106)	(28, 0.004658545993781058)	(29, 0.007357890401392514)	(30, 0.011646364984452647)	(31, 0.027407053299861463)	(32, 0.04736914057227843)	(33, 0.07120609320400861)	(34, 0.09876552884946105)	(35, 0.13100527939520754)	(36, 0.17051584471629455)	(37, 0.2208020187613144)	(38, 0.2791862260291686)	(39, 0.3459079244915001)	(40, 0.41262962295383165)
SRR2978796 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.0267882870557583e-05)	(11, 3.0267882870557583e-05)	(12, 3.0267882870557583e-05)	(13, 3.0267882870557583e-05)	(14, 3.0267882870557583e-05)	(15, 6.0535765741115165e-05)	(16, 9.080364861167274e-05)	(17, 0.00012107153148223033)	(18, 0.0001513394143527879)	(19, 0.0001513394143527879)	(20, 0.0001816072972233455)	(21, 0.00042375036018780615)	(22, 0.0006658934231522668)	(23, 0.0010896437833400729)	(24, 0.0016950014407512246)	(25, 0.001967412386586243)	(26, 0.002663573692609067)	(27, 0.003844021124560813)	(28, 0.006023308691240959)	(29, 0.009534383104225639)	(30, 0.014619387426479313)	(31, 0.0321142237256616)	(32, 0.05529942200450871)	(33, 0.08275239176810444)	(34, 0.1147455439622838)	(35, 0.15161182529862294)	(36, 0.19477382627203804)	(37, 0.2505575344024757)	(38, 0.3161783044658445)	(39, 0.38921470583249995)	(40, 0.46485414512602335)
SRR2978797 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.111635525418328e-05)	(5, 3.111635525418328e-05)	(6, 3.111635525418328e-05)	(7, 6.223271050836656e-05)	(8, 9.334906576254984e-05)	(9, 9.334906576254984e-05)	(10, 9.334906576254984e-05)	(11, 9.334906576254984e-05)	(12, 9.334906576254984e-05)	(13, 0.00012446542101673312)	(14, 0.00012446542101673312)	(15, 0.00012446542101673312)	(16, 0.0001555817762709164)	(17, 0.0001555817762709164)	(18, 0.00018669813152509968)	(19, 0.00024893084203346624)	(20, 0.00024893084203346624)	(21, 0.0003422799077960161)	(22, 0.00046674532881274924)	(23, 0.0005289780393211159)	(24, 0.0009023743023713152)	(25, 0.0010579560786422317)	(26, 0.0014002359864382478)	(27, 0.001960330381013547)	(28, 0.0029249373938932286)	(29, 0.004045126183043827)	(30, 0.006690016379649406)	(31, 0.014469105193195227)	(32, 0.024208524387754594)	(33, 0.03718404452874902)	(34, 0.05227547682702791)	(35, 0.06982510119038729)	(36, 0.09039301201340244)	(37, 0.11849108080792994)	(38, 0.15106990475905985)	(39, 0.18753827311696264)	(40, 0.22350877979079853)
SRR2978799 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.464813776653946e-05)	(11, 3.464813776653946e-05)	(12, 3.464813776653946e-05)	(13, 6.929627553307892e-05)	(14, 6.929627553307892e-05)	(15, 0.00010394441329961839)	(16, 0.00010394441329961839)	(17, 0.00010394441329961839)	(18, 0.00010394441329961839)	(19, 0.00010394441329961839)	(20, 0.00010394441329961839)	(21, 0.00010394441329961839)	(22, 0.00020788882659923677)	(23, 0.00041577765319847354)	(24, 0.0008315553063969471)	(25, 0.0009354997196965655)	(26, 0.001351277372895039)	(27, 0.0020095919904592886)	(28, 0.003014387985688933)	(29, 0.004885387425082064)	(30, 0.007587942170872142)	(31, 0.01552236571940968)	(32, 0.026886954906834622)	(33, 0.04050367304908463)	(34, 0.05845140841215207)	(35, 0.07723069908161646)	(36, 0.10162298806926025)	(37, 0.1329449046102119)	(38, 0.16880572719858025)	(39, 0.20899756700776603)	(40, 0.24936264750578452)
SRR2978800 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.997014374280342e-05)	(5, 2.997014374280342e-05)	(6, 2.997014374280342e-05)	(7, 2.997014374280342e-05)	(8, 5.994028748560684e-05)	(9, 8.991043122841025e-05)	(10, 8.991043122841025e-05)	(11, 0.00023976114994242735)	(12, 0.00023976114994242735)	(13, 0.00023976114994242735)	(14, 0.00026973129368523075)	(15, 0.00026973129368523075)	(16, 0.00026973129368523075)	(17, 0.0003296715811708376)	(18, 0.000359641724913641)	(19, 0.00041958201239924786)	(20, 0.0004495521561420513)	(21, 0.0005394625873704615)	(22, 0.0007492535935700855)	(23, 0.0008991043122841026)	(24, 0.0014085967559117607)	(25, 0.0016183877621113846)	(26, 0.00227773092445306)	(27, 0.002847163655566325)	(28, 0.004345670842706496)	(29, 0.0064136107609599315)	(30, 0.010759281603666428)	(31, 0.025534562468868514)	(32, 0.043336827852093744)	(33, 0.06530494321556865)	(34, 0.09155878913426445)	(35, 0.12296749977672243)	(36, 0.16061000031768352)	(37, 0.2094013943309675)	(38, 0.2620889070308159)	(39, 0.31858262798600034)	(40, 0.37492649822247076)
SRR2978801 - nextera_transposase_sequence	(1, 0.0)	(2, 6.257311277145389e-05)	(3, 6.257311277145389e-05)	(4, 6.257311277145389e-05)	(5, 0.00012514622554290778)	(6, 0.00012514622554290778)	(7, 0.0001877193383143617)	(8, 0.00021900589470008863)	(9, 0.00028157900747154255)	(10, 0.00028157900747154255)	(11, 0.0003441521202429964)	(12, 0.0003441521202429964)	(13, 0.0003441521202429964)	(14, 0.0004067252330144503)	(15, 0.0004067252330144503)	(16, 0.0004067252330144503)	(17, 0.0004067252330144503)	(18, 0.0004067252330144503)	(19, 0.00043801178940017726)	(20, 0.0005318714585573582)	(21, 0.0007195907968717197)	(22, 0.0009073101351860814)	(23, 0.0010637429171147163)	(24, 0.0015017547065148936)	(25, 0.0018146202703721629)	(26, 0.0023152051725437942)	(27, 0.0033476615332727836)	(28, 0.0052248549164164)	(29, 0.007696492870888829)	(30, 0.012264330103204964)	(31, 0.025686262792681824)	(32, 0.04520907397737544)	(33, 0.06673422477075558)	(34, 0.09201376233042295)	(35, 0.12010908996480575)	(36, 0.15377342463584795)	(37, 0.20089097855275273)	(38, 0.2542971303031886)	(39, 0.31314714286474105)	(40, 0.3747503723882374)
SRR2978802 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 4.8141288905984394e-05)	(8, 4.8141288905984394e-05)	(9, 0.00014442386671795318)	(10, 0.00014442386671795318)	(11, 0.00014442386671795318)	(12, 0.00019256515562393758)	(13, 0.00024070644452992197)	(14, 0.00024070644452992197)	(15, 0.00024070644452992197)	(16, 0.00024070644452992197)	(17, 0.00024070644452992197)	(18, 0.00024070644452992197)	(19, 0.00024070644452992197)	(20, 0.00028884773343590636)	(21, 0.00048141288905984394)	(22, 0.0005776954668718127)	(23, 0.0008184019114017347)	(24, 0.0012516735115555943)	(25, 0.001444238667179532)	(26, 0.0018775102673333915)	(27, 0.0022626405785812665)	(28, 0.0034661728012308764)	(29, 0.0049585527573163925)	(30, 0.008087736536205379)	(31, 0.016993874983812492)	(32, 0.027633099832035043)	(33, 0.03899444401384736)	(34, 0.05454408033048032)	(35, 0.07278962882584841)	(36, 0.09546417590056705)	(37, 0.12314541702150808)	(38, 0.15718130827803906)	(39, 0.19627203486969838)	(40, 0.2356516091947936)
SRR2978803 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 5.464734700792113e-05)	(15, 5.464734700792113e-05)	(16, 5.464734700792113e-05)	(17, 5.464734700792113e-05)	(18, 5.464734700792113e-05)	(19, 5.464734700792113e-05)	(20, 0.00010929469401584226)	(21, 0.00021858938803168452)	(22, 0.00038253142905544794)	(23, 0.0008743575521267381)	(24, 0.0010929469401584227)	(25, 0.0014208310222059495)	(26, 0.001967304492285161)	(27, 0.0025684253093722935)	(28, 0.004481082454649533)	(29, 0.006448386946934693)	(30, 0.011366648177647596)	(31, 0.023498359213406088)	(32, 0.041641278420035906)	(33, 0.061751502118950884)	(34, 0.08579633480243617)	(35, 0.11169917728419079)	(36, 0.14027973976933356)	(37, 0.17989906635007638)	(38, 0.226567900694841)	(39, 0.28126989504977007)	(40, 0.337447367773913)
SRR2978804 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 9.855872646356013e-05)	(8, 9.855872646356013e-05)	(9, 0.00019711745292712025)	(10, 0.0002463968161589003)	(11, 0.0002956761793906804)	(12, 0.0002956761793906804)	(13, 0.0002956761793906804)	(14, 0.00034495554262246045)	(15, 0.00034495554262246045)	(16, 0.00034495554262246045)	(17, 0.00034495554262246045)	(18, 0.00034495554262246045)	(19, 0.0003942349058542405)	(20, 0.00044351426908602055)	(21, 0.0004927936323178006)	(22, 0.0006406317220131408)	(23, 0.0008870285381720411)	(24, 0.0012812634440262816)	(25, 0.0013305428072580617)	(26, 0.0016754983498805222)	(27, 0.002168291982198323)	(28, 0.0033509966997610444)	(29, 0.004977215686409787)	(30, 0.006307758493667848)	(31, 0.012714075713799256)	(32, 0.02192931663814213)	(33, 0.0328693352755973)	(34, 0.04617476334817792)	(35, 0.05938163269429498)	(36, 0.07776283517974894)	(37, 0.09934719627526861)	(38, 0.12787994758646926)	(39, 0.15946801941804029)	(40, 0.19371717686412743)
SRR2978805 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.331512106714996e-05)	(5, 3.331512106714996e-05)	(6, 3.331512106714996e-05)	(7, 3.331512106714996e-05)	(8, 3.331512106714996e-05)	(9, 6.663024213429992e-05)	(10, 6.663024213429992e-05)	(11, 9.994536320144988e-05)	(12, 9.994536320144988e-05)	(13, 9.994536320144988e-05)	(14, 0.00013326048426859984)	(15, 0.00013326048426859984)	(16, 0.00013326048426859984)	(17, 0.00013326048426859984)	(18, 0.0002332058474700497)	(19, 0.0002665209685371997)	(20, 0.00036646633173864954)	(21, 0.00043309657387294943)	(22, 0.0004997268160072493)	(23, 0.0005663570581415493)	(24, 0.000799562905611599)	(25, 0.0008661931477458989)	(26, 0.0012326594794845485)	(27, 0.0018323316586932477)	(28, 0.003331512106714996)	(29, 0.004730747191535294)	(30, 0.00762916272437734)	(31, 0.017457123439186577)	(32, 0.030649911381777962)	(33, 0.04607481243586839)	(34, 0.06536426753374822)	(35, 0.08605295771644834)	(36, 0.11067283218507216)	(37, 0.14345491131514773)	(38, 0.18200050638984022)	(39, 0.22424407990298637)	(40, 0.2686198211644301)
SRR2978806 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.578848286355314e-05)	(10, 2.578848286355314e-05)	(11, 7.736544859065941e-05)	(12, 7.736544859065941e-05)	(13, 0.00010315393145421255)	(14, 0.00010315393145421255)	(15, 0.00010315393145421255)	(16, 0.0001289424143177657)	(17, 0.0001289424143177657)	(18, 0.0001289424143177657)	(19, 0.00018051938004487195)	(20, 0.00023209634577197824)	(21, 0.00038682724295329704)	(22, 0.0006447120715888285)	(23, 0.0008768084173608067)	(24, 0.0015473089718131881)	(25, 0.0017536168347216134)	(26, 0.0023983289063104415)	(27, 0.003326714289398355)	(28, 0.005441369884209712)	(29, 0.00871650720788096)	(30, 0.014106300126363566)	(31, 0.03197771875080589)	(32, 0.0567346622998169)	(33, 0.08525672434690668)	(34, 0.11960698352115945)	(35, 0.1544730123526833)	(36, 0.19630193155736647)	(37, 0.25471284524331433)	(38, 0.3252185573922686)	(39, 0.401371947288341)	(40, 0.4826572452742605)
SRR2978807 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.00022388945234401062)	(6, 0.00022388945234401062)	(7, 0.00022388945234401062)	(8, 0.00022388945234401062)	(9, 0.00022388945234401062)	(10, 0.00022388945234401062)	(11, 0.00022388945234401062)	(12, 0.00022388945234401062)	(13, 0.00022388945234401062)	(14, 0.00022388945234401062)	(15, 0.00022388945234401062)	(16, 0.00022388945234401062)	(17, 0.00022388945234401062)	(18, 0.00022388945234401062)	(19, 0.00022388945234401062)	(20, 0.00022388945234401062)	(21, 0.0006716683570320319)	(22, 0.0026866734281281277)	(23, 0.0049255679515682336)	(24, 0.008507799189072403)	(25, 0.009403356998448445)	(26, 0.015000593307048712)	(27, 0.01813504563986486)	(28, 0.02418006085315315)	(29, 0.03559842292269769)	(30, 0.049255679515682334)	(31, 0.08821244422354019)	(32, 0.1332142241446863)	(33, 0.19881383368148142)	(34, 0.2695629006221888)	(35, 0.3418791937293042)	(36, 0.4256138489059642)	(37, 0.5422602535771938)	(38, 0.6781611511500082)	(39, 0.823465405721271)	(40, 0.9761580122198863)
SRR2978808 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 9.517405669423383e-05)	(8, 0.00023793514173558458)	(9, 0.00028552217008270147)	(10, 0.0003331091984298184)	(11, 0.0003331091984298184)	(12, 0.0003806962267769353)	(13, 0.00042828325512405226)	(14, 0.00047587028347116915)	(15, 0.00047587028347116915)	(16, 0.00047587028347116915)	(17, 0.00047587028347116915)	(18, 0.0005234573118182861)	(19, 0.0006186313685125199)	(20, 0.0006186313685125199)	(21, 0.0006662183968596368)	(22, 0.0008089794819009876)	(23, 0.0012848497653721567)	(24, 0.0020462422189260272)	(25, 0.002236590332314495)	(26, 0.0029503957575212486)	(27, 0.0036166141543808854)	(28, 0.004901463919753042)	(29, 0.007566337507191589)	(30, 0.011516060860002293)	(31, 0.02450731959876521)	(32, 0.04002069083992533)	(33, 0.06295763850323569)	(34, 0.08741737107365377)	(35, 0.11454197723151041)	(36, 0.14761496193275667)	(37, 0.1915853761254927)	(38, 0.24264625754194916)	(39, 0.29908447316162984)	(40, 0.35890136779395576)
SRR2978809 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 5.478236336593797e-05)	(10, 5.478236336593797e-05)	(11, 5.478236336593797e-05)	(12, 5.478236336593797e-05)	(13, 5.478236336593797e-05)	(14, 5.478236336593797e-05)	(15, 5.478236336593797e-05)	(16, 5.478236336593797e-05)	(17, 5.478236336593797e-05)	(18, 5.478236336593797e-05)	(19, 0.00010956472673187594)	(20, 0.0001369559084148449)	(21, 0.0002739118168296898)	(22, 0.00043825890692750376)	(23, 0.0006847795420742246)	(24, 0.0010134737222698524)	(25, 0.0014517326291973562)	(26, 0.0020543386262226737)	(27, 0.0031225947118584643)	(28, 0.004711283249470666)	(29, 0.007642139689548346)	(30, 0.01188777285040854)	(31, 0.024597281151306147)	(32, 0.04188111679325958)	(33, 0.0633284120510243)	(34, 0.09115785264092079)	(35, 0.12202771439762683)	(36, 0.1585401595810245)	(37, 0.20337952399604473)	(38, 0.2562171134624919)	(39, 0.31171164755218705)	(40, 0.37104094707749785)
SRR2978810 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.7029993020855802e-05)	(9, 5.4059986041711605e-05)	(10, 5.4059986041711605e-05)	(11, 8.108997906256741e-05)	(12, 0.00010811997208342321)	(13, 0.00010811997208342321)	(14, 0.00010811997208342321)	(15, 0.00010811997208342321)	(16, 0.00010811997208342321)	(17, 0.00016217995812513482)	(18, 0.00016217995812513482)	(19, 0.00016217995812513482)	(20, 0.00021623994416684642)	(21, 0.000270299930208558)	(22, 0.00048653987437540446)	(23, 0.0005946598464588276)	(24, 0.0009190197627090972)	(25, 0.0011622896998967995)	(26, 0.0019461594975016179)	(27, 0.0026489393160438685)	(28, 0.004108558939170082)	(29, 0.006054718436671699)	(30, 0.00964970750844552)	(31, 0.019731894905224735)	(32, 0.033517191345861196)	(33, 0.048626957444519586)	(34, 0.06792637246141063)	(35, 0.09100998650122148)	(36, 0.11733719970353504)	(37, 0.15274649056085612)	(38, 0.19437267981297407)	(39, 0.241431897662284)	(40, 0.2890046853789902)
SRR2978811 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.8721675760427906e-05)	(7, 2.8721675760427906e-05)	(8, 5.744335152085581e-05)	(9, 8.616502728128372e-05)	(10, 8.616502728128372e-05)	(11, 0.00014360837880213954)	(12, 0.00014360837880213954)	(13, 0.00014360837880213954)	(14, 0.00014360837880213954)	(15, 0.00014360837880213954)	(16, 0.00017233005456256743)	(17, 0.00017233005456256743)	(18, 0.00020105173032299535)	(19, 0.00020105173032299535)	(20, 0.00022977340608342325)	(21, 0.00034466010912513487)	(22, 0.0004595468121668465)	(23, 0.0007467635697711256)	(24, 0.0010052586516149768)	(25, 0.0011201453546566885)	(26, 0.0016658571941048186)	(27, 0.0023551774123550884)	(28, 0.0035040444427722047)	(29, 0.005715613476325153)	(30, 0.008673946079649228)	(31, 0.017347892159298457)	(32, 0.02829085062402149)	(33, 0.04296762693760015)	(34, 0.05859221855127293)	(35, 0.07895588666541632)	(36, 0.1037426928466656)	(37, 0.13694495002572027)	(38, 0.17273215802321343)	(39, 0.2144934745788756)	(40, 0.25769087492255915)
SRR2978812 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00014498006524102936)	(10, 0.00014498006524102936)	(11, 0.00014498006524102936)	(12, 0.00014498006524102936)	(13, 0.00014498006524102936)	(14, 0.00014498006524102936)	(15, 0.00014498006524102936)	(16, 0.0002899601304820587)	(17, 0.0002899601304820587)	(18, 0.0002899601304820587)	(19, 0.0002899601304820587)	(20, 0.0002899601304820587)	(21, 0.00043494019572308805)	(22, 0.00043494019572308805)	(23, 0.0005799202609641174)	(24, 0.0010148604566872054)	(25, 0.0010148604566872054)	(26, 0.0014498006524102935)	(27, 0.0017397607828923522)	(28, 0.002464661109097499)	(29, 0.0046393620877129395)	(30, 0.006959043131569409)	(31, 0.015512866980790142)	(32, 0.02479159115621602)	(33, 0.03870967741935484)	(34, 0.053207683943457776)	(35, 0.06698079014135556)	(36, 0.08408843783979703)	(37, 0.11192461036607466)	(38, 0.14135556361000362)	(39, 0.17412105835447625)	(40, 0.2083363537513592)
SRR2978813 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.103006471940599e-05)	(5, 6.206012943881198e-05)	(6, 6.206012943881198e-05)	(7, 6.206012943881198e-05)	(8, 9.309019415821795e-05)	(9, 0.00012412025887762395)	(10, 0.00015515032359702993)	(11, 0.0001861803883164359)	(12, 0.0001861803883164359)	(13, 0.0001861803883164359)	(14, 0.0002172104530358419)	(15, 0.0002482405177552479)	(16, 0.0002792705824746539)	(17, 0.00031030064719405985)	(18, 0.00031030064719405985)	(19, 0.00040339084135227783)	(20, 0.0004344209060716838)	(21, 0.0006826614238269317)	(22, 0.0009929620710209916)	(23, 0.0016445934301285172)	(24, 0.002513435242271885)	(25, 0.0030409463425017866)	(26, 0.004685539772630304)	(27, 0.006268073073320009)	(28, 0.009215929221663578)	(29, 0.013746318670696851)	(30, 0.01995233161457805)	(31, 0.036305175721705)	(32, 0.06007420529676999)	(33, 0.08775302302648012)	(34, 0.12334450725963879)	(35, 0.1607667653112424)	(36, 0.2011989396406284)	(37, 0.25475683134632315)	(38, 0.31852361434470244)	(39, 0.3872552076981867)	(40, 0.46278238522522086)
