Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR2979192 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 4.341478090947888e-05)	(9, 4.341478090947888e-05)	(10, 4.341478090947888e-05)	(11, 4.341478090947888e-05)	(12, 8.682956181895776e-05)	(13, 8.682956181895776e-05)	(14, 8.682956181895776e-05)	(15, 8.682956181895776e-05)	(16, 8.682956181895776e-05)	(17, 8.682956181895776e-05)	(18, 8.682956181895776e-05)	(19, 8.682956181895776e-05)	(20, 0.00017365912363791552)	(21, 0.00017365912363791552)	(22, 0.00017365912363791552)	(23, 0.00017365912363791552)	(24, 0.00017365912363791552)	(25, 0.00017365912363791552)	(26, 0.0002604886854568733)	(27, 0.0005209773709137466)	(28, 0.0011721990845559298)	(29, 0.0019536651409265498)	(30, 0.002908790320935085)	(31, 0.006772705821878705)	(32, 0.011548331721921382)	(33, 0.01780006017288634)	(34, 0.02552789117477358)	(35, 0.034731824727583106)	(36, 0.04384892871857367)	(37, 0.059000687255981794)	(38, 0.07445634925975628)	(39, 0.09130128425263408)	(40, 0.10875402617824459)
SRR2979193 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 4.282528696154161e-05)	(22, 8.565057392308322e-05)	(23, 0.0001284758608846248)	(24, 0.0002569517217692496)	(25, 0.00038542758265387446)	(26, 0.0005567287305000409)	(27, 0.0008565057392308322)	(28, 0.0013704091827693315)	(29, 0.0022697402089617053)	(30, 0.004325353983115702)	(31, 0.008864834401039112)	(32, 0.014517772279962605)	(33, 0.02107004118507847)	(34, 0.029335321568656002)	(35, 0.0377719031000797)	(36, 0.05036253746677293)	(37, 0.06757830282531266)	(38, 0.08684968195800638)	(39, 0.10620671166462319)	(40, 0.12697697584097087)
SRR2979194 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.063220584352211e-05)	(5, 3.063220584352211e-05)	(6, 3.063220584352211e-05)	(7, 3.063220584352211e-05)	(8, 3.063220584352211e-05)	(9, 3.063220584352211e-05)	(10, 3.063220584352211e-05)	(11, 3.063220584352211e-05)	(12, 3.063220584352211e-05)	(13, 3.063220584352211e-05)	(14, 3.063220584352211e-05)	(15, 3.063220584352211e-05)	(16, 3.063220584352211e-05)	(17, 3.063220584352211e-05)	(18, 3.063220584352211e-05)	(19, 3.063220584352211e-05)	(20, 3.063220584352211e-05)	(21, 9.189661753056634e-05)	(22, 0.0002450576467481769)	(23, 0.00033695426427874324)	(24, 0.000520747499339876)	(25, 0.0005820119110269201)	(26, 0.0007351729402445308)	(27, 0.001041494998679752)	(28, 0.002113622203203026)	(29, 0.0030632205843522118)	(30, 0.005238107199242282)	(31, 0.012283514543252369)	(32, 0.020829899973595037)	(33, 0.03179622966557596)	(34, 0.04702043596980645)	(35, 0.06276538977337681)	(36, 0.0831051744534755)	(37, 0.10816231883347659)	(38, 0.13790619070753657)	(39, 0.17007000684323478)	(40, 0.20067158048091338)
SRR2979195 - nextera_transposase_sequence	(1, 4.561246825942365e-05)	(2, 4.561246825942365e-05)	(3, 4.561246825942365e-05)	(4, 4.561246825942365e-05)	(5, 4.561246825942365e-05)	(6, 4.561246825942365e-05)	(7, 9.12249365188473e-05)	(8, 9.12249365188473e-05)	(9, 0.00013683740477827094)	(10, 0.00013683740477827094)	(11, 0.0001824498730376946)	(12, 0.00022806234129711824)	(13, 0.00022806234129711824)	(14, 0.00022806234129711824)	(15, 0.00022806234129711824)	(16, 0.00022806234129711824)	(17, 0.0002736748095565419)	(18, 0.0002736748095565419)	(19, 0.0002736748095565419)	(20, 0.00031928727781596557)	(21, 0.00031928727781596557)	(22, 0.0004561246825942365)	(23, 0.0005017371508536601)	(24, 0.000775411960410202)	(25, 0.000775411960410202)	(26, 0.0008666368969290493)	(27, 0.0010034743017073202)	(28, 0.001550823920820404)	(29, 0.0028279730320842664)	(30, 0.004333184484645247)	(31, 0.008803206374068765)	(32, 0.014413539969977874)	(33, 0.022030822169301623)	(34, 0.03247607740070964)	(35, 0.044198481743381514)	(36, 0.05934182120551017)	(37, 0.07731313369972309)	(38, 0.09984569301987838)	(39, 0.12479571315778311)	(40, 0.15052114525609805)
SRR2979196 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 4.515431034015645e-05)	(11, 4.515431034015645e-05)	(12, 4.515431034015645e-05)	(13, 4.515431034015645e-05)	(14, 4.515431034015645e-05)	(15, 4.515431034015645e-05)	(16, 4.515431034015645e-05)	(17, 4.515431034015645e-05)	(18, 4.515431034015645e-05)	(19, 4.515431034015645e-05)	(20, 4.515431034015645e-05)	(21, 0.00013546293102046936)	(22, 0.00013546293102046936)	(23, 0.0001806172413606258)	(24, 0.00040638879306140803)	(25, 0.00040638879306140803)	(26, 0.0004966974137417209)	(27, 0.0007676232757826597)	(28, 0.0012643206895243807)	(29, 0.0025286413790487614)	(30, 0.004470276723675489)	(31, 0.009979102585174576)	(32, 0.015352465515653193)	(33, 0.022577155170078224)	(34, 0.03205956034151108)	(35, 0.04519946465049661)	(36, 0.05924245516628526)	(37, 0.0776654137850691)	(38, 0.09807516205881982)	(39, 0.11952345947039412)	(40, 0.14282308360591486)
SRR2979197 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 9.371109525311133e-05)	(4, 9.371109525311133e-05)	(5, 9.371109525311133e-05)	(6, 9.371109525311133e-05)	(7, 9.371109525311133e-05)	(8, 9.371109525311133e-05)	(9, 0.00018742219050622266)	(10, 0.00018742219050622266)	(11, 0.00018742219050622266)	(12, 0.00018742219050622266)	(13, 0.0002342777381327783)	(14, 0.0002342777381327783)	(15, 0.0002342777381327783)	(16, 0.0002342777381327783)	(17, 0.0002342777381327783)	(18, 0.0002342777381327783)	(19, 0.000281133285759334)	(20, 0.000281133285759334)	(21, 0.0003279888333858896)	(22, 0.0003748443810124453)	(23, 0.0003748443810124453)	(24, 0.0005154110238921123)	(25, 0.0005154110238921123)	(26, 0.0007496887620248907)	(27, 0.0008433998572780019)	(28, 0.0016399441669294483)	(29, 0.0027176217623402286)	(30, 0.004310710381643121)	(31, 0.009886520549203245)	(32, 0.015509186264389924)	(33, 0.023708907099037165)	(34, 0.03279888333858896)	(35, 0.044793903530987215)	(36, 0.05983453431911158)	(37, 0.07951386432226495)	(38, 0.09952118315880423)	(39, 0.12318323471021483)	(40, 0.14703270845213168)
SRR2979198 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 4.348088862761706e-05)	(13, 4.348088862761706e-05)	(14, 4.348088862761706e-05)	(15, 4.348088862761706e-05)	(16, 4.348088862761706e-05)	(17, 8.696177725523412e-05)	(18, 8.696177725523412e-05)	(19, 8.696177725523412e-05)	(20, 8.696177725523412e-05)	(21, 0.00013044266588285117)	(22, 0.00013044266588285117)	(23, 0.00017392355451046823)	(24, 0.0003043662203933194)	(25, 0.0003913279976485535)	(26, 0.0005652515521590218)	(27, 0.0009565795498075754)	(28, 0.0016957546564770653)	(29, 0.0025218915404017894)	(30, 0.0048698595262931105)	(31, 0.01021800882749001)	(32, 0.017044508342025887)	(33, 0.02469714474048649)	(34, 0.034262940238562245)	(35, 0.046872397940571194)	(36, 0.06317773117592759)	(37, 0.08309197816737621)	(38, 0.10587596380824754)	(39, 0.1312688027667759)	(40, 0.15509632973471005)
SRR2979199 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 4.17720889762204e-05)	(9, 4.17720889762204e-05)	(10, 4.17720889762204e-05)	(11, 4.17720889762204e-05)	(12, 4.17720889762204e-05)	(13, 4.17720889762204e-05)	(14, 4.17720889762204e-05)	(15, 4.17720889762204e-05)	(16, 4.17720889762204e-05)	(17, 4.17720889762204e-05)	(18, 4.17720889762204e-05)	(19, 4.17720889762204e-05)	(20, 8.35441779524408e-05)	(21, 8.35441779524408e-05)	(22, 8.35441779524408e-05)	(23, 8.35441779524408e-05)	(24, 0.000208860444881102)	(25, 0.0002506325338573224)	(26, 0.000417720889762204)	(27, 0.000835441779524408)	(28, 0.0014202510251914936)	(29, 0.0023392369826683427)	(30, 0.003759488007859836)	(31, 0.008730366596030064)	(32, 0.016082254255844856)	(33, 0.024520216229041377)	(34, 0.03471260593923915)	(35, 0.047244232632105275)	(36, 0.06420370075645077)	(37, 0.08400367093117923)	(38, 0.10806439418148218)	(39, 0.13237574996564247)	(40, 0.15768963588523202)
SRR2979200 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 3.5135466548049334e-05)	(22, 7.027093309609867e-05)	(23, 0.00021081279928829598)	(24, 0.0004918965316726906)	(25, 0.00052703199822074)	(26, 0.0008432511971531839)	(27, 0.0013351477288258745)	(28, 0.002354076258719305)	(29, 0.0035486821213529824)	(30, 0.006008164779716435)	(31, 0.013281206355162648)	(32, 0.022908324189328165)	(33, 0.03594358227865447)	(34, 0.05119237476050788)	(35, 0.06925200456620523)	(36, 0.0915278903576685)	(37, 0.11988221186194432)	(38, 0.15259333121817825)	(39, 0.18748284950039124)	(40, 0.22258318058189253)
SRR2979201 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0)	(20, 0.0)	(21, 0.0)	(22, 5.280154433956885e-05)	(23, 0.00015840463301870653)	(24, 0.00015840463301870653)	(25, 0.0002640077216978442)	(26, 0.0003696108103769819)	(27, 0.000686420076414395)	(28, 0.00137284015282879)	(29, 0.002428871039620167)	(30, 0.004857742079240334)	(31, 0.010824316589611613)	(32, 0.017002097277341168)	(33, 0.02513353510563477)	(34, 0.03506022544147371)	(35, 0.04736298527259325)	(36, 0.061777806877295546)	(37, 0.08200079835935041)	(38, 0.10312141609517796)	(39, 0.12550927089515515)	(40, 0.14969237820267767)
SRR2979202 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 6.578808867181743e-05)	(16, 6.578808867181743e-05)	(17, 6.578808867181743e-05)	(18, 6.578808867181743e-05)	(19, 6.578808867181743e-05)	(20, 6.578808867181743e-05)	(21, 6.578808867181743e-05)	(22, 6.578808867181743e-05)	(23, 0.00019736426601545232)	(24, 0.00026315235468726974)	(25, 0.00039472853203090464)	(26, 0.0005263047093745395)	(27, 0.0012499736847645312)	(28, 0.00256573545820088)	(29, 0.0036841329656217762)	(30, 0.006710385044525378)	(31, 0.012631313024988948)	(32, 0.02177585735037157)	(33, 0.03315719669059599)	(34, 0.04670954295699038)	(35, 0.063419717479632)	(36, 0.08473505820930086)	(37, 0.11295814824951053)	(38, 0.14703637818151197)	(39, 0.18315403886233975)	(40, 0.21690332835098208)
SRR2979203 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 5.366511252500794e-05)	(19, 5.366511252500794e-05)	(20, 0.00010733022505001589)	(21, 0.00016099533757502383)	(22, 0.0002683255626250397)	(23, 0.00032199067515004766)	(24, 0.00048298601272507146)	(25, 0.00048298601272507146)	(26, 0.0007513115753501111)	(27, 0.0010733022505001587)	(28, 0.0019319440509002858)	(29, 0.0031125765264504606)	(30, 0.004507869452100667)	(31, 0.009284064466826374)	(32, 0.015509217519727295)	(33, 0.023022333273228408)	(34, 0.029837802563904416)	(35, 0.03960485304345586)	(36, 0.05178683358663266)	(37, 0.0669203953186849)	(38, 0.08328825463881233)	(39, 0.10325167649811529)	(40, 0.1250397121832685)
SRR2979204 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 3.887137733340019e-05)	(9, 7.774275466680038e-05)	(10, 7.774275466680038e-05)	(11, 7.774275466680038e-05)	(12, 7.774275466680038e-05)	(13, 7.774275466680038e-05)	(14, 7.774275466680038e-05)	(15, 7.774275466680038e-05)	(16, 7.774275466680038e-05)	(17, 7.774275466680038e-05)	(18, 7.774275466680038e-05)	(19, 7.774275466680038e-05)	(20, 0.00011661413200020057)	(21, 0.00015548550933360076)	(22, 0.00015548550933360076)	(23, 0.00023322826400040114)	(24, 0.0003498423960006017)	(25, 0.00038871377333400193)	(26, 0.0004664565280008023)	(27, 0.0007774275466680039)	(28, 0.001438240961335807)	(29, 0.002798739168004814)	(30, 0.004547951148007823)	(31, 0.009640101578683247)	(32, 0.015742907820027078)	(33, 0.023361697777373517)	(34, 0.03276857109205636)	(35, 0.043769170877408614)	(36, 0.05819045186810009)	(37, 0.07793711155346739)	(38, 0.09923862633217069)	(39, 0.1211620831482084)	(40, 0.1443294240389149)
SRR2979205 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 6.875136858193084e-05)	(10, 0.00010312705287289625)	(11, 0.00010312705287289625)	(12, 0.00010312705287289625)	(13, 0.00010312705287289625)	(14, 0.00010312705287289625)	(15, 0.00017187842145482708)	(16, 0.00017187842145482708)	(17, 0.00017187842145482708)	(18, 0.00017187842145482708)	(19, 0.00017187842145482708)	(20, 0.00027500547432772335)	(21, 0.0003093811586186888)	(22, 0.000412508211491585)	(23, 0.00044688389578255043)	(24, 0.0005500109486554467)	(25, 0.0006187623172373776)	(26, 0.0007562650544012392)	(27, 0.0011000218973108934)	(28, 0.0015469057930934437)	(29, 0.002234419478912752)	(30, 0.0035063197976784727)	(31, 0.007975158755503977)	(32, 0.013406516873476512)	(33, 0.020212902363087665)	(34, 0.028325563855755503)	(35, 0.03801950682580775)	(36, 0.051357272330702336)	(37, 0.06792635215894767)	(38, 0.08810487883774436)	(39, 0.11079283046978154)	(40, 0.13275889273170843)
SRR2979206 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 2.7870377105711505e-05)	(6, 2.7870377105711505e-05)	(7, 2.7870377105711505e-05)	(8, 2.7870377105711505e-05)	(9, 5.574075421142301e-05)	(10, 5.574075421142301e-05)	(11, 0.00011148150842284602)	(12, 0.00011148150842284602)	(13, 0.00013935188552855753)	(14, 0.00013935188552855753)	(15, 0.00013935188552855753)	(16, 0.00016722226263426903)	(17, 0.00016722226263426903)	(18, 0.00019509263973998054)	(19, 0.00019509263973998054)	(20, 0.00019509263973998054)	(21, 0.00022296301684569204)	(22, 0.00027870377105711507)	(23, 0.00039018527947996107)	(24, 0.0006967594276427876)	(25, 0.0007525001818542106)	(26, 0.0008918520673827681)	(27, 0.0012541669697570177)	(28, 0.0018673152660826707)	(29, 0.0030657414816282653)	(30, 0.005351112404296609)	(31, 0.014576207226287117)	(32, 0.026003061839628833)	(33, 0.038711953799833276)	(34, 0.05420788347060888)	(35, 0.07221214708089851)	(36, 0.09372807820650779)	(37, 0.1235493817096191)	(38, 0.1603940202433697)	(39, 0.20027652988164288)	(40, 0.24319691062443857)
SRR2979207 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.8242394830546036e-05)	(5, 3.8242394830546036e-05)	(6, 3.8242394830546036e-05)	(7, 3.8242394830546036e-05)	(8, 3.8242394830546036e-05)	(9, 0.00019121197415273018)	(10, 0.00019121197415273018)	(11, 0.00019121197415273018)	(12, 0.00019121197415273018)	(13, 0.00019121197415273018)	(14, 0.00019121197415273018)	(15, 0.00019121197415273018)	(16, 0.00019121197415273018)	(17, 0.00019121197415273018)	(18, 0.00019121197415273018)	(19, 0.00019121197415273018)	(20, 0.00019121197415273018)	(21, 0.00022945436898327623)	(22, 0.0004206663431360064)	(23, 0.0005353935276276445)	(24, 0.0008030902914414668)	(25, 0.0008413326862720128)	(26, 0.0013002414242385652)	(27, 0.0017973925570356638)	(28, 0.0028299372174604067)	(29, 0.004015451457207334)	(30, 0.006118783172887366)	(31, 0.012887687057894014)	(32, 0.021951134632733425)	(33, 0.03357682266121942)	(34, 0.04841487185547128)	(35, 0.06623582784650574)	(36, 0.08814872008440862)	(37, 0.11740415212977633)	(38, 0.15132515634447066)	(39, 0.18566682690230102)	(40, 0.22161467804301427)
SRR2979208 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.6112112219110966e-05)	(5, 3.6112112219110966e-05)	(6, 3.6112112219110966e-05)	(7, 3.6112112219110966e-05)	(8, 3.6112112219110966e-05)	(9, 0.00025278478553377674)	(10, 0.00025278478553377674)	(11, 0.00028889689775288773)	(12, 0.00028889689775288773)	(13, 0.00028889689775288773)	(14, 0.00028889689775288773)	(15, 0.00028889689775288773)	(16, 0.00028889689775288773)	(17, 0.00028889689775288773)	(18, 0.00028889689775288773)	(19, 0.00028889689775288773)	(20, 0.00032500900997199867)	(21, 0.0003611211221911096)	(22, 0.0003972332344102206)	(23, 0.00046945745884844253)	(24, 0.0005055695710675535)	(25, 0.0006861301321631083)	(26, 0.0008305785810395522)	(27, 0.0011916997032306617)	(28, 0.0018778298353937701)	(29, 0.0024917357431186566)	(30, 0.0038278838952257623)	(31, 0.008125225249299966)	(32, 0.014047611653234164)	(33, 0.020764464525988804)	(34, 0.029900828917423877)	(35, 0.04044556568540428)	(36, 0.05391538354313267)	(37, 0.07207977598934548)	(38, 0.09269979206645784)	(39, 0.1153059743156213)	(40, 0.136034326729391)
SRR2979209 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.310554511259527e-05)	(5, 3.310554511259527e-05)	(6, 3.310554511259527e-05)	(7, 3.310554511259527e-05)	(8, 3.310554511259527e-05)	(9, 3.310554511259527e-05)	(10, 3.310554511259527e-05)	(11, 3.310554511259527e-05)	(12, 3.310554511259527e-05)	(13, 3.310554511259527e-05)	(14, 3.310554511259527e-05)	(15, 3.310554511259527e-05)	(16, 3.310554511259527e-05)	(17, 3.310554511259527e-05)	(18, 3.310554511259527e-05)	(19, 3.310554511259527e-05)	(20, 3.310554511259527e-05)	(21, 6.621109022519054e-05)	(22, 9.931663533778581e-05)	(23, 0.00019863327067557162)	(24, 0.00039726654135114324)	(25, 0.0004303720864637385)	(26, 0.0005958998120267149)	(27, 0.0008276386278148817)	(28, 0.0015559606202919776)	(29, 0.0027808657894580024)	(30, 0.0048996206766641)	(31, 0.012083523966097274)	(32, 0.020028854793120138)	(33, 0.02966256842088536)	(34, 0.042573731014797514)	(35, 0.05829886494328027)	(36, 0.07776492546948628)	(37, 0.1021306066723564)	(38, 0.130137897837612)	(39, 0.1608598437021004)	(40, 0.19277358919064225)
SRR2979210 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.281811087139304e-05)	(6, 6.563622174278609e-05)	(7, 0.00013127244348557217)	(8, 0.00013127244348557217)	(9, 0.00013127244348557217)	(10, 0.00013127244348557217)	(11, 0.00019690866522835827)	(12, 0.00019690866522835827)	(13, 0.00019690866522835827)	(14, 0.00019690866522835827)	(15, 0.00019690866522835827)	(16, 0.00026254488697114434)	(17, 0.0002953629978425374)	(18, 0.0002953629978425374)	(19, 0.0002953629978425374)	(20, 0.0002953629978425374)	(21, 0.0003281811087139304)	(22, 0.00039381733045671654)	(23, 0.0005907259956850748)	(24, 0.000721998439170647)	(25, 0.0008532708826562191)	(26, 0.0011814519913701496)	(27, 0.0018706323196694035)	(28, 0.0027895394240684086)	(29, 0.004561717411123633)	(30, 0.00712153005909229)	(31, 0.01627778299221095)	(32, 0.027632849353712942)	(33, 0.041711818917540555)	(34, 0.05838341924020823)	(35, 0.07758201409997316)	(36, 0.1037380484644734)	(37, 0.13573570656408163)	(38, 0.17377189706402615)	(39, 0.21472889943152468)	(40, 0.25411063247719634)
SRR2979211 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.292881383168239e-05)	(5, 3.292881383168239e-05)	(6, 3.292881383168239e-05)	(7, 3.292881383168239e-05)	(8, 3.292881383168239e-05)	(9, 9.878644149504717e-05)	(10, 0.00013171525532672956)	(11, 0.00013171525532672956)	(12, 0.00013171525532672956)	(13, 0.00013171525532672956)	(14, 0.00013171525532672956)	(15, 0.00016464406915841197)	(16, 0.00016464406915841197)	(17, 0.00016464406915841197)	(18, 0.00016464406915841197)	(19, 0.00016464406915841197)	(20, 0.00016464406915841197)	(21, 0.00019757288299009434)	(22, 0.0002634305106534591)	(23, 0.0004280745798118711)	(24, 0.0005597898351386006)	(25, 0.0006915050904653302)	(26, 0.0008561491596237422)	(27, 0.0010537220426138365)	(28, 0.0015476542500890724)	(29, 0.0028977356171880505)	(30, 0.005169823771574136)	(31, 0.011920230607069026)	(32, 0.02133787136293019)	(33, 0.032830027390187345)	(34, 0.0473187054761276)	(35, 0.06519905138673114)	(36, 0.08643813630816628)	(37, 0.1137031941607993)	(38, 0.1434049842369768)	(39, 0.17514836077071866)	(40, 0.20656244916614364)
SRR2979212 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 5.085745672030433e-05)	(11, 0.00010171491344060866)	(12, 0.00010171491344060866)	(13, 0.00010171491344060866)	(14, 0.00010171491344060866)	(15, 0.00010171491344060866)	(16, 0.00010171491344060866)	(17, 0.000152572370160913)	(18, 0.000152572370160913)	(19, 0.0002034298268812173)	(20, 0.0002034298268812173)	(21, 0.0002034298268812173)	(22, 0.0002542872836015217)	(23, 0.0003560021970421303)	(24, 0.00045771711048273896)	(25, 0.00045771711048273896)	(26, 0.0005085745672030433)	(27, 0.0008137193075248693)	(28, 0.0015765811583294343)	(29, 0.0023903004658543036)	(30, 0.003712594340582216)	(31, 0.008747482555892345)	(32, 0.014697804992167952)	(33, 0.021461846735968428)	(34, 0.030667046402343513)	(35, 0.040685965376243464)	(36, 0.0528408975323962)	(37, 0.07109872449498546)	(38, 0.09352686290863967)	(39, 0.12012531277335883)	(40, 0.1468763350082389)
SRR2979213 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.00010685627243647795)	(4, 0.00010685627243647795)	(5, 0.00010685627243647795)	(6, 0.00010685627243647795)	(7, 0.00010685627243647795)	(8, 0.00010685627243647795)	(9, 0.00010685627243647795)	(10, 0.00010685627243647795)	(11, 0.00010685627243647795)	(12, 0.00010685627243647795)	(13, 0.00016028440865471693)	(14, 0.00016028440865471693)	(15, 0.00016028440865471693)	(16, 0.00016028440865471693)	(17, 0.00016028440865471693)	(18, 0.0002137125448729559)	(19, 0.0002137125448729559)	(20, 0.0002137125448729559)	(21, 0.0002137125448729559)	(22, 0.0003739969535276728)	(23, 0.0005877094984006288)	(24, 0.0007479939070553456)	(25, 0.0008548501794918236)	(26, 0.0009617064519283015)	(27, 0.0012288471330194964)	(28, 0.0019768410400748423)	(29, 0.00416739462502264)	(30, 0.006571660754843394)	(31, 0.015333875094634587)	(32, 0.0271414931988654)	(33, 0.040071102163679234)	(34, 0.0577023871156981)	(35, 0.0789667853305572)	(36, 0.10605485039320436)	(37, 0.1402488575728773)	(38, 0.17695398715480748)	(39, 0.21472767946110244)	(40, 0.2576839009805666)
SRR2979214 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 5.1569704448866834e-05)	(14, 5.1569704448866834e-05)	(15, 5.1569704448866834e-05)	(16, 5.1569704448866834e-05)	(17, 5.1569704448866834e-05)	(18, 5.1569704448866834e-05)	(19, 5.1569704448866834e-05)	(20, 5.1569704448866834e-05)	(21, 5.1569704448866834e-05)	(22, 0.00010313940889773367)	(23, 0.00010313940889773367)	(24, 0.000309418226693201)	(25, 0.0003609879311420678)	(26, 0.0005672667489375351)	(27, 0.0007735455667330025)	(28, 0.0014439517245682712)	(29, 0.0029394731535854093)	(30, 0.004795982513744615)	(31, 0.009024698278551695)	(32, 0.015058353699069115)	(33, 0.02263910025305254)	(34, 0.031199671191564433)	(35, 0.0416683211946844)	(36, 0.05538586257808298)	(37, 0.07142404066168057)	(38, 0.0918972133278807)	(39, 0.11293765274301837)	(40, 0.13439064979374696)
SRR2979215 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 6.73101970236777e-05)	(10, 6.73101970236777e-05)	(11, 6.73101970236777e-05)	(12, 0.00010096529553551656)	(13, 0.00010096529553551656)	(14, 0.00010096529553551656)	(15, 0.00010096529553551656)	(16, 0.00010096529553551656)	(17, 0.00010096529553551656)	(18, 0.00010096529553551656)	(19, 0.00016827549255919426)	(20, 0.00016827549255919426)	(21, 0.00016827549255919426)	(22, 0.00020193059107103311)	(23, 0.0002692407880947108)	(24, 0.00047117137916574393)	(25, 0.0005048264776775828)	(26, 0.000908687659819649)	(27, 0.0010769631523788433)	(28, 0.001615444728568265)	(29, 0.002995303767553658)	(30, 0.005418470860406055)	(31, 0.01201487016872647)	(32, 0.02089981617585193)	(33, 0.0323088945713653)	(34, 0.04614114005973107)	(35, 0.0632379301037452)	(36, 0.08336367901382484)	(37, 0.10978293134561834)	(38, 0.14121679335567583)	(39, 0.17524209795114493)	(40, 0.20963760863024422)
