Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
ERR1041964 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0)	(17, 0.0)	(18, 0.0)	(19, 0.0002382273975800861)	(20, 0.0002382273975800861)	(21, 0.0002382273975800861)	(22, 0.0007146821927402583)	(23, 0.0009529095903203444)	(24, 0.00428809315644155)	(25, 0.005241002746761894)	(26, 0.007861504120142842)	(27, 0.018105282216086545)	(28, 0.03668701922733326)	(29, 0.05765103021438084)	(30, 0.09362336724897384)	(31, 0.19891987697937188)	(32, 0.3530530032136876)
ERR1041965 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.0)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0003051506376122573)	(17, 0.0006103012752245146)	(18, 0.0006103012752245146)	(19, 0.0006103012752245146)	(20, 0.0006103012752245146)	(21, 0.0024412051008980582)	(22, 0.0048824102017961165)	(23, 0.007628765940306433)	(24, 0.01586783315583738)	(25, 0.020750243357633497)	(26, 0.029599611848388958)	(27, 0.042415938628103764)	(28, 0.07659281004067658)	(29, 0.10802332571473908)	(30, 0.18705734085631373)	(31, 0.3158309099286863)	(32, 0.49983674440887743)
ERR1041966 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.177374046509766e-05)	(6, 3.177374046509766e-05)	(7, 3.177374046509766e-05)	(8, 3.177374046509766e-05)	(9, 9.532122139529297e-05)	(10, 0.00012709496186039064)	(11, 0.0001588687023254883)	(12, 0.0001588687023254883)	(13, 0.0001588687023254883)	(14, 0.0001588687023254883)	(15, 0.00019064244279058594)	(16, 0.00041305862604626957)	(17, 0.0006037010688368555)	(18, 0.0007625697711623438)	(19, 0.0010803071758133205)	(20, 0.00149336580185959)	(21, 0.002224161832556836)	(22, 0.003717527634416426)	(23, 0.005528630840926993)	(24, 0.008102303818599903)	(25, 0.010072275727435957)	(26, 0.014584146873479826)	(27, 0.027103000616728302)	(28, 0.05004364123252881)	(29, 0.07584391849018811)	(30, 0.12271018567620716)	(31, 0.228071909058471)	(32, 0.3861144941318667)
ERR1041967 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 3.023002022388353e-05)	(8, 6.046004044776706e-05)	(9, 0.00012092008089553411)	(10, 0.00018138012134330119)	(11, 0.00024184016179106823)	(12, 0.00036276024268660237)	(13, 0.00036276024268660237)	(14, 0.00042322028313436944)	(15, 0.0006348304247015542)	(16, 0.0007859805258209718)	(17, 0.0012092008089553412)	(18, 0.0013905809302986424)	(19, 0.0017231111527613611)	(20, 0.0024788616583584495)	(21, 0.0034462223055227222)	(22, 0.006197154145896124)	(23, 0.007980725339105252)	(24, 0.012212928170448946)	(25, 0.014147649464777493)	(26, 0.017835711932091283)	(27, 0.036185334207988584)	(28, 0.1152670671136679)	(29, 0.2439260331865162)	(30, 0.4195624506872795)	(31, 0.9955954860533802)	(32, 1.6231102458607545)
ERR1041968 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0005712331280940307)	(10, 0.0007140414101175383)	(11, 0.0009282538331527999)	(12, 0.0009996579741645536)	(13, 0.0009996579741645536)	(14, 0.0009996579741645536)	(15, 0.0011424662561880614)	(16, 0.0013566786792233228)	(17, 0.001713699384282092)	(18, 0.0017851035252938459)	(19, 0.0019993159483291073)	(20, 0.002641953217434892)	(21, 0.004641269165764)	(22, 0.007783051370281168)	(23, 0.009996579741645537)	(24, 0.01506627375348006)	(25, 0.01792243939395021)	(26, 0.022135283713643688)	(27, 0.04070036037669968)	(28, 0.11745981196433505)	(29, 0.2459158616444802)	(30, 0.4292102916216523)	(31, 1.0177946259815391)	(32, 1.6071644058925554)
ERR1041969 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 9.322044958358425e-05)	(10, 9.322044958358425e-05)	(11, 0.0001864408991671685)	(12, 0.0001864408991671685)	(13, 0.0001864408991671685)	(14, 0.0001864408991671685)	(15, 0.000372881798334337)	(16, 0.0005593226975015056)	(17, 0.0006525431470850898)	(18, 0.0009322044958358425)	(19, 0.0012118658445865952)	(20, 0.0016779680925045166)	(21, 0.002889833937091112)	(22, 0.004661022479179213)	(23, 0.006059329222932976)	(24, 0.008203399563355415)	(25, 0.009601706307109178)	(26, 0.012305099345033122)	(27, 0.026008505433820005)	(28, 0.09405943362983651)	(29, 0.20639007537805554)	(30, 0.36113602168680536)	(31, 0.8931451274603207)	(32, 1.4716712375760446)
ERR1041970 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.00011204227579150165)	(10, 0.00014005284473937707)	(11, 0.0001960739826351279)	(12, 0.0001960739826351279)	(13, 0.0001960739826351279)	(14, 0.0002520951205308787)	(15, 0.00033612682737450497)	(16, 0.0003921479652702558)	(17, 0.0006162325168532591)	(18, 0.0006722536547490099)	(19, 0.0008403170684362623)	(20, 0.0013725178784458952)	(21, 0.0020727821021427804)	(22, 0.0033052471358492987)	(23, 0.004285617049024938)	(24, 0.006078293461688964)	(25, 0.007226726788551857)	(26, 0.009635635718069142)	(27, 0.025125480346244244)	(28, 0.09817704416230331)	(29, 0.2127962922970095)	(30, 0.3814199173632195)	(31, 0.9638716880653408)	(32, 1.6136328559492068)
ERR1041971 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 5.203557984807692e-05)	(10, 0.0002081423193923077)	(11, 0.00031221347908846154)	(12, 0.0004423024287086538)	(13, 0.0004683202186326923)	(14, 0.0005723913783288461)	(15, 0.0007545159077971153)	(16, 0.0011708005465817307)	(17, 0.001587085185366346)	(18, 0.0017431919249105768)	(19, 0.0019513342443028844)	(20, 0.0032522237405048075)	(21, 0.005021433455339423)	(22, 0.008247639405920193)	(23, 0.010407115969615384)	(24, 0.014569962357461538)	(25, 0.01672943892115673)	(26, 0.018992986644548075)	(27, 0.03312064657330096)	(28, 0.09532918228167692)	(29, 0.19479519316127594)	(30, 0.34496987660282596)	(31, 0.783395654612798)	(32, 1.2349604165344095)
ERR1041972 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 3.611007144197085e-05)	(4, 5.4165107162956264e-05)	(5, 5.4165107162956264e-05)	(6, 5.4165107162956264e-05)	(7, 5.4165107162956264e-05)	(8, 5.4165107162956264e-05)	(9, 0.0001444402857678834)	(10, 0.0002888805715357668)	(11, 0.0003972107858616793)	(12, 0.0004874859644666064)	(13, 0.0005235960359085772)	(14, 0.0005597061073505481)	(15, 0.0007222014288394169)	(16, 0.0009930269646541983)	(17, 0.0013541276790739066)	(18, 0.0015527330720047463)	(19, 0.002058274072192338)	(20, 0.002780475501031755)	(21, 0.0048206945375031075)	(22, 0.008287261395932308)	(23, 0.010363590503845633)	(24, 0.015057899791301841)	(25, 0.01821753104247429)	(26, 0.02298406047281444)	(27, 0.04692503783884111)	(28, 0.1442958454821155)	(29, 0.3072425428640089)	(30, 0.5061187613306634)	(31, 1.0770731559353854)	(32, 1.7609076338677083)
ERR1041973 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 4.390833345042222e-05)	(4, 6.586250017563333e-05)	(5, 6.586250017563333e-05)	(6, 6.586250017563333e-05)	(7, 6.586250017563333e-05)	(8, 6.586250017563333e-05)	(9, 6.586250017563333e-05)	(10, 0.00010977083362605556)	(11, 0.00026345000070253333)	(12, 0.00048299166795464445)	(13, 0.0005049458346798555)	(14, 0.0006586250017563334)	(15, 0.0009001208357336556)	(16, 0.0011196625029857668)	(17, 0.0015587458374899889)	(18, 0.0019319666718185778)	(19, 0.0026125458403001224)	(20, 0.003907841677087577)	(21, 0.006169120849784322)	(22, 0.010340412527574434)	(23, 0.012887095867698923)	(24, 0.018485408382627754)	(25, 0.021866350058310266)	(26, 0.027354891739613044)	(27, 0.05064826263506204)	(28, 0.14790522122774727)	(29, 0.31150767166402044)	(30, 0.5272951764061204)	(31, 1.1274342780064914)	(32, 1.8100551839934804)
ERR1041974 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.3554778875980085e-05)	(10, 0.00018843823100784068)	(11, 0.00021199300988382076)	(12, 0.00028265734651176103)	(13, 0.0003297669042637212)	(14, 0.00044754079864362163)	(15, 0.0006595338085274424)	(16, 0.0009186363761632233)	(17, 0.0011306293860470441)	(18, 0.0013190676170548848)	(19, 0.0017194988579465461)	(20, 0.0022848135509700683)	(21, 0.003274114263761232)	(22, 0.005818030382367081)	(23, 0.007066433662794026)	(24, 0.009845897570159676)	(25, 0.01130629386047044)	(26, 0.014462634229851772)	(27, 0.03634502380563727)	(28, 0.1286797569994792)	(29, 0.28275156562726494)	(30, 0.4803997151756138)	(31, 1.1276143743509186)	(32, 1.9063824735485722)
ERR1041975 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 2.8750321284840357e-05)	(4, 5.7500642569680714e-05)	(5, 5.7500642569680714e-05)	(6, 5.7500642569680714e-05)	(7, 0.00011500128513936143)	(8, 0.0001437516064242018)	(9, 0.00017250192770904214)	(10, 0.0002875032128484036)	(11, 0.000402504497987765)	(12, 0.0005462561044119668)	(13, 0.0005750064256968072)	(14, 0.0006325070682664879)	(15, 0.0007475083534058493)	(16, 0.0011787631726784546)	(17, 0.0015525173493813793)	(18, 0.0018112702409449426)	(19, 0.0021275237750781866)	(20, 0.0033350372690414817)	(21, 0.005146307509986424)	(22, 0.007590084819197855)	(23, 0.009458855702712477)	(24, 0.013110146505887203)	(25, 0.014633913533983743)	(26, 0.01765269726889198)	(27, 0.03168285405589408)	(28, 0.0982398478302995)	(29, 0.20424228240750592)	(30, 0.3611615359801646)	(31, 0.774217401879466)	(32, 1.2156785852081897)
ERR1041976 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 5.286256051441615e-05)	(5, 5.286256051441615e-05)	(6, 5.286256051441615e-05)	(7, 5.286256051441615e-05)	(8, 5.286256051441615e-05)	(9, 5.286256051441615e-05)	(10, 0.0006343507261729938)	(11, 0.0008986635287450745)	(12, 0.001004388649773907)	(13, 0.001057251210288323)	(14, 0.001057251210288323)	(15, 0.0012158388918315714)	(16, 0.0013744265733748198)	(17, 0.0019030521785189814)	(18, 0.0022202275416054783)	(19, 0.0024316777836631428)	(20, 0.003488928993951466)	(21, 0.005339118611956031)	(22, 0.009145222968993994)	(23, 0.011206862829056223)	(24, 0.015964493275353677)	(25, 0.018501896180045652)	(26, 0.02304807638428544)	(27, 0.045250351800340226)	(28, 0.1391342592739433)	(29, 0.28820667992459686)	(30, 0.4966437560329397)	(31, 1.0635947175500529)	(32, 1.6595672247895805)
ERR1041977 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 6.329692810513367e-05)	(10, 0.00014241808823655075)	(11, 0.00015824232026283416)	(12, 0.00017406655228911758)	(13, 0.00022153924836796783)	(14, 0.00023736348039425125)	(15, 0.0003164846405256683)	(16, 0.0004747269607885025)	(17, 0.0006646177451039035)	(18, 0.000838684297393021)	(19, 0.0009969266176558553)	(20, 0.00129758702615524)	(21, 0.0020255016993642773)	(22, 0.002895834460809865)	(23, 0.004066827630754838)	(24, 0.005934087009856281)	(25, 0.008355194509877643)	(26, 0.013102464117762669)	(27, 0.04177597254938822)	(28, 0.11401359174937202)	(29, 0.22973620055758265)	(30, 0.36541316595093665)	(31, 0.8468179526545307)	(32, 1.569985356255683)
ERR1041978 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 2.8928564093114106e-05)	(12, 5.785712818622821e-05)	(13, 5.785712818622821e-05)	(14, 5.785712818622821e-05)	(15, 5.785712818622821e-05)	(16, 0.00031821420502425515)	(17, 0.0005207141536760539)	(18, 0.000578571281862282)	(19, 0.0006364284100485103)	(20, 0.0007810712305140808)	(21, 0.0012149996919107924)	(22, 0.002227499435169786)	(23, 0.003326784870708122)	(24, 0.005641069998157251)	(25, 0.008562854971561775)	(26, 0.014493210610650167)	(27, 0.047413916548614016)	(28, 0.12702532493286403)	(29, 0.24288422412578603)	(30, 0.3736702623907549)	(31, 0.7769055172846724)	(32, 1.3929971467757234)
ERR1041979 - nextera_transposase_sequence	(1, 1.5966919098335304e-05)	(2, 1.5966919098335304e-05)	(3, 1.5966919098335304e-05)	(4, 4.790075729500591e-05)	(5, 4.790075729500591e-05)	(6, 4.790075729500591e-05)	(7, 4.790075729500591e-05)	(8, 4.790075729500591e-05)	(9, 6.386767639334122e-05)	(10, 0.0003193383819667061)	(11, 0.0003512722201633767)	(12, 0.0003991729774583826)	(13, 0.00041513989655671794)	(14, 0.00041513989655671794)	(15, 0.00044707373475338854)	(16, 0.0005109414111467297)	(17, 0.0005428752493434004)	(18, 0.0006227098448350769)	(19, 0.000734478278523424)	(20, 0.0009260813077034477)	(21, 0.0012454196896701539)	(22, 0.002091666401881925)	(23, 0.003081615385978714)	(24, 0.005221182545155645)	(25, 0.007727988843594287)	(26, 0.01306093982243828)	(27, 0.04732594820746584)	(28, 0.1307051997389728)	(29, 0.2533471053332863)	(30, 0.39519721460289714)	(31, 0.8662692287610836)	(32, 1.622334781905457)
ERR1041980 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.992864747059628e-05)	(5, 1.992864747059628e-05)	(6, 1.992864747059628e-05)	(7, 1.992864747059628e-05)	(8, 1.992864747059628e-05)	(9, 3.985729494119256e-05)	(10, 5.978594241178883e-05)	(11, 6.975026614708697e-05)	(12, 9.964323735298138e-05)	(13, 9.964323735298138e-05)	(14, 9.964323735298138e-05)	(15, 0.00010960756108827953)	(16, 0.00016939350350006835)	(17, 0.0002291794459118572)	(18, 0.0002790010645883479)	(19, 0.00031885835952954046)	(20, 0.0004483945680884162)	(21, 0.0006576453665296772)	(22, 0.0009565750785886213)	(23, 0.0011957188482357767)	(24, 0.0019829004233243297)	(25, 0.002680403084795199)	(26, 0.004224873263766411)	(27, 0.015275308286212047)	(28, 0.048695650094402)	(29, 0.09670376185106844)	(30, 0.16184054610871237)	(31, 0.4087963455643414)	(32, 0.7874406475056707)
ERR1041981 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 8.515207521993717e-05)	(5, 8.515207521993717e-05)	(6, 8.515207521993717e-05)	(7, 8.515207521993717e-05)	(8, 0.00012772811282990576)	(9, 0.00017030415043987434)	(10, 0.00017030415043987434)	(11, 0.00017030415043987434)	(12, 0.00017030415043987434)	(13, 0.00017030415043987434)	(14, 0.0002128801880498429)	(15, 0.0002128801880498429)	(16, 0.0002554562256598115)	(17, 0.0002980322632697801)	(18, 0.0002980322632697801)	(19, 0.0007237926393694659)	(20, 0.0014475852787389318)	(21, 0.0019159216924485862)	(22, 0.0028525945198678952)	(23, 0.004044723572947015)	(24, 0.006684437904765067)	(25, 0.009239000161363182)	(26, 0.015157069389148816)	(27, 0.053049742862020854)	(28, 0.14697248182961156)	(29, 0.3173617843447058)	(30, 0.48345090706119326)	(31, 0.9518298968084576)	(32, 1.737442942787598)
ERR1041982 - nextera_transposase_sequence	(1, 0.0)	(2, 9.021474899279744e-06)	(3, 1.8042949798559488e-05)	(4, 1.8042949798559488e-05)	(5, 1.8042949798559488e-05)	(6, 1.8042949798559488e-05)	(7, 2.706442469783923e-05)	(8, 2.706442469783923e-05)	(9, 6.31503242949582e-05)	(10, 9.923622389207718e-05)	(11, 0.0001263006485899164)	(12, 0.0001443435983884759)	(13, 0.00015336507328775564)	(14, 0.00016238654818703538)	(15, 0.00021651539758271385)	(16, 0.0003067301465755113)	(17, 0.0004059663704675885)	(18, 0.0005232455441582251)	(19, 0.000667589142546701)	(20, 0.0009201904397265338)	(21, 0.0014344145089854792)	(22, 0.002219282825222817)	(23, 0.003247730963740708)	(24, 0.005079090368294495)	(25, 0.00700968599674036)	(26, 0.011439230172286714)	(27, 0.04145367716219042)	(28, 0.12026528188229826)	(29, 0.24035013426661092)	(30, 0.3802461455297419)	(31, 0.8629491814906038)	(32, 1.63493483157177)
ERR1041983 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 2.946205238549328e-05)	(4, 4.91034206424888e-05)	(5, 4.91034206424888e-05)	(6, 4.91034206424888e-05)	(7, 5.892410477098656e-05)	(8, 7.856547302798208e-05)	(9, 0.00015713094605596415)	(10, 0.0001964136825699552)	(11, 0.00024551710321244396)	(12, 0.0002651584714694395)	(13, 0.00027497915559793727)	(14, 0.0003142618921119283)	(15, 0.0003830066810114126)	(16, 0.000608882415966861)	(17, 0.000815116782665314)	(18, 0.001021351149363767)	(19, 0.0013945371462466818)	(20, 0.0017382610907441035)	(21, 0.0025533778734094176)	(22, 0.0039675563879130946)	(23, 0.005558507216729732)	(24, 0.008514533139407558)	(25, 0.011863386427225293)	(26, 0.018384320688547805)	(27, 0.05883571861383008)	(28, 0.16649987871455102)	(29, 0.3327640610100181)	(30, 0.5214292238025885)	(31, 1.1458479620607331)	(32, 2.028059658691944)
ERR1041984 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 8.765290501449121e-05)	(10, 8.765290501449121e-05)	(11, 0.00010956613126811401)	(12, 0.00013147935752173682)	(13, 0.00013147935752173682)	(14, 0.00013147935752173682)	(15, 0.00017530581002898242)	(16, 0.00021913226253622803)	(17, 0.00026295871504347364)	(18, 0.00037252484631158765)	(19, 0.00048209097757970166)	(20, 0.0007012232401159297)	(21, 0.0013147935752173682)	(22, 0.0020817564940941663)	(23, 0.002980198770492701)	(24, 0.005061955264586868)	(25, 0.007669629188767981)	(26, 0.012950716715891077)	(27, 0.04380453928099198)	(28, 0.1150225246052661)	(29, 0.22309855648813376)	(30, 0.3441910447656534)	(31, 0.7106897538574948)	(32, 1.2791188428764704)
ERR1041985 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 8.297520543208798e-06)	(8, 8.297520543208798e-06)	(9, 4.978512325925279e-05)	(10, 0.00010786776706171439)	(11, 0.00012446280814813198)	(12, 0.0001410578492345496)	(13, 0.0001410578492345496)	(14, 0.00017424793140738477)	(15, 0.00020743801358021999)	(16, 0.00029871073955551675)	(17, 0.0004563636298764839)	(18, 0.0005144462736789455)	(19, 0.0006057189996542423)	(20, 0.0007467768488887919)	(21, 0.001120165273333188)	(22, 0.0017009917113578038)	(23, 0.002265223108296002)	(24, 0.0030783801215304644)	(25, 0.00380026440878963)	(26, 0.005750181736443698)	(27, 0.019914049303701116)	(28, 0.0651604288258187)	(29, 0.12937494030971158)	(30, 0.21319649283720687)	(31, 0.5570208515861499)	(32, 1.0802624970408967)
ERR1041986 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 2.164777564505095e-05)	(4, 3.788360737883916e-05)	(5, 4.8707495201364635e-05)	(6, 4.8707495201364635e-05)	(7, 4.8707495201364635e-05)	(8, 5.411943911262737e-05)	(9, 0.000102826934313992)	(10, 0.00016777026124914485)	(11, 0.0001785941490716703)	(12, 0.00019482998080545854)	(13, 0.000205653868627984)	(14, 0.00021647775645050948)	(15, 0.00024353747600682317)	(16, 0.00027059719556313684)	(17, 0.0003030688590307133)	(18, 0.0003626002420546034)	(19, 0.00041671968116723077)	(20, 0.0005466063350375364)	(21, 0.0007414363158429949)	(22, 0.0010878007261638102)	(23, 0.0014016934730170488)	(24, 0.002040302854546052)	(25, 0.0028087988899453604)	(26, 0.004713803146709844)	(27, 0.020403028545460517)	(28, 0.064164007011931)	(29, 0.12358715115759586)	(30, 0.19980896920382024)	(31, 0.5003179787645062)	(32, 0.998958254916521)
ERR1041987 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 6.8834494341804565e-06)	(4, 1.3766898868360913e-05)	(5, 1.3766898868360913e-05)	(6, 1.3766898868360913e-05)	(7, 1.3766898868360913e-05)	(8, 1.3766898868360913e-05)	(9, 4.130069660508274e-05)	(10, 9.636829207852639e-05)	(11, 9.636829207852639e-05)	(12, 0.00010325174151270685)	(13, 0.00010325174151270685)	(14, 0.0001101351909468873)	(15, 0.00013766898868360913)	(16, 0.0002202703818937746)	(17, 0.0002891048762355792)	(18, 0.0003441724717090228)	(19, 0.0004543076626559101)	(20, 0.0005850932019053388)	(21, 0.0008397808309700157)	(22, 0.0011977202015473994)	(23, 0.001569426470993144)	(24, 0.002367906605358077)	(25, 0.0031732701891571905)	(26, 0.00527960571601641)	(27, 0.021765467110878605)	(28, 0.06810484870178143)	(29, 0.12995952531732702)	(30, 0.20977312150664942)	(31, 0.5521834301605221)	(32, 1.0884454417797846)
ERR1041988 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.3859792918021154e-05)	(5, 3.3859792918021154e-05)	(6, 3.3859792918021154e-05)	(7, 3.3859792918021154e-05)	(8, 4.5146390557361535e-05)	(9, 0.00010157937875406346)	(10, 0.00012415257403274423)	(11, 0.00013543917167208462)	(12, 0.00013543917167208462)	(13, 0.000146725769311425)	(14, 0.0001580123669507654)	(15, 0.00016929896459010575)	(16, 0.0002031587575081269)	(17, 0.0002257319527868077)	(18, 0.00024830514806548846)	(19, 0.0003385979291802115)	(20, 0.0004288907102949346)	(21, 0.000677195858360423)	(22, 0.0009593607993439327)	(23, 0.0012640989356061231)	(24, 0.0021557401491140134)	(25, 0.003115100948457946)	(26, 0.006049616334686446)	(27, 0.024570923060844015)	(28, 0.07510102069217092)	(29, 0.14056328700034515)	(30, 0.22401638994562795)	(31, 0.5343639652345705)	(32, 1.0390103188847577)
ERR1041989 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 8.075361208888032e-06)	(4, 2.42260836266641e-05)	(5, 2.42260836266641e-05)	(6, 2.42260836266641e-05)	(7, 2.42260836266641e-05)	(8, 2.42260836266641e-05)	(9, 9.69043345066564e-05)	(10, 0.0001453565017599846)	(11, 0.00018573330780442476)	(12, 0.00020995939143108886)	(13, 0.00020995939143108886)	(14, 0.0002180347526399769)	(15, 0.000242260836266641)	(16, 0.0003230144483555213)	(17, 0.0003714666156088495)	(18, 0.0004199187828621777)	(19, 0.0005168231173688341)	(20, 0.0007752346760532512)	(21, 0.000977118706275452)	(22, 0.0015585447133153905)	(23, 0.002180347526399769)	(24, 0.0034643299586129663)	(25, 0.0049824978658839164)	(26, 0.008551807520212427)	(27, 0.03206725936049438)	(28, 0.09088011504482593)	(29, 0.17940222461665656)	(30, 0.2890171776661027)	(31, 0.6932051568933666)	(32, 1.3458720005181153)
ERR1041990 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 8.973869438276155e-05)	(11, 8.973869438276155e-05)	(12, 8.973869438276155e-05)	(13, 8.973869438276155e-05)	(14, 0.0001794773887655231)	(15, 0.00026921608314828466)	(16, 0.00026921608314828466)	(17, 0.00031408543033966546)	(18, 0.0003589547775310462)	(19, 0.0004486934719138078)	(20, 0.0004935628191051885)	(21, 0.000807648249444854)	(22, 0.0013909497629328042)	(23, 0.002019120623612135)	(24, 0.00408311059441565)	(25, 0.0069547488146640205)	(26, 0.011980115700098668)	(27, 0.04244640244304622)	(28, 0.10041759901431017)	(29, 0.17911843398799207)	(30, 0.2742863193809107)	(31, 0.5651294278754408)	(32, 1.0079898846543691)
ERR1041991 - illumina_universal_adapter	(1, 3.4168283751879146e-05)	(2, 0.0005296083981541268)	(3, 0.0007260760297274319)	(4, 0.0007858705262932204)	(5, 0.004646886590255564)	(6, 0.007064292665701014)	(7, 0.008114967391071298)	(8, 0.011360954347499817)	(9, 0.011907646887529884)	(10, 0.019894483214531633)	(11, 0.02159435533118762)	(12, 0.022824413546255272)	(13, 0.0249940995644996)	(14, 0.02979474343163862)	(15, 0.03271613169242429)	(16, 0.0348601914978547)	(17, 0.03564606202414792)	(18, 0.03644901669231708)	(19, 0.038191599163662916)	(20, 0.049706310788046194)	(21, 0.07638319832732583)	(22, 0.07809161251491979)	(23, 0.07972314806407202)	(24, 0.08236264798390469)	(25, 0.08466046506621856)	(26, 0.10048892251427657)	(27, 0.10230838362406414)	(28, 0.10733112133559038)	(29, 0.1080315711525039)	(30, 0.10920183487100577)	(31, 0.11135443674737415)	(32, 0.11616362268545113)
ERR1041991 - nextera_transposase_sequence	(1, 1.7084141875939573e-05)	(2, 2.5626212813909363e-05)	(3, 2.5626212813909363e-05)	(4, 5.1252425627818726e-05)	(5, 0.0002050097025112749)	(6, 0.0002562621281390936)	(7, 0.00029897248282894257)	(8, 0.00044418768877442895)	(9, 0.0005039821853402175)	(10, 0.0007602443134793111)	(11, 0.0008371229519210391)	(12, 0.0009140015903627673)	(13, 0.001007964370680435)	(14, 0.0013240209953853171)	(15, 0.0015802831235244106)	(16, 0.0017425824713458366)	(17, 0.0018365452516635042)	(18, 0.0019561342447950813)	(19, 0.0021098915216785376)	(20, 0.0030751455376691232)	(21, 0.005424215045610815)	(22, 0.005894028947199153)	(23, 0.006355300777849521)	(24, 0.00723513408446041)	(25, 0.008576239221721666)	(26, 0.011813684107212216)	(27, 0.01874130363790571)	(28, 0.04040399553659709)	(29, 0.07711781642799125)	(30, 0.12605534083162015)	(31, 0.2147903737352503)	(32, 0.3248805839838049)
ERR1041992 - illumina_universal_adapter	(1, 1.1865701146653895e-05)	(2, 0.0006882106665059259)	(3, 0.0010679131031988507)	(4, 0.001139107310078774)	(5, 0.004876803171274751)	(6, 0.006787181055886028)	(7, 0.0076771086418850705)	(8, 0.010406219905615468)	(9, 0.011165624779001316)	(10, 0.018071462846353883)	(11, 0.01945974988051239)	(12, 0.02034967746651143)	(13, 0.022058338431629593)	(14, 0.026626633373091343)	(15, 0.029509998751728238)	(16, 0.031147465509966478)	(17, 0.03191873608449898)	(18, 0.03251202114183167)	(19, 0.03424441350924314)	(20, 0.04517272426531138)	(21, 0.07106368416731018)	(22, 0.07238077699458877)	(23, 0.07369786982186735)	(24, 0.07616593566037136)	(25, 0.07815937345300922)	(26, 0.090748882369609)	(27, 0.09250500613931377)	(28, 0.09623083629936309)	(29, 0.09664613583949598)	(30, 0.09758352623008164)	(31, 0.09947017271239961)	(32, 0.10282816613690267)
