Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
ERR1041450 - nextera_transposase_sequence	(1, 0.0025066712383966807)	(2, 0.002597075774863446)	(3, 0.0026217315575362003)	(4, 0.0027285732824514687)	(5, 0.003016224080300268)	(6, 0.003098410022542782)	(7, 0.003123065805215536)	(8, 0.0032052517474580504)	(9, 0.0032381261243550562)	(10, 0.003353186443494576)	(11, 0.003394279414615833)	(12, 0.0034435909799613415)	(13, 0.0035339955164281067)	(14, 0.003575088487549364)	(15, 0.003640837241343375)	(16, 0.0037065859951373866)	(17, 0.003780553343155649)	(18, 0.0038216463142769063)	(19, 0.0038627392853981635)	(20, 0.00413395289479846)	(21, 0.00471747308472031)	(22, 0.0050873098248116234)	(23, 0.005374960622660423)	(24, 0.005876294870339759)	(25, 0.0063036617700008325)	(26, 0.007577543874759801)	(27, 0.013256592483717527)	(28, 0.02940613013437155)	(29, 0.07121411895313848)	(30, 0.11681909830350956)	(31, 0.18654565170205853)	(32, 0.256288642289056)
ERR1041451 - nextera_transposase_sequence	(1, 0.0030257760272087903)	(2, 0.0030995754425065655)	(3, 0.0031206609897345013)	(4, 0.003268259820330052)	(5, 0.0035634574815211536)	(6, 0.0035845430287490894)	(7, 0.0036372568968189288)	(8, 0.003647799670432897)	(9, 0.0036688852176608327)	(10, 0.0037110563121167043)	(11, 0.003721599085730672)	(12, 0.003721599085730672)	(13, 0.00373214185934464)	(14, 0.00373214185934464)	(15, 0.003742684632958608)	(16, 0.0037637701801865437)	(17, 0.003774312953800512)	(18, 0.003774312953800512)	(19, 0.0037848557274144795)	(20, 0.0038164840482563835)	(21, 0.0038375695954843193)	(22, 0.003879740689940191)	(23, 0.003953540105237966)	(24, 0.004080053388605581)	(25, 0.004354165502568747)	(26, 0.005018360240248725)	(27, 0.00918275581776605)	(28, 0.01941978899692889)	(29, 0.0353182916067925)	(30, 0.0537154315631665)	(31, 0.09301889159603886)	(32, 0.14424622858630895)
ERR1041454 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00013049157481147229)	(5, 0.00013049157481147229)	(6, 0.00015658988977376677)	(7, 0.00015658988977376677)	(8, 0.00015658988977376677)	(9, 0.00020878651969835567)	(10, 0.00026098314962294457)	(11, 0.00026098314962294457)	(12, 0.00026098314962294457)	(13, 0.00026098314962294457)	(14, 0.0003914747244344169)	(15, 0.0004436713543590058)	(16, 0.0004436713543590058)	(17, 0.0004697696693213003)	(18, 0.0004958679842835947)	(19, 0.0004958679842835947)	(20, 0.0004958679842835947)	(21, 0.0005219662992458891)	(22, 0.0005219662992458891)	(23, 0.0005741629291704781)	(24, 0.0007568511339065393)	(25, 0.0008612443937557172)	(26, 0.0011483258583409562)	(27, 0.003288387685249102)	(28, 0.008899525402142412)	(29, 0.016650724945943864)	(30, 0.026620281261540348)	(31, 0.058851700239974006)	(32, 0.1088038750778056)
ERR1041464 - nextera_transposase_sequence	(1, 0.00014043849110076392)	(2, 0.00015046981189367563)	(3, 0.00015046981189367563)	(4, 0.0003210022653731747)	(5, 0.0006821298139179961)	(6, 0.0006821298139179961)	(7, 0.0007021924555038196)	(8, 0.000722255097089643)	(9, 0.0008025056634329366)	(10, 0.0009028188713620537)	(11, 0.0009128501921549654)	(12, 0.0009329128337407889)	(13, 0.0009529754753266123)	(14, 0.0010131634000840825)	(15, 0.0010231947208769942)	(16, 0.001033226041669906)	(17, 0.0010432573624628177)	(18, 0.0010532886832557294)	(19, 0.0010934139664273762)	(20, 0.0011134766080131996)	(21, 0.0011435705703919346)	(22, 0.00123385245752814)	(23, 0.0013642596278359922)	(24, 0.001885888309067401)	(25, 0.002437610952677545)	(26, 0.004152966808265447)	(27, 0.013582408353602454)	(28, 0.030445058606487035)	(29, 0.050748451891340335)	(30, 0.07544556368348895)	(31, 0.12469934877668544)	(32, 0.18741516637396943)
ERR1041467 - nextera_transposase_sequence	(1, 1.5367422784847476e-05)	(2, 3.073484556969495e-05)	(3, 3.073484556969495e-05)	(4, 0.00013830680506362727)	(5, 0.00019977649620301719)	(6, 0.00019977649620301719)	(7, 0.00019977649620301719)	(8, 0.00023051134177271213)	(9, 0.00023051134177271213)	(10, 0.00029198103291210205)	(11, 0.00029198103291210205)	(12, 0.00029198103291210205)	(13, 0.00029198103291210205)	(14, 0.00035345072405149194)	(15, 0.0003688181468363394)	(16, 0.00039955299240603437)	(17, 0.0004302878379757293)	(18, 0.0004763901063302717)	(19, 0.0005532272202545091)	(20, 0.0006300643341787465)	(21, 0.0008605756759514586)	(22, 0.0011679241316484082)	(23, 0.00158284454683929)	(24, 0.0027661361012725457)	(25, 0.004487287453175463)	(26, 0.0067770334481177365)	(27, 0.009174351402553942)	(28, 0.014030457002565744)	(29, 0.02136071767093799)	(30, 0.033547083939322035)	(31, 0.07151998564068016)	(32, 0.10087176315973882)
ERR1041480 - nextera_transposase_sequence	(1, 2.8189274629356847e-05)	(2, 2.8189274629356847e-05)	(3, 2.8189274629356847e-05)	(4, 7.047318657339211e-05)	(5, 0.00015504101046146266)	(6, 0.00016913564777614108)	(7, 0.00016913564777614108)	(8, 0.0001832302850908195)	(9, 0.0001832302850908195)	(10, 0.00025370347166421163)	(11, 0.00028189274629356845)	(12, 0.0002959873836082469)	(13, 0.00031008202092292533)	(14, 0.00033827129555228215)	(15, 0.0003523659328669606)	(16, 0.0003523659328669606)	(17, 0.0003523659328669606)	(18, 0.000366460570181639)	(19, 0.00039464984481099585)	(20, 0.0004369337567550311)	(21, 0.0004369337567550311)	(22, 0.00045102839406970955)	(23, 0.00046512303138438794)	(24, 0.0005637854925871369)	(25, 0.0007047318657339212)	(26, 0.0008456782388807054)	(27, 0.0031431041211732883)	(28, 0.008555444850009803)	(29, 0.017026321876131536)	(30, 0.02871077620999995)	(31, 0.06675220232231702)	(32, 0.11547736351916033)
ERR1041481 - nextera_transposase_sequence	(1, 0.0001047245031536356)	(2, 0.0001047245031536356)	(3, 0.0001047245031536356)	(4, 0.00013328573128644532)	(5, 0.0002094490063072712)	(6, 0.0002094490063072712)	(7, 0.0002094490063072712)	(8, 0.0002094490063072712)	(9, 0.0002284898250624777)	(10, 0.00024753064381768415)	(11, 0.00025705105319528737)	(12, 0.00025705105319528737)	(13, 0.00026657146257289064)	(14, 0.00027609187195049386)	(15, 0.00027609187195049386)	(16, 0.00031417350946090684)	(17, 0.00031417350946090684)	(18, 0.00031417350946090684)	(19, 0.00031417350946090684)	(20, 0.00032369391883851006)	(21, 0.0003332143282161133)	(22, 0.0003808163751041295)	(23, 0.00042841842199214567)	(24, 0.00044745924074735216)	(25, 0.0005902653814114007)	(26, 0.0010282042127811495)	(27, 0.0035130310603355944)	(28, 0.009225276686897536)	(29, 0.01846959419255028)	(30, 0.031055575389741758)	(31, 0.07183148875401642)	(32, 0.13012495537308105)
ERR1041482 - nextera_transposase_sequence	(1, 9.778448603496295e-05)	(2, 9.778448603496295e-05)	(3, 0.00011951437182051027)	(4, 0.00028248851521211517)	(5, 0.0005215172588531357)	(6, 0.0005215172588531357)	(7, 0.000543247144638683)	(8, 0.000543247144638683)	(9, 0.0005541120875314567)	(10, 0.000608436801995325)	(11, 0.0006301666877808723)	(12, 0.000641031630673646)	(13, 0.0006627615164591933)	(14, 0.0007388161167086089)	(15, 0.0007388161167086089)	(16, 0.0007496810596013826)	(17, 0.0007605460024941563)	(18, 0.0007605460024941563)	(19, 0.0007822758882797036)	(20, 0.0008257356598507982)	(21, 0.0008257356598507982)	(22, 0.0008474655456363456)	(23, 0.0008909253172074402)	(24, 0.000999574746135177)	(25, 0.0012060086610978765)	(26, 0.0016297414339160492)	(27, 0.004769709929927637)	(28, 0.012527279155368031)	(29, 0.023772495049388772)	(30, 0.03897255015637912)	(31, 0.08773441385914732)	(32, 0.15698755985768664)
ERR1041483 - nextera_transposase_sequence	(1, 1.922952300975879e-05)	(2, 1.922952300975879e-05)	(3, 1.922952300975879e-05)	(4, 0.00010576237655367334)	(5, 0.0002019099916024673)	(6, 0.0002019099916024673)	(7, 0.0002019099916024673)	(8, 0.0002019099916024673)	(9, 0.0002499837991268643)	(10, 0.0002788280836415025)	(11, 0.00028844284514638183)	(12, 0.00028844284514638183)	(13, 0.00028844284514638183)	(14, 0.0003269018911658994)	(15, 0.0003269018911658994)	(16, 0.0003269018911658994)	(17, 0.00033651665267077883)	(18, 0.0003557461756805376)	(19, 0.00038459046019517583)	(20, 0.0004038199832049346)	(21, 0.00042304950621469337)	(22, 0.0004422790292244522)	(23, 0.0004807380752439698)	(24, 0.0005865004517976431)	(25, 0.000682648066846437)	(26, 0.0009037875814586632)	(27, 0.002990190828017492)	(28, 0.008720588684925612)	(29, 0.017720005453492726)	(30, 0.029969211610709076)	(31, 0.07599507493456674)	(32, 0.14489445587853247)
ERR1041485 - nextera_transposase_sequence	(1, 0.0002964483681032898)	(2, 0.0003222264870687933)	(3, 0.00033511554655154505)	(4, 0.0006186748551720832)	(5, 0.0010697919370683936)	(6, 0.001108459115516649)	(7, 0.0011729044129304075)	(8, 0.0012115715913786629)	(9, 0.0013146840672406766)	(10, 0.0014822418405164492)	(11, 0.001495130899999201)	(12, 0.0015209090189647043)	(13, 0.0015209090189647043)	(14, 0.0015466871379302078)	(15, 0.001585354316378463)	(16, 0.0015982433758612148)	(17, 0.0016111324353439665)	(18, 0.0016240214948267182)	(19, 0.0016497996137922217)	(20, 0.0016626886732749734)	(21, 0.0017142449112059802)	(22, 0.001817357387067994)	(23, 0.0019075808034472563)	(24, 0.0022813635284470563)	(25, 0.0031449305137914224)	(26, 0.004897842603445658)	(27, 0.013108173493958512)	(28, 0.028626601111191596)	(29, 0.04638772507842348)	(30, 0.06756444980858457)	(31, 0.11033034917235482)	(32, 0.16318838211111966)
ERR1041486 - nextera_transposase_sequence	(1, 0.00031155466687471595)	(2, 0.0003245361113278291)	(3, 0.00035049900023405544)	(4, 0.000558202111483866)	(5, 0.0009087011117179215)	(6, 0.0009346640006241478)	(7, 0.000947645445077261)	(8, 0.0009865897784366005)	(9, 0.0010514970007021664)	(10, 0.001116404222967732)	(11, 0.0011683300007801847)	(12, 0.0012332372230457506)	(13, 0.001259200111951977)	(14, 0.001259200111951977)	(15, 0.00127218155640509)	(16, 0.0012981444453113165)	(17, 0.0013241073342175427)	(18, 0.001337088778670656)	(19, 0.0013760331120299953)	(20, 0.001427958889842448)	(21, 0.0015967176677329192)	(22, 0.0017654764456233904)	(23, 0.001895290890154522)	(24, 0.002375604334919709)	(25, 0.002855917779684896)	(26, 0.004128099336089986)	(27, 0.011579448452176943)	(28, 0.027131218907006514)	(29, 0.046369719586520225)	(30, 0.06910022882392138)	(31, 0.12006537974684366)	(32, 0.18693280012482957)
ERR1041489 - nextera_transposase_sequence	(1, 0.00043104808786372987)	(2, 0.0004449528648915921)	(3, 0.0004449528648915921)	(4, 0.0006674292973373882)	(5, 0.001320953817646914)	(6, 0.0013904777027862253)	(7, 0.0014460968108976743)	(8, 0.0014739063649533988)	(9, 0.0015434302500927101)	(10, 0.0016963827973991948)	(11, 0.0017798114595663683)	(12, 0.001821525790649955)	(13, 0.0018354305676778174)	(14, 0.0018910496757892665)	(15, 0.0018910496757892665)	(16, 0.0019744783379564397)	(17, 0.0020022878920121644)	(18, 0.002044002223095751)	(19, 0.002085716554179338)	(20, 0.0021552404393186493)	(21, 0.0022386691014858228)	(22, 0.002419431202848032)	(23, 0.0027114315204331395)	(24, 0.003351051263714803)	(25, 0.0044773382029716455)	(26, 0.007021912399070438)	(27, 0.018368210453806037)	(28, 0.04202023617819973)	(29, 0.07137322048401694)	(30, 0.10855459425652061)	(31, 0.18325105645019663)	(32, 0.2739936313340257)
ERR1041490 - nextera_transposase_sequence	(1, 0.0001957102548818525)	(2, 0.00023298839866887203)	(3, 0.0002516274705623818)	(4, 0.0003634619019234404)	(5, 0.0006150893724858222)	(6, 0.0006337284443793319)	(7, 0.0006803261241131064)	(8, 0.0007176042679001259)	(9, 0.0007735214835806552)	(10, 0.0008760363789949589)	(11, 0.0008946754508884686)	(12, 0.0008946754508884686)	(13, 0.0009039949868352235)	(14, 0.0009692317384625077)	(15, 0.0009692317384625077)	(16, 0.0009785512744092625)	(17, 0.0009785512744092625)	(18, 0.0009971903463027723)	(19, 0.001015829418196282)	(20, 0.0010531075619833016)	(21, 0.0011276638495573406)	(22, 0.0012115396730781347)	(23, 0.001342013176332703)	(24, 0.0016775164704158788)	(25, 0.0023112449147952106)	(26, 0.0040819567446786385)	(27, 0.012898237750308756)	(28, 0.02953360941526622)	(29, 0.04844294785123188)	(30, 0.07173246818217233)	(31, 0.12077186633399652)	(32, 0.182271484046632)
ERR1041491 - nextera_transposase_sequence	(1, 0.0003919473630369336)	(2, 0.0004409407834165503)	(3, 0.00046053815156839697)	(4, 0.0006369144649350171)	(5, 0.0011464460368830307)	(6, 0.0011758420891108008)	(7, 0.0011954394572626474)	(8, 0.0012542315617181876)	(9, 0.0013228223502496509)	(10, 0.001469802611388501)	(11, 0.001499198663616271)	(12, 0.0015089973476921942)	(13, 0.0015383933999199644)	(14, 0.0016559776088310445)	(15, 0.001675574976982891)	(16, 0.001704971029210661)	(17, 0.0017343670814384312)	(18, 0.0017637631336662012)	(19, 0.0017735618177421246)	(20, 0.001783360501818048)	(21, 0.0018225552381217413)	(22, 0.0018813473425772812)	(23, 0.002077321024095748)	(24, 0.0025476578597400682)	(25, 0.0034785328469527856)	(26, 0.00525209466469491)	(27, 0.015687693205553268)	(28, 0.0350988863599574)	(29, 0.05717532158301269)	(30, 0.08347498964279093)	(31, 0.13616251391903073)	(32, 0.20284255905568907)
ERR1041492 - nextera_transposase_sequence	(1, 0.0002330891117884454)	(2, 0.00024037314653183433)	(3, 0.0002549412160186122)	(4, 0.0004953143625504465)	(5, 0.0007939597870293922)	(6, 0.0008158118912595589)	(7, 0.0008449480302331146)	(8, 0.0008886522386934481)	(9, 0.0009760606556141151)	(10, 0.0010707531072781712)	(11, 0.0011217413504818936)	(12, 0.0011290253852252825)	(13, 0.0011290253852252825)	(14, 0.0011654455589422271)	(15, 0.001172729593685616)	(16, 0.0011945816979157828)	(17, 0.0011945816979157828)	(18, 0.0012382859063761163)	(19, 0.001260138010606283)	(20, 0.0013038422190666166)	(21, 0.0013693985317571168)	(22, 0.0014859430876513395)	(23, 0.001624339747775729)	(24, 0.002170642353529898)	(25, 0.002869909688895234)	(26, 0.004596225923078408)	(27, 0.014772022459592728)	(28, 0.03284371265794064)	(29, 0.05590496665550995)	(30, 0.08318367676950146)	(31, 0.13451426960616317)	(32, 0.19846081061837448)
ERR1041493 - nextera_transposase_sequence	(1, 0.0002943074702853328)	(2, 0.0003116196744197642)	(3, 0.0003635562868230582)	(4, 0.000605927144705097)	(5, 0.0009521712273937239)	(6, 0.0009521712273937239)	(7, 0.0009867956356625865)	(8, 0.001004107839797018)	(9, 0.0010387322480658804)	(10, 0.0010906688604691746)	(11, 0.0010906688604691746)	(12, 0.001107981064603606)	(13, 0.0011252932687380373)	(14, 0.0011599176770068999)	(15, 0.0011772298811413312)	(16, 0.0011772298811413312)	(17, 0.0011945420852757626)	(18, 0.0012291664935446254)	(19, 0.0012291664935446254)	(20, 0.001263790901813488)	(21, 0.0013503519224856448)	(22, 0.0015061617596955268)	(23, 0.0017485326175775656)	(24, 0.0021120889044006236)	(25, 0.002821889273912309)	(26, 0.0043280510336078356)	(27, 0.011581864565934567)	(28, 0.026453047917411092)	(29, 0.04558303348595773)	(30, 0.06822739649379392)	(31, 0.11756717827692324)	(32, 0.17544187669832723)
ERR1041494 - nextera_transposase_sequence	(1, 0.00010837684754076135)	(2, 0.00010837684754076135)	(3, 0.0001300522170489136)	(4, 0.00032513054262228405)	(5, 0.000563559607211959)	(6, 0.000563559607211959)	(7, 0.0005852349767201113)	(8, 0.0006069103462282635)	(9, 0.000639423400490492)	(10, 0.0007152871937690249)	(11, 0.000726124878523101)	(12, 0.0007369625632771771)	(13, 0.0007478002480312533)	(14, 0.0007911509870475579)	(15, 0.0007911509870475579)	(16, 0.0008128263565557101)	(17, 0.0008453394108179384)	(18, 0.0008561770955720147)	(19, 0.000888690149834243)	(20, 0.000964553943112776)	(21, 0.0010295800516372327)	(22, 0.0010729307906535374)	(23, 0.0012246583772106032)	(24, 0.001603977343603268)	(25, 0.0022217253745856077)	(26, 0.003771514294418495)	(27, 0.011563809632599235)	(28, 0.026736568288305822)	(29, 0.04682963582236298)	(30, 0.07203809056034406)	(31, 0.1205258921500807)	(32, 0.17980802775487714)
ERR1041495 - nextera_transposase_sequence	(1, 0.0003831536697394172)	(2, 0.0003831536697394172)	(3, 0.0003831536697394172)	(4, 0.0005747305046091258)	(5, 0.0009898136468268278)	(6, 0.001032386276797874)	(7, 0.0010536725917833973)	(8, 0.001085602064261682)	(9, 0.0011494610092182517)	(10, 0.0012452494266531058)	(11, 0.0013091083716096753)	(12, 0.001319751529102437)	(13, 0.001319751529102437)	(14, 0.0014048967890445297)	(15, 0.0014155399465372912)	(16, 0.0014155399465372912)	(17, 0.0014155399465372912)	(18, 0.0014687557340010992)	(19, 0.0014687557340010992)	(20, 0.0014900420489866225)	(21, 0.001500685206479384)	(22, 0.001575187308928715)	(23, 0.001734834671320139)	(24, 0.0020009136086391786)	(25, 0.002714005160654205)	(26, 0.004140188264684258)	(27, 0.012090626911777164)	(28, 0.028012790520948502)	(29, 0.0472981918978325)	(30, 0.07083021311432837)	(31, 0.11971423547858234)	(32, 0.18266851204826715)
ERR1041496 - nextera_transposase_sequence	(1, 0.00010871352759979507)	(2, 0.00010871352759979507)	(3, 0.00010871352759979507)	(4, 0.00019766095927235467)	(5, 0.00036567277465385614)	(6, 0.0003755558226174739)	(7, 0.0003755558226174739)	(8, 0.0003854388705810916)	(9, 0.00039532191854470933)	(10, 0.0005040354461445044)	(11, 0.0005040354461445044)	(12, 0.0005139184941081221)	(13, 0.0005336845900353576)	(14, 0.0005830998298534463)	(15, 0.0006028659257806817)	(16, 0.0006226320217079172)	(17, 0.000632515069671535)	(18, 0.0006522811655987704)	(19, 0.0006522811655987704)	(20, 0.0006621642135623882)	(21, 0.0006720472615260059)	(22, 0.0006819303094896236)	(23, 0.0007609946931985655)	(24, 0.001037720036179862)	(25, 0.0015022232904698955)	(26, 0.0025498263746133753)	(27, 0.009359246421545994)	(28, 0.02258276459686652)	(29, 0.038079383803819124)	(30, 0.05721296466138306)	(31, 0.09966065566512122)	(32, 0.15417554823243665)
ERR1041497 - nextera_transposase_sequence	(1, 0.00025404425076467317)	(2, 0.0002807857508451651)	(3, 0.00029415650088541106)	(4, 0.0005214592515695924)	(5, 0.0009626940028977089)	(6, 0.0009760647529379549)	(7, 0.0010161770030586927)	(8, 0.0010295477530989387)	(9, 0.0010964015033001686)	(10, 0.0012033675036221363)	(11, 0.0012301090037026281)	(12, 0.0012301090037026281)	(13, 0.0012434797537428741)	(14, 0.0013237042539843498)	(15, 0.0013638165041050877)	(16, 0.0013771872541453337)	(17, 0.0013771872541453337)	(18, 0.0013905580041855797)	(19, 0.0014172995042660715)	(20, 0.0014172995042660715)	(21, 0.0015108947545477932)	(22, 0.0016312315049100067)	(23, 0.0017916805053929583)	(24, 0.002179432256560091)	(25, 0.0029014527587333727)	(26, 0.004479201263482396)	(27, 0.014320073293103421)	(28, 0.03484417460488096)	(29, 0.0641796001931806)	(30, 0.09945163879934943)	(31, 0.1637649464929325)	(32, 0.23745114996472796)
ERR1041498 - nextera_transposase_sequence	(1, 0.00010277457435139223)	(2, 0.00010277457435139223)	(3, 0.00011305203178653146)	(4, 0.00016443931896222756)	(5, 0.00024665897844334135)	(6, 0.0002672138933136198)	(7, 0.00028776880818389826)	(8, 0.00029804626561903745)	(9, 0.0003288786379244551)	(10, 0.00038026592510015123)	(11, 0.0004008208399704297)	(12, 0.0004110982974055689)	(13, 0.0004110982974055689)	(14, 0.0004522081271461258)	(15, 0.00047276304201640426)	(16, 0.00047276304201640426)	(17, 0.00047276304201640426)	(18, 0.0004830404994515435)	(19, 0.0004933179568866827)	(20, 0.0005035954143218219)	(21, 0.000554982701497518)	(22, 0.0006269249035434926)	(23, 0.0006988671055894671)	(24, 0.0009044162542922517)	(25, 0.0013566243814383775)	(26, 0.0022815955506009077)	(27, 0.008427515096814163)	(28, 0.02078101893385151)	(29, 0.039095448083269604)	(30, 0.06281581984357093)	(31, 0.10926992745040022)	(32, 0.16323685644231628)
ERR1041499 - nextera_transposase_sequence	(1, 0.0001060259982109173)	(2, 0.0001060259982109173)	(3, 0.0001060259982109173)	(4, 0.0002120519964218346)	(5, 0.0003392831942749354)	(6, 0.0003392831942749354)	(7, 0.0003392831942749354)	(8, 0.0003392831942749354)	(9, 0.00037109099373821056)	(10, 0.00037109099373821056)	(11, 0.0004135013930225775)	(12, 0.0004241039928436692)	(13, 0.0004241039928436692)	(14, 0.0004877195917702196)	(15, 0.0005089247914124031)	(16, 0.0005195273912334948)	(17, 0.0005195273912334948)	(18, 0.0005619377905178618)	(19, 0.0005725403903389535)	(20, 0.0006149507896233204)	(21, 0.0006891689883709625)	(22, 0.0007951949865818798)	(23, 0.0009012209847927971)	(24, 0.0011874911799622738)	(25, 0.0017494289704801356)	(26, 0.0028096889525893085)	(27, 0.00998764903146841)	(28, 0.023855849597456395)	(29, 0.042717874679178584)	(30, 0.06481369270633375)	(31, 0.1120482749092974)	(32, 0.16876158135231709)
ERR1041500 - nextera_transposase_sequence	(1, 8.931739803771463e-05)	(2, 9.82491378414861e-05)	(3, 0.00011611261744902901)	(4, 0.00018756653587920073)	(5, 0.0003126108931320012)	(6, 0.0003126108931320012)	(7, 0.0003126108931320012)	(8, 0.0003126108931320012)	(9, 0.0003126108931320012)	(10, 0.0003304743727395441)	(11, 0.0003394061125433156)	(12, 0.00034833785234708706)	(13, 0.00034833785234708706)	(14, 0.0003929965513659444)	(15, 0.0003929965513659444)	(16, 0.00043765525038480166)	(17, 0.0004555187299923446)	(18, 0.0005091091688149734)	(19, 0.0005805630872451451)	(20, 0.0007056074444979455)	(21, 0.0011253992152752044)	(22, 0.0016077131646788634)	(23, 0.0020007097160448075)	(24, 0.0028313615177955535)	(25, 0.0037334672379764713)	(26, 0.005332248662851563)	(27, 0.011137879535303014)	(28, 0.02473198751664318)	(29, 0.05311705661302889)	(30, 0.08708446308677176)	(31, 0.1385938065351218)	(32, 0.18869193509447593)
ERR1041501 - nextera_transposase_sequence	(1, 0.00010771167093653682)	(2, 0.00010771167093653682)	(3, 0.00011540536171771802)	(4, 0.00021542334187307365)	(5, 0.0003769908482778789)	(6, 0.0003846845390590601)	(7, 0.00040776561140260366)	(8, 0.0004154593021837849)	(9, 0.0004308466837461473)	(10, 0.0004539277560896909)	(11, 0.0004770088284332345)	(12, 0.0004847025192144157)	(13, 0.0005000899007767781)	(14, 0.0005616394270262277)	(15, 0.0005616394270262277)	(16, 0.0005847204993697713)	(17, 0.0005924141901509525)	(18, 0.0006385763348380397)	(19, 0.0006616574071815833)	(20, 0.0007155132426498518)	(21, 0.000838612295148751)	(22, 0.000992486110772375)	(23, 0.001146359926395999)	(24, 0.0015079633931115155)	(25, 0.002061909129356562)	(26, 0.0034544671607503593)	(27, 0.012117562980360392)	(28, 0.028251232548497374)	(29, 0.051178431076417355)	(30, 0.07856027656664125)	(31, 0.12854618557197553)	(32, 0.1913343960371953)
ERR1041502 - nextera_transposase_sequence	(1, 7.645954257993696e-05)	(2, 8.495504731104107e-05)	(3, 0.0001104415615043534)	(4, 0.00027185615139533145)	(5, 0.00047574826494183)	(6, 0.0004927392744040382)	(7, 0.0004927392744040382)	(8, 0.0005182257885973506)	(9, 0.0005437123027906629)	(10, 0.0005861898264461834)	(11, 0.0006031808359083916)	(12, 0.0006116763406394957)	(13, 0.0006116763406394957)	(14, 0.0006966313879505368)	(15, 0.0007221179021438491)	(16, 0.0007306134068749532)	(17, 0.0007306134068749532)	(18, 0.0007306134068749532)	(19, 0.0007560999210682656)	(20, 0.0007985774447237861)	(21, 0.0008495504731104107)	(22, 0.0009769830440769724)	(23, 0.001104415615043534)	(24, 0.0016736144320275092)	(25, 0.0024467053625579827)	(26, 0.004205274841896533)	(27, 0.014068555834708401)	(28, 0.03275017073840633)	(29, 0.055424672865723196)	(30, 0.08330691939320688)	(31, 0.1412972346877235)	(32, 0.21559891906596004)
ERR1041503 - nextera_transposase_sequence	(1, 0.00011155781753491806)	(2, 0.00012085430232949456)	(3, 0.00013015078712407107)	(4, 0.00021381915027525962)	(5, 0.0003346734526047542)	(6, 0.0003346734526047542)	(7, 0.0003532664221939072)	(8, 0.0003718593917830602)	(9, 0.00040904533096136625)	(10, 0.00042763830055051925)	(11, 0.00044623127013967225)	(12, 0.00045552775493424875)	(13, 0.00046482423972882524)	(14, 0.00048341720931797824)	(15, 0.0005020101789071313)	(16, 0.0005484926028800138)	(17, 0.0005763820572637433)	(18, 0.0005856785420583198)	(19, 0.0006414574508257788)	(20, 0.0007437187835661204)	(21, 0.0010969852057600277)	(22, 0.0016268848390508883)	(23, 0.0020173372004231014)	(24, 0.0027145735600163394)	(25, 0.0033746239804312715)	(26, 0.004508795125369605)	(27, 0.010049500062937202)	(28, 0.023473624106305675)	(29, 0.05299925981388066)	(30, 0.08901384190807003)	(31, 0.15203471233050417)	(32, 0.21835583485501295)
ERR1041504 - nextera_transposase_sequence	(1, 0.00031170203254333274)	(2, 0.00034451277281105197)	(3, 0.00034451277281105197)	(4, 0.000557782584551227)	(5, 0.0008694846170945597)	(6, 0.0008858899872284194)	(7, 0.000902295357362279)	(8, 0.000902295357362279)	(9, 0.0010007275781654366)	(10, 0.0010827544288347347)	(11, 0.0011319705392363135)	(12, 0.0011483759093701732)	(13, 0.001164781279504033)	(14, 0.001246808130173331)	(15, 0.001246808130173331)	(16, 0.001246808130173331)	(17, 0.0012632135003071907)	(18, 0.0012632135003071907)	(19, 0.0012796188704410501)	(20, 0.0012796188704410501)	(21, 0.0013452403509764887)	(22, 0.0013780510912442079)	(23, 0.0015092940523150848)	(24, 0.0016405370133859617)	(25, 0.0023787786694096447)	(26, 0.0038552619814570103)	(27, 0.012550108152402607)	(28, 0.028151615149703105)	(29, 0.048149761342877975)	(30, 0.07064152379639951)	(31, 0.11716715349602538)	(32, 0.17543902821149476)
ERR1041505 - nextera_transposase_sequence	(1, 0.00017563053833065148)	(2, 0.00017563053833065148)	(3, 0.00017563053833065148)	(4, 0.0002524688988503115)	(5, 0.00038419180259830014)	(6, 0.00039516871124396584)	(7, 0.00039516871124396584)	(8, 0.00040614561988963155)	(9, 0.0004390763458266287)	(10, 0.0004720070717636259)	(11, 0.0004720070717636259)	(12, 0.0004720070717636259)	(13, 0.0004829839804092916)	(14, 0.000504937797700623)	(15, 0.0005159147063462888)	(16, 0.0005159147063462888)	(17, 0.0005268916149919544)	(18, 0.0005488454322832859)	(19, 0.0005598223409289516)	(20, 0.0005817761582202831)	(21, 0.0006256837928029459)	(22, 0.0006915452446769403)	(23, 0.000779360513842266)	(24, 0.001130621590503569)	(25, 0.0015038364844562034)	(26, 0.002678365709542435)	(27, 0.00840831202257994)	(28, 0.01963768956709597)	(29, 0.03655310579006684)	(30, 0.05665182552028077)	(31, 0.092732924238584)	(32, 0.1371015889843648)
