Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
ERR1042063	(1, 31.555506461636963)	(2, 31.74823781615984)	(3, 31.838358739795254)	(4, 35.54981266816268)	(5, 35.38021248427232)	(6, 35.39179277263076)	(7, 35.317327088184754)	(8, 35.291754243120245)	(9, 36.882296169248924)	(10, 36.71277612501701)	(11, 36.76848008136329)	(12, 36.62171183696147)	(13, 36.654578898947875)	(14, 37.74192024746782)	(15, 37.683170768671815)	(16, 37.62081403581489)	(17, 37.53886067903496)	(18, 37.465180449413296)	(19, 37.42010835441936)	(20, 37.27757157015457)	(21, 37.18270506462176)	(22, 37.08378342774338)	(23, 36.966618385394845)	(24, 37.20508126366023)	(25, 37.21642361047903)	(26, 37.102994756561245)	(27, 36.989587014704014)	(28, 36.88573743511946)	(29, 36.767140542663974)	(30, 36.66670142257588)	(31, 36.5382737422086)	(32, 36.56639048285545)	(33, 36.507276497871075)	(34, 36.46347823567372)	(35, 36.39290050952235)	(36, 36.35512995604275)	(37, 36.25358589964253)	(38, 36.16809077927524)	(39, 36.07829009112978)	(40, 35.97988656145177)	(41, 35.83548308326134)	(42, 35.71483390463359)	(43, 35.17301979912736)
ERR1042064	(1, 31.564384766542386)	(2, 31.757659509295287)	(3, 31.850763357510008)	(4, 35.561101226280705)	(5, 35.38617704772119)	(6, 35.39675452571387)	(7, 35.321674287150756)	(8, 35.28862301406604)	(9, 36.879578916137824)	(10, 36.71842776325133)	(11, 36.772992785133134)	(12, 36.62392303115725)	(13, 36.65919651052561)	(14, 37.74785664591523)	(15, 37.69019124129193)	(16, 37.62993399156915)	(17, 37.54926561181696)	(18, 37.477281907413264)	(19, 37.4337435980149)	(20, 37.28558788228447)	(21, 37.19608893093562)	(22, 37.10174443980476)	(23, 36.97897764516108)	(24, 37.221172414553166)	(25, 37.2364815492852)	(26, 37.12109703482494)	(27, 37.01011109981805)	(28, 36.911000139773506)	(29, 36.79457108514796)	(30, 36.69578935380732)	(31, 36.56783869402915)	(32, 36.60035448939724)	(33, 36.5468243862255)	(34, 36.50366568696928)	(35, 36.434600607271264)	(36, 36.400360297257485)	(37, 36.30118688522181)	(38, 36.22349240980892)	(39, 36.13845344029126)	(40, 36.04148106733776)	(41, 35.89804511272934)	(42, 35.78595708376142)	(43, 35.25192258542147)
ERR1042065	(1, 31.47508625038529)	(2, 31.68439792226018)	(3, 31.688189866806212)	(4, 35.395873163122005)	(5, 35.2752009205327)	(6, 35.41135511967024)	(7, 35.36614961034945)	(8, 35.37609826151335)	(9, 36.915683248743036)	(10, 36.70686861298677)	(11, 36.87444758622809)	(12, 36.71141825267274)	(13, 36.78723236611988)	(14, 37.76877215725569)	(15, 37.75443491998363)	(16, 37.60998423161586)	(17, 37.63651495915186)	(18, 37.59105523295285)	(19, 37.55395592186572)	(20, 37.49978195823311)	(21, 37.42928459505184)	(22, 37.347537763347376)	(23, 37.48061162697811)	(24, 37.474622416081175)	(25, 37.462778783743204)	(26, 37.31204700584055)	(27, 37.16979358382368)	(28, 37.0503101644134)	(29, 36.966785796759304)	(30, 36.749010635482726)	(31, 36.64181981623044)	(32, 36.55398367263606)	(33, 36.48151798695912)	(34, 36.385881894703665)	(35, 36.301211321124974)	(36, 36.21710567394232)	(37, 36.11830549831959)	(38, 35.95195994770962)	(39, 35.82106402400045)	(40, 35.66729205009807)	(41, 35.490843236889496)	(42, 35.32812064845621)	(43, 34.80470890928571)
ERR1042066	(1, 30.743725390469233)	(2, 30.91148986009728)	(3, 30.727427284731526)	(4, 34.34445940815347)	(5, 33.98529218631728)	(6, 34.48527905327478)	(7, 34.54886506634574)	(8, 34.566546917197364)	(9, 35.98129198096425)	(10, 35.584752298879394)	(11, 35.949978032001646)	(12, 35.635386744223254)	(13, 35.83822837644553)	(14, 36.56269595096361)	(15, 36.59011475891316)	(16, 36.413024635199896)	(17, 36.36327905805044)	(18, 36.28504970259628)	(19, 36.23733198659952)	(20, 36.13780023926016)	(21, 36.05902228080355)	(22, 35.92511539168702)	(23, 36.083809704602054)	(24, 36.0419929033814)	(25, 36.02941622432192)	(26, 35.840891996246334)	(27, 35.66867661912505)	(28, 35.5267866310403)	(29, 35.41855245217781)	(30, 35.18929310801808)	(31, 35.096878275798666)	(32, 34.995661917280934)	(33, 34.88764980622793)	(34, 34.79455265275519)	(35, 34.67117906067704)	(36, 34.565408521195536)	(37, 34.460380595571536)	(38, 34.25416854707957)	(39, 34.11259434897121)	(40, 33.939217294545486)	(41, 33.74635975940266)	(42, 33.56502049948542)	(43, 33.029134460864725)
ERR1042067	(1, 32.07187805441043)	(2, 32.276303320313204)	(3, 32.32814151184976)	(4, 35.9180597483256)	(5, 35.83426656279417)	(6, 35.873980660960896)	(7, 35.817498413059084)	(8, 35.79738957235549)	(9, 37.45463806025326)	(10, 37.34927081868118)	(11, 37.41975782019238)	(12, 37.30548094228224)	(13, 37.32638753638243)	(14, 38.539631820690104)	(15, 38.5044702592845)	(16, 38.39698882468991)	(17, 38.36269760119453)	(18, 38.30103998730447)	(19, 38.25144019396746)	(20, 38.180224642307124)	(21, 38.0956030465659)	(22, 38.00553152602403)	(23, 38.18732530124827)	(24, 38.19781083303578)	(25, 38.19146397103111)	(26, 38.09049282630571)	(27, 37.98793428982591)	(28, 37.888541069309646)	(29, 37.83217784197675)	(30, 37.65726020962047)	(31, 37.58892797632573)	(32, 37.55750767322001)	(33, 37.51518504091783)	(34, 37.44881326574408)	(35, 37.38880616057678)	(36, 37.32811265837851)	(37, 37.2663312901469)	(38, 37.129356197905956)	(39, 37.03774552500694)	(40, 36.92695901544743)	(41, 36.79846053205801)	(42, 36.68414014852324)	(43, 36.21593419424878)
ERR1042068	(1, 30.662898573274514)	(2, 30.814892791979123)	(3, 30.56810222536112)	(4, 34.229654544504186)	(5, 33.91574333285115)	(6, 34.42321246017458)	(7, 34.4389463115068)	(8, 34.50108976688835)	(9, 35.834049714764305)	(10, 35.46837609538894)	(11, 35.865474872151445)	(12, 35.533664862341716)	(13, 35.7726398615212)	(14, 36.32466179543501)	(15, 36.45222347697024)	(16, 36.173797457737344)	(17, 36.26550562630903)	(18, 36.22755159222661)	(19, 36.22169493091255)	(20, 36.167706797398175)	(21, 36.1065753118265)	(22, 36.017711598936614)	(23, 36.11663970106473)	(24, 36.06915734823796)	(25, 36.06035716152497)	(26, 35.81702309479209)	(27, 35.627560465955874)	(28, 35.47642323069387)	(29, 35.36294950604933)	(30, 35.084874181459256)	(31, 34.93298693373755)	(32, 34.77192935539043)	(33, 34.61515608646659)	(34, 34.49538991531059)	(35, 34.351462281180524)	(36, 34.212075443716856)	(37, 34.06313172139407)	(38, 33.81664261845517)	(39, 33.59595844177314)	(40, 33.36156556895799)	(41, 33.08453564260994)	(42, 32.82050208289522)	(43, 32.267984192606114)
ERR1042069	(1, 31.90782785508277)	(2, 32.121735978055796)	(3, 32.16891957494634)	(4, 35.79773873295563)	(5, 35.703348837794096)	(6, 35.75003440132269)	(7, 35.69698337071494)	(8, 35.67401935275221)	(9, 37.29958243430046)	(10, 37.16886893340533)	(11, 37.25874090460461)	(12, 37.133157566439955)	(13, 37.16297600429161)	(14, 38.33233284275068)	(15, 38.2930266248775)	(16, 38.18021089233189)	(17, 38.14611865767087)	(18, 38.08228132807965)	(19, 38.02832643327785)	(20, 37.95721104111325)	(21, 37.868916641229475)	(22, 37.78255709746436)	(23, 37.958550073308)	(24, 37.961469121582304)	(25, 37.95211510507945)	(26, 37.83792192261833)	(27, 37.73389337056825)	(28, 37.63274789383577)	(29, 37.572010175806476)	(30, 37.38679764548267)	(31, 37.316436986905146)	(32, 37.28616626770446)	(33, 37.24535477368121)	(34, 37.16912842764651)	(35, 37.11064932234633)	(36, 37.05487482458818)	(37, 36.98991919007062)	(38, 36.848702284317675)	(39, 36.7577993211938)	(40, 36.64598698966424)	(41, 36.52088911178928)	(42, 36.41168080322374)	(43, 35.9332348908343)
ERR1042070	(1, 30.78667296158978)	(2, 30.95769200074883)	(3, 30.79620708507022)	(4, 34.41341609218035)	(5, 34.06614069749836)	(6, 34.547079536055215)	(7, 34.60558129960329)	(8, 34.61938985488114)	(9, 36.05024750832175)	(10, 35.66441645540636)	(11, 36.01454171990128)	(12, 35.71630854968402)	(13, 35.907739846639565)	(14, 36.65865853995076)	(15, 36.681033859078745)	(16, 36.5145950477452)	(17, 36.46884796194406)	(18, 36.384526571810234)	(19, 36.34507515496773)	(20, 36.239659805647975)	(21, 36.16130665896956)	(22, 36.04706275456587)	(23, 36.2009467743367)	(24, 36.1847045301817)	(25, 36.17411951254621)	(26, 35.97599948685935)	(27, 35.80520270920364)	(28, 35.67853826515201)	(29, 35.583051590773316)	(30, 35.35576533660311)	(31, 35.25748025564548)	(32, 35.164422049236144)	(33, 35.07232821908122)	(34, 34.97155052757273)	(35, 34.86732629107456)	(36, 34.75841815443893)	(37, 34.65279322296334)	(38, 34.46097930805072)	(39, 34.3189340696305)	(40, 34.16713692129034)	(41, 33.98138970123728)	(42, 33.80519674245187)	(43, 33.26795414252929)
ERR1042071	(1, 31.200126769637976)	(2, 31.41453044735055)	(3, 31.385707071586538)	(4, 35.12170860396677)	(5, 34.94355198774096)	(6, 35.14448882929632)	(7, 35.13097671826841)	(8, 35.11638915492713)	(9, 36.62460933010605)	(10, 36.36889407421596)	(11, 36.57210441081721)	(12, 36.358543542236234)	(13, 36.45910251275532)	(14, 37.391090601981645)	(15, 37.371630069479515)	(16, 37.22312361781044)	(17, 37.17886220767235)	(18, 37.10422344890034)	(19, 37.04490292022916)	(20, 36.968061713131455)	(21, 36.88837306493461)	(22, 36.77490657704564)	(23, 36.93628223657861)	(24, 36.915319971442)	(25, 36.90898218607972)	(26, 36.75722360562105)	(27, 36.61196231737684)	(28, 36.482404443902695)	(29, 36.403776620753305)	(30, 36.19607362390513)	(31, 36.12759224754906)	(32, 36.06970031518275)	(33, 36.008027582844306)	(34, 35.92123704877497)	(35, 35.83054242777787)	(36, 35.7622428474411)	(37, 35.67766590628102)	(38, 35.50278370801191)	(39, 35.391912515019065)	(40, 35.24634196458112)	(41, 35.090142267574485)	(42, 34.94240200602504)	(43, 34.441513573754506)
ERR1042072	(1, 31.911657183613485)	(2, 32.134241751518374)	(3, 32.18701023121861)	(4, 35.81512651911245)	(5, 35.701828470117185)	(6, 35.74496910859863)	(7, 35.700057633526825)	(8, 35.66656638545675)	(9, 37.304239528993804)	(10, 37.17269565187998)	(11, 37.25091330548558)	(12, 37.120207311683295)	(13, 37.15930473009003)	(14, 38.35019677370559)	(15, 38.30437262694798)	(16, 38.19658821352123)	(17, 38.1308657113473)	(18, 38.049402157792485)	(19, 37.98636485402746)	(20, 37.897206126055174)	(21, 37.807555146919015)	(22, 37.71988077803571)	(23, 37.923237973226605)	(24, 37.936102418664476)	(25, 37.93034075611469)	(26, 37.826878434666654)	(27, 37.72044443730833)	(28, 37.62710981384033)	(29, 37.575730623261805)	(30, 37.40096582636083)	(31, 37.345961723563576)	(32, 37.343884550412014)	(33, 37.31485145000714)	(34, 37.25006866164303)	(35, 37.198823836618246)	(36, 37.14714760520865)	(37, 37.087375215386295)	(38, 36.967102833592065)	(39, 36.890902353425346)	(40, 36.79234690988804)	(41, 36.67749731902693)	(42, 36.58827394347689)	(43, 36.10839624148279)
ERR1042073	(1, 31.650649523562592)	(2, 31.81863444134166)	(3, 31.868536110586938)	(4, 35.53909204349278)	(5, 35.44001223315676)	(6, 35.512905129466745)	(7, 35.4376969931161)	(8, 35.42961229802653)	(9, 36.9913066503024)	(10, 36.83017760601527)	(11, 36.92986456934433)	(12, 36.77533262023306)	(13, 36.850251195160396)	(14, 37.856040671742456)	(15, 37.778797096277046)	(16, 37.706345925042385)	(17, 37.70041855015069)	(18, 37.66125943452183)	(19, 37.67439456135073)	(20, 37.58480295557872)	(21, 37.48790974693283)	(22, 37.38304871889717)	(23, 37.58555126038054)	(24, 37.60182651441625)	(25, 37.58907304806319)	(26, 37.44915256358213)	(27, 37.32248533297562)	(28, 37.181993984530365)	(29, 37.111257907879924)	(30, 36.980764812555904)	(31, 36.83436210644548)	(32, 36.75704870588318)	(33, 36.72789134714385)	(34, 36.695150133969086)	(35, 36.61387246984131)	(36, 36.5325647734138)	(37, 36.42614006363844)	(38, 36.28638375572929)	(39, 36.179889220857035)	(40, 36.03549867882908)	(41, 35.89538373520722)	(42, 35.752681759232054)	(43, 35.26978740635553)
ERR1042074	(1, 31.5301230199817)	(2, 31.693850372290296)	(3, 31.708648273476612)	(4, 35.41633582237947)	(5, 35.324845663139946)	(6, 35.409377616564996)	(7, 35.317032633398625)	(8, 35.33438814948905)	(9, 36.837323273533755)	(10, 36.674256466986805)	(11, 36.79074451202277)	(12, 36.61537608824343)	(13, 36.68869057278536)	(14, 37.56681607038507)	(15, 37.50839129298595)	(16, 37.39741579565289)	(17, 37.47250392556175)	(18, 37.46327533177758)	(19, 37.46409320475928)	(20, 37.404768652799014)	(21, 37.31274518094916)	(22, 37.22171405149209)	(23, 37.40420486518238)	(24, 37.39433058220214)	(25, 37.370027145611864)	(26, 37.178553442875746)	(27, 37.046248488630155)	(28, 36.8928357831429)	(29, 36.79661133167397)	(30, 36.632698462764495)	(31, 36.44085144120114)	(32, 36.30779756367562)	(33, 36.24518628228541)	(34, 36.18992366772796)	(35, 36.10008068257919)	(36, 35.988456829487006)	(37, 35.832180997157444)	(38, 35.66202608508165)	(39, 35.50689839861461)	(40, 35.31805926017351)	(41, 35.12154841983283)	(42, 34.91756891732207)	(43, 34.416054690446316)
ERR1042075	(1, 31.624612783130132)	(2, 31.79566909180474)	(3, 31.83837504697126)	(4, 35.524365059065374)	(5, 35.425205963060854)	(6, 35.490919152591076)	(7, 35.412184266285216)	(8, 35.40313381204548)	(9, 36.955944903894434)	(10, 36.80587290760792)	(11, 36.89507054372985)	(12, 36.73315626351904)	(13, 36.803457637448176)	(14, 37.78288856680024)	(15, 37.71404882800782)	(16, 37.636016537041776)	(17, 37.64632732101186)	(18, 37.61896281139183)	(19, 37.62836377386851)	(20, 37.54306988376389)	(21, 37.442983598740696)	(22, 37.33478036396018)	(23, 37.52952439821525)	(24, 37.53633325754777)	(25, 37.53040106352409)	(26, 37.37562720449156)	(27, 37.244048464868655)	(28, 37.08765271580729)	(29, 37.00713568458048)	(30, 36.86397359504615)	(31, 36.70041374181753)	(32, 36.60688922360847)	(33, 36.55928049500605)	(34, 36.52198610282206)	(35, 36.43174838876732)	(36, 36.34453025580786)	(37, 36.22024429792569)	(38, 36.06219192378499)	(39, 35.94442589276974)	(40, 35.78466479097394)	(41, 35.61492604591974)	(42, 35.45233127449216)	(43, 34.94841371339794)
ERR1042076	(1, 31.694310777037693)	(2, 31.869785988443528)	(3, 31.93799408862498)	(4, 35.59907905798397)	(5, 35.482927005549996)	(6, 35.53908183488472)	(7, 35.45998600137704)	(8, 35.44604177523841)	(9, 37.0336503311359)	(10, 36.87984179273669)	(11, 36.95726787201911)	(12, 36.81483264418011)	(13, 36.88179189981855)	(14, 37.94639307220322)	(15, 37.86777558837962)	(16, 37.80509998744689)	(17, 37.770341748990994)	(18, 37.71572638778468)	(19, 37.716071978789046)	(20, 37.60968872083779)	(21, 37.50205395556198)	(22, 37.39890578698508)	(23, 37.61373671937706)	(24, 37.63686221627112)	(25, 37.628953184496524)	(26, 37.49115157693727)	(27, 37.370423154026696)	(28, 37.21177691216244)	(29, 37.14431952617704)	(30, 37.02575366227561)	(31, 36.884083603732456)	(32, 36.82573464240746)	(33, 36.78896581368898)	(34, 36.75889673352784)	(35, 36.683395274703955)	(36, 36.59944024528022)	(37, 36.49739770163913)	(38, 36.36768277142303)	(39, 36.274010301160594)	(40, 36.136649193747786)	(41, 36.00861676106861)	(42, 35.87712765755108)	(43, 35.38912367859466)
ERR1042077	(1, 31.70994693037495)	(2, 31.889250400001803)	(3, 31.970084255374573)	(4, 35.62472356668839)	(5, 35.50135548982332)	(6, 35.543095477442925)	(7, 35.4661193862965)	(8, 35.4437621272204)	(9, 37.04003135022013)	(10, 36.893808092776275)	(11, 36.955706340912286)	(12, 36.82095742850735)	(13, 36.881177280613784)	(14, 37.97749445210132)	(15, 37.892213788977045)	(16, 37.839246958056414)	(17, 37.77194107548657)	(18, 37.69892633852216)	(19, 37.68368468809144)	(20, 37.56732252858705)	(21, 37.454221927354126)	(22, 37.3451204820156)	(23, 37.57280735809668)	(24, 37.59847803674088)	(25, 37.59597065579074)	(26, 37.45744820402738)	(27, 37.34070723157369)	(28, 37.17762945063766)	(29, 37.11069614705052)	(30, 37.00005729943771)	(31, 36.8718295140119)	(32, 36.83573033770458)	(33, 36.8040306175301)	(34, 36.76889372691857)	(35, 36.70171292159355)	(36, 36.62016985304153)	(37, 36.527145807571245)	(38, 36.38777951547755)	(39, 36.310583245936215)	(40, 36.1809894259989)	(41, 36.05316379773776)	(42, 35.935208395534836)	(43, 35.45584700307361)
ERR1042078	(1, 31.394480385972873)	(2, 31.553018865254142)	(3, 31.566266505041355)	(4, 35.292767943106256)	(5, 35.19783060479054)	(6, 35.30175857416793)	(7, 35.197773992579975)	(8, 35.22609616348994)	(9, 36.71716042332163)	(10, 36.52433234886739)	(11, 36.656211067151645)	(12, 36.48614129260212)	(13, 36.56848260532453)	(14, 37.439545809414994)	(15, 37.395267984226614)	(16, 37.27601302386855)	(17, 37.35249975423415)	(18, 37.344561421762116)	(19, 37.35050933776336)	(20, 37.29263712299806)	(21, 37.20860719808957)	(22, 37.11497385319153)	(23, 37.292148460167)	(24, 37.289612959912056)	(25, 37.286732622442074)	(26, 37.08287893746531)	(27, 36.940893409535406)	(28, 36.75561178100102)	(29, 36.64818628630402)	(30, 36.47176370369322)	(31, 36.269201006626304)	(32, 36.129863820857544)	(33, 36.03676618812773)	(34, 35.982421334847075)	(35, 35.88854528422198)	(36, 35.75648276751087)	(37, 35.593584574243664)	(38, 35.405583647027456)	(39, 35.24736495023289)	(40, 35.030562369634126)	(41, 34.799607501423914)	(42, 34.57389002772086)	(43, 34.045520042443854)
ERR1042079	(1, 31.679699960011266)	(2, 31.842256695001097)	(3, 31.90250373046659)	(4, 35.57030470793442)	(5, 35.46611577127688)	(6, 35.5241667327959)	(7, 35.437348583511884)	(8, 35.43270631152936)	(9, 37.00373494004024)	(10, 36.85678509244867)	(11, 36.93620746528993)	(12, 36.79216613685483)	(13, 36.85107152693171)	(14, 37.87812129968056)	(15, 37.80096599245971)	(16, 37.72778641347729)	(17, 37.71722168540847)	(18, 37.67038293492417)	(19, 37.666094648822664)	(20, 37.58107171364954)	(21, 37.47920683044932)	(22, 37.366128763725705)	(23, 37.55577125354569)	(24, 37.55877955004116)	(25, 37.555557889528394)	(26, 37.39831074825614)	(27, 37.27034679724467)	(28, 37.079013733096204)	(29, 36.98515807220067)	(30, 36.84545929473565)	(31, 36.69643940773105)	(32, 36.59673578338243)	(33, 36.53053030974932)	(34, 36.48304952223576)	(35, 36.38741556853245)	(36, 36.293215452145)	(37, 36.17081958234334)	(38, 35.99863734885581)	(39, 35.87651221990381)	(40, 35.70211076723911)	(41, 35.52302522557847)	(42, 35.34744375514447)	(43, 34.85328685615414)
ERR1042080	(1, 30.998469007696432)	(2, 31.20889320990783)	(3, 31.204368120095655)	(4, 34.93575146563945)	(5, 34.75080857834893)	(6, 34.93425303456866)	(7, 34.88496024304196)	(8, 34.87414929939593)	(9, 36.363736309307136)	(10, 36.09434033553429)	(11, 36.27352541388859)	(12, 36.062444764937084)	(13, 36.19198287156283)	(14, 37.059683818142446)	(15, 36.99980340387755)	(16, 36.907521184000146)	(17, 36.83554242866863)	(18, 36.76836307617639)	(19, 36.76343834330905)	(20, 36.62825915669479)	(21, 36.5198754072074)	(22, 36.38627513320155)	(23, 36.5858733398763)	(24, 36.59260092062278)	(25, 36.58870739585397)	(26, 36.39736223296333)	(27, 36.236296251925644)	(28, 36.03972163217787)	(29, 35.93921923693058)	(30, 35.798764209061545)	(31, 35.652509902761714)	(32, 35.58962402527489)	(33, 35.529394038529766)	(34, 35.46546620159396)	(35, 35.37952635693562)	(36, 35.264199692511376)	(37, 35.13790972244621)	(38, 34.9766815496075)	(39, 34.873064027363725)	(40, 34.69215351085349)	(41, 34.51599662714777)	(42, 34.352489782377305)	(43, 33.836661183477936)
ERR1042081	(1, 31.741286056550955)	(2, 31.92066668534226)	(3, 32.005287526541494)	(4, 35.6566520395644)	(5, 35.52726521459203)	(6, 35.571271275929)	(7, 35.495121160266955)	(8, 35.46925542794957)	(9, 37.084611701238664)	(10, 36.942342635993114)	(11, 36.9953057399902)	(12, 36.86090534989194)	(13, 36.912666608424146)	(14, 38.03581368914448)	(15, 37.96225148803306)	(16, 37.90659019645455)	(17, 37.819237100548115)	(18, 37.73368030364611)	(19, 37.7080416459336)	(20, 37.58817141912963)	(21, 37.47007505688142)	(22, 37.34769739466017)	(23, 37.57949391682209)	(24, 37.59914269543847)	(25, 37.602490176322895)	(26, 37.46163186992673)	(27, 37.34948645291662)	(28, 37.17615635932342)	(29, 37.0976740106052)	(30, 36.996432329156335)	(31, 36.889748335340165)	(32, 36.856946797357814)	(33, 36.81549137852446)	(34, 36.77481048232403)	(35, 36.712766055943206)	(36, 36.63683945386243)	(37, 36.54332994165619)	(38, 36.40467768937998)	(39, 36.3280200091542)	(40, 36.203397715057335)	(41, 36.07140968104624)	(42, 35.94752534974)	(43, 35.47074381711342)
ERR1042082	(1, 31.235275104021817)	(2, 31.447665408700402)	(3, 31.495128921952446)	(4, 35.21570806261742)	(5, 35.03592843877767)	(6, 35.14717753237289)	(7, 35.09455451900421)	(8, 35.05270031771635)	(9, 36.60455300004159)	(10, 36.37354274523561)	(11, 36.489452703301396)	(12, 36.29865743595493)	(13, 36.38985125016048)	(14, 37.37273037147678)	(15, 37.280932588800546)	(16, 37.20519557547888)	(17, 37.08602527264475)	(18, 36.993607246898335)	(19, 36.94452757550058)	(20, 36.801934959467204)	(21, 36.664561517082)	(22, 36.51918639660476)	(23, 36.75889858935388)	(24, 36.762576648842966)	(25, 36.767814357451684)	(26, 36.58314014780953)	(27, 36.4474443453904)	(28, 36.24416284364269)	(29, 36.13357241925538)	(30, 36.01797348686911)	(31, 35.91747693075519)	(32, 35.869024283510754)	(33, 35.82099432378135)	(34, 35.759974521210324)	(35, 35.68796484324848)	(36, 35.59205546383513)	(37, 35.47641042008358)	(38, 35.326944498190805)	(39, 35.245033534716434)	(40, 35.08609308347604)	(41, 34.9288451905846)	(42, 34.79250834977369)	(43, 34.29096859183124)
ERR1042083	(1, 31.716828052346482)	(2, 31.90354661183861)	(3, 31.98308342173767)	(4, 35.64353625342068)	(5, 35.51245198550238)	(6, 35.549690185346904)	(7, 35.47089690977339)	(8, 35.44505713803373)	(9, 37.057500422048214)	(10, 36.913780238973075)	(11, 36.966332015431334)	(12, 36.82924606557275)	(13, 36.8781361829751)	(14, 37.99097858912929)	(15, 37.90804403057088)	(16, 37.85004861370187)	(17, 37.761012592668244)	(18, 37.68182436333245)	(19, 37.65495396027119)	(20, 37.53353459649064)	(21, 37.40927630715106)	(22, 37.288671079588916)	(23, 37.53225438356992)	(24, 37.54958232858069)	(25, 37.553540984529064)	(26, 37.40998936021659)	(27, 37.29256564673418)	(28, 37.122474744843196)	(29, 37.05206433682157)	(30, 36.95262560884363)	(31, 36.84409226286622)	(32, 36.81312017640573)	(33, 36.77394368105243)	(34, 36.73984609308404)	(35, 36.67687597826608)	(36, 36.59961614454266)	(37, 36.50170773213173)	(38, 36.37112314845885)	(39, 36.29377343409691)	(40, 36.17315986977989)	(41, 36.04271570832196)	(42, 35.92119395877058)	(43, 35.4440866876614)
ERR1042084	(1, 31.704350632699434)	(2, 31.891361183487284)	(3, 31.97661847370716)	(4, 35.63732809366686)	(5, 35.49737706588924)	(6, 35.5350563132022)	(7, 35.456769920345316)	(8, 35.42157123662546)	(9, 37.04102697678633)	(10, 36.88637255290561)	(11, 36.944490463197624)	(12, 36.7964073285224)	(13, 36.85404190708544)	(14, 37.96408946369188)	(15, 37.883778740037094)	(16, 37.82640625265428)	(17, 37.72588296010956)	(18, 37.63043849310514)	(19, 37.60294561365333)	(20, 37.46985546965688)	(21, 37.34474333265114)	(22, 37.21991553221901)	(23, 37.46559487013139)	(24, 37.48374630220893)	(25, 37.47876616532291)	(26, 37.33882605801113)	(27, 37.220102797985135)	(28, 37.04829555795896)	(29, 36.96863480425267)	(30, 36.868500603861314)	(31, 36.75809428972886)	(32, 36.72798696986194)	(33, 36.69635118923873)	(34, 36.65464390787657)	(35, 36.58797365498285)	(36, 36.50265609996999)	(37, 36.406869458369165)	(38, 36.27068963146259)	(39, 36.1988774570037)	(40, 36.076946411251804)	(41, 35.953239374184506)	(42, 35.83490116169489)	(43, 35.359130844168185)
ERR1042085	(1, 31.61252447769063)	(2, 31.802027089053386)	(3, 31.88210650746984)	(4, 35.554899980805665)	(5, 35.41051388300486)	(6, 35.45872799953266)	(7, 35.37943869077921)	(8, 35.345662054952754)	(9, 36.94738934905666)	(10, 36.779464414138225)	(11, 36.8468473421732)	(12, 36.69822425369123)	(13, 36.754983532632096)	(14, 37.84148323637165)	(15, 37.755084167910695)	(16, 37.697158010641814)	(17, 37.58951238034834)	(18, 37.49457453122369)	(19, 37.46746265081178)	(20, 37.32867972896219)	(21, 37.19798984712765)	(22, 37.07068621969221)	(23, 37.315784913446294)	(24, 37.33061290811901)	(25, 37.32831719650732)	(26, 37.17484643301937)	(27, 37.04934172255197)	(28, 36.870064391851194)	(29, 36.779897636740024)	(30, 36.67621605461599)	(31, 36.56950461425025)	(32, 36.53321676004475)	(33, 36.497088449573624)	(34, 36.457196870586465)	(35, 36.3826258836882)	(36, 36.299040184894004)	(37, 36.20047210218261)	(38, 36.05756264300641)	(39, 35.98080222516874)	(40, 35.847292837369956)	(41, 35.711504674140514)	(42, 35.593916523772755)	(43, 35.10793354537105)
ERR1042086	(1, 31.613732851580266)	(2, 31.80727318354082)	(3, 31.884848965130686)	(4, 35.55603268590542)	(5, 35.41985861092331)	(6, 35.46947067423141)	(7, 35.399193831315436)	(8, 35.37061388845551)	(9, 36.96417271128083)	(10, 36.80607581749847)	(11, 36.86659831650582)	(12, 36.7214338840144)	(13, 36.78663770865166)	(14, 37.86456803606379)	(15, 37.77954266478126)	(16, 37.7219910864126)	(17, 37.63501426850882)	(18, 37.55952036017563)	(19, 37.533792468109446)	(20, 37.4052623845456)	(21, 37.27713967784621)	(22, 37.16381048844775)	(23, 37.40382108767559)	(24, 37.422996692281465)	(25, 37.413123891270416)	(26, 37.26680873264108)	(27, 37.147947555284794)	(28, 36.98507151589595)	(29, 36.91234876082314)	(30, 36.81502613898361)	(31, 36.70226447054628)	(32, 36.67118165706215)	(33, 36.63751218622282)	(34, 36.60410563236694)	(35, 36.533737573354664)	(36, 36.45585553681705)	(37, 36.359310934622414)	(38, 36.23680358986932)	(39, 36.16900402754148)	(40, 36.0454185993335)	(41, 35.919476824094914)	(42, 35.808598912506014)	(43, 35.328216977090314)
