Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR1042116	(1.0, 54.26969108258773)	(2.0, 6.998317412893999)	(3.0, 3.3638263015108936)	(4.0, 2.1739477268661345)	(5.0, 1.6350317814002646)	(6.0, 1.4456870057790594)	(7.0, 1.0959477103218203)	(8.0, 0.9068724195063469)	(9.0, 0.7666217127099719)	('>10', 10.193244505239397)	('>50', 3.2776417389582235)	('>100', 4.910745280061839)	('>500', 1.1763036637177202)	('>1k', 2.79386779949306)	('>5k', 4.9922538589535455)	('>10k+', 0.0)
ERR1042117	(1.0, 48.707927451669065)	(2.0, 8.330453370417517)	(3.0, 4.057899221372879)	(4.0, 2.6219448340869693)	(5.0, 1.8859721674856489)	(6.0, 1.521008921011213)	(7.0, 1.2725172605379491)	(8.0, 1.0403018709521672)	(9.0, 0.9329225411089911)	('>10', 11.614178459137621)	('>50', 3.691533501681262)	('>100', 6.7973001431653)	('>500', 2.620413871358112)	('>1k', 3.284763224727157)	('>5k', 0.4721344416432977)	('>10k+', 1.1487287196448572)
ERR1042118	(1.0, 41.415752316911984)	(2.0, 8.494183847614575)	(3.0, 4.2764667478013205)	(4.0, 2.7524150802811316)	(5.0, 1.977148224884045)	(6.0, 1.5998893147910076)	(7.0, 1.3178493999597074)	(8.0, 1.0972501261956253)	(9.0, 0.9505881800436253)	('>10', 12.573559706325335)	('>50', 4.037497959461166)	('>100', 8.262845993530945)	('>500', 3.7539042238180507)	('>1k', 4.871065060775692)	('>5k', 0.7259690351656598)	('>10k+', 1.893614782440092)
ERR1042119	(1.0, 40.5411351297734)	(2.0, 9.048234839024927)	(3.0, 4.497447414814197)	(4.0, 2.9680567618042915)	(5.0, 2.159423503103174)	(6.0, 1.7189928262371053)	(7.0, 1.3976987779159715)	(8.0, 1.18879266107099)	(9.0, 1.0891686400953995)	('>10', 13.136045118747361)	('>50', 3.736139984484306)	('>100', 6.73155884928022)	('>500', 3.4774994824895002)	('>1k', 5.5174261144952785)	('>5k', 0.5800523328120261)	('>10k+', 2.2123275638518796)
ERR1042120	(1.0, 28.887282656739238)	(2.0, 8.163558898159067)	(3.0, 4.527518156614149)	(4.0, 3.198182317690775)	(5.0, 2.2907058787846615)	(6.0, 1.9332332570348185)	(7.0, 1.615447155566825)	(8.0, 1.3426963440297008)	(9.0, 1.1816750214010119)	('>10', 15.754010868591015)	('>50', 5.620650394944744)	('>100', 9.101429557525966)	('>500', 2.799346495169243)	('>1k', 7.447177959129661)	('>5k', 2.6729462524043157)	('>10k+', 3.4641387862148285)
ERR1042121	(1.0, 34.91871108264507)	(2.0, 8.36131748862929)	(3.0, 3.828579740833623)	(4.0, 2.4060045553534746)	(5.0, 1.8169501300209983)	(6.0, 1.3738350973523283)	(7.0, 1.1359931880474692)	(8.0, 0.9708756405697738)	(9.0, 0.8444154190010378)	('>10', 10.94042068254927)	('>50', 3.7148587940478617)	('>100', 9.128847424761295)	('>500', 5.480437499823906)	('>1k', 9.619627944910428)	('>5k', 1.2771122367130132)	('>10k+', 4.182013074741126)
ERR1042122	(1.0, 33.38602788815483)	(2.0, 9.02150249486096)	(3.0, 4.638370031505893)	(4.0, 3.1435957097037113)	(5.0, 2.2815692318612064)	(6.0, 1.8152796064463)	(7.0, 1.4864662310099899)	(8.0, 1.3096627759054573)	(9.0, 1.1235315771287238)	('>10', 14.61091005675789)	('>50', 4.711128378311285)	('>100', 7.362482588779925)	('>500', 2.749485331059838)	('>1k', 7.186173317988002)	('>5k', 2.3019133228615125)	('>10k+', 2.871901457664471)
ERR1042123	(1.0, 37.51289100070005)	(2.0, 9.821316403355363)	(3.0, 5.132730833502612)	(4.0, 3.397535011352599)	(5.0, 2.531515665378797)	(6.0, 1.9744427095833739)	(7.0, 1.7036734915906873)	(8.0, 1.4296719453802735)	(9.0, 1.2176662550411947)	('>10', 14.963000620171396)	('>50', 4.130191431026098)	('>100', 5.943651519376289)	('>500', 2.6183058017668763)	('>1k', 5.346141655038437)	('>5k', 1.4149684874512727)	('>10k+', 0.8622971692845744)
ERR1042124	(1.0, 40.83789334266448)	(2.0, 8.53071661662386)	(3.0, 3.9882287627067177)	(4.0, 2.682184854319389)	(5.0, 1.9396275432365735)	(6.0, 1.5646263013341175)	(7.0, 1.2818452896945134)	(8.0, 1.130198603127932)	(9.0, 0.9493701190262084)	('>10', 11.263643516302968)	('>50', 3.257624069295854)	('>100', 7.452691403433002)	('>500', 4.350539650725561)	('>1k', 6.8553099275740506)	('>5k', 1.0086988059991735)	('>10k+', 2.906801193935576)
ERR1042125	(1.0, 42.761061850197606)	(2.0, 9.760786260141934)	(3.0, 4.8726352618069635)	(4.0, 3.1458481049806544)	(5.0, 2.2155486914492206)	(6.0, 1.8369846684289814)	(7.0, 1.467855461350638)	(8.0, 1.238988694679632)	(9.0, 1.0521582352007337)	('>10', 11.630164931636111)	('>50', 2.8560151930280377)	('>100', 6.169677965260641)	('>500', 3.3947420550632352)	('>1k', 4.811916031744346)	('>5k', 0.0)	('>10k+', 2.785616595031305)
ERR1042126	(1.0, 37.07809756190032)	(2.0, 9.609487034432231)	(3.0, 4.8670251309533095)	(4.0, 3.116832456338352)	(5.0, 2.3660385144739893)	(6.0, 1.8587157678229982)	(7.0, 1.500062543258834)	(8.0, 1.266450239059911)	(9.0, 1.1199184644146687)	('>10', 13.892428078817955)	('>50', 3.581016046357419)	('>100', 6.538109231202021)	('>500', 3.708580040040187)	('>1k', 5.726263733907877)	('>5k', 0.6614561838509775)	('>10k+', 3.109518973168921)
ERR1042127	(1.0, 44.328795393108365)	(2.0, 9.260340235527988)	(3.0, 4.423220604828277)	(4.0, 2.8978336304404406)	(5.0, 2.2229103071963934)	(6.0, 1.6947230080793063)	(7.0, 1.4019489848204763)	(8.0, 1.1503787059963526)	(9.0, 0.994266671211667)	('>10', 11.78593732536779)	('>50', 3.1238484609633645)	('>100', 6.940559507290183)	('>500', 2.534320746525397)	('>1k', 4.160014879463349)	('>5k', 0.4007652123205175)	('>10k+', 2.6801363268601266)
ERR1042128	(1.0, 46.2599597955924)	(2.0, 9.009392125501142)	(3.0, 4.1615891898519815)	(4.0, 2.631524011508081)	(5.0, 2.039798195870821)	(6.0, 1.6069292392074677)	(7.0, 1.2434070438190208)	(8.0, 1.1035110163702126)	(9.0, 0.8985679536048086)	('>10', 12.120002612578034)	('>50', 3.3969376959150788)	('>100', 6.36684111394314)	('>500', 2.155337670822931)	('>1k', 3.8026491898268593)	('>5k', 0.29617975301711014)	('>10k+', 2.9073733925709497)
ERR1042129	(1.0, 33.66769977749884)	(2.0, 10.090045181189252)	(3.0, 5.3665907881668575)	(4.0, 3.4466180192612037)	(5.0, 2.5739632824036)	(6.0, 2.001523008256084)	(7.0, 1.6700349854942054)	(8.0, 1.3264411259516355)	(9.0, 1.2340912689522952)	('>10', 15.153300556621033)	('>50', 4.30457656454672)	('>100', 6.478618156684754)	('>500', 2.548012901276224)	('>1k', 6.274365669169374)	('>5k', 1.4586863650661692)	('>10k+', 2.4054323494618086)
ERR1042130	(1.0, 37.331778779777316)	(2.0, 9.730051618162335)	(3.0, 4.7055027918211305)	(4.0, 3.000710835959613)	(5.0, 2.1141520524310673)	(6.0, 1.635257411641234)	(7.0, 1.3778736115963985)	(8.0, 1.1321785247138296)	(9.0, 0.9422533552352933)	('>10', 12.30718371624441)	('>50', 4.16757105784253)	('>100', 8.842599447419534)	('>500', 3.3404758460517057)	('>1k', 5.934473432337168)	('>5k', 1.2474174657735004)	('>10k+', 2.1905200529928734)
ERR1042131	(1.0, 45.46820690978882)	(2.0, 9.741012194451333)	(3.0, 4.742522162857562)	(4.0, 3.1068197886367983)	(5.0, 2.150969308599536)	(6.0, 1.6311936525711983)	(7.0, 1.3941671858249192)	(8.0, 1.2160239747008812)	(9.0, 1.035545007980544)	('>10', 11.989657543364611)	('>50', 3.4589076451216796)	('>100', 5.971939708320414)	('>500', 1.9984341717203629)	('>1k', 2.9659537174925803)	('>5k', 0.0)	('>10k+', 3.128647028568748)
ERR1042132	(1.0, 56.97718648691092)	(2.0, 8.449109997392103)	(3.0, 3.7484928664182586)	(4.0, 2.3278615659213653)	(5.0, 1.6667778536685858)	(6.0, 1.3300606196470188)	(7.0, 1.0033685113366346)	(8.0, 0.856693075062688)	(9.0, 0.750132682551237)	('>10', 7.882980522633827)	('>50', 2.7128143333664774)	('>100', 5.485450010347699)	('>500', 1.5177966860007897)	('>1k', 1.6648447502222588)	('>5k', 0.6956686198171749)	('>10k+', 2.9307614187030366)
ERR1042133	(1.0, 36.91023839020192)	(2.0, 9.622534359606087)	(3.0, 4.698761542597485)	(4.0, 2.979515104268578)	(5.0, 2.1715066024137575)	(6.0, 1.684107557786118)	(7.0, 1.3919422169488473)	(8.0, 1.1635139965608312)	(9.0, 1.0099759853937529)	('>10', 12.504751378890482)	('>50', 3.5869810567418345)	('>100', 6.628301900416867)	('>500', 3.0325905825315154)	('>1k', 5.6120904892878265)	('>5k', 1.358530402032054)	('>10k+', 5.644658434322036)
ERR1042134	(1.0, 35.40583009945525)	(2.0, 9.753613732697104)	(3.0, 4.929610695619617)	(4.0, 3.2661177560335033)	(5.0, 2.32086803945641)	(6.0, 1.7748289534915949)	(7.0, 1.4962927345960662)	(8.0, 1.259773869709685)	(9.0, 1.045135625361465)	('>10', 13.791594464341667)	('>50', 4.0604776015193496)	('>100', 6.375025759236423)	('>500', 3.0740093717732893)	('>1k', 6.362370360104011)	('>5k', 2.086337193969768)	('>10k+', 2.998113742634758)
ERR1042135	(1.0, 44.909019627490245)	(2.0, 10.498455246311414)	(3.0, 5.445525417749016)	(4.0, 3.660827860222668)	(5.0, 2.725798561365715)	(6.0, 2.071582280397538)	(7.0, 1.7353848002200234)	(8.0, 1.5486099086182379)	(9.0, 1.315671921557391)	('>10', 14.714410700235362)	('>50', 3.716738564604645)	('>100', 4.83360708249606)	('>500', 0.6513683759283591)	('>1k', 0.6848421248429597)	('>5k', 0.05589144707912278)	('>10k+', 1.4322660808813286)
ERR1042136	(1.0, 51.67198096749275)	(2.0, 8.22788389343078)	(3.0, 3.640717871682817)	(4.0, 2.3660738606956615)	(5.0, 1.7003054568227884)	(6.0, 1.2641501111459539)	(7.0, 1.0727778798228393)	(8.0, 0.8710956118211639)	(9.0, 0.8174167905555609)	('>10', 8.863525731560351)	('>50', 2.6376654111486237)	('>100', 4.320160881159379)	('>500', 1.658935872860126)	('>1k', 3.6713502947037977)	('>5k', 0.33576203375738234)	('>10k+', 6.880197331339969)
ERR1042137	(1.0, 37.66948910330393)	(2.0, 9.827199054510642)	(3.0, 5.4835232079107)	(4.0, 3.7611761752969755)	(5.0, 2.762966132538158)	(6.0, 2.214750491552859)	(7.0, 1.7918354230756304)	(8.0, 1.5091171591127803)	(9.0, 1.3926909132666614)	('>10', 16.32227124094947)	('>50', 4.79119863114315)	('>100', 7.014092642549256)	('>500', 1.8488834872255717)	('>1k', 1.590764166290653)	('>5k', 0.1340262280261739)	('>10k+', 1.886015943247373)
ERR1042138	(1.0, 55.377135820697596)	(2.0, 9.248026977635607)	(3.0, 4.245511592539536)	(4.0, 2.675217360790374)	(5.0, 1.9651196922856766)	(6.0, 1.420676332511559)	(7.0, 1.2157315076217947)	(8.0, 0.9463041721526516)	(9.0, 0.8108176780689283)	('>10', 9.73101262694669)	('>50', 3.023923051499742)	('>100', 4.221626611271388)	('>500', 0.5901810695787564)	('>1k', 1.3010401003775038)	('>5k', 0.3243296883889355)	('>10k+', 2.903345717633244)
ERR1042139	(1.0, 38.94446301434256)	(2.0, 9.988612699850751)	(3.0, 5.543459118770527)	(4.0, 3.6652706047028327)	(5.0, 2.80534512991257)	(6.0, 2.208256206848381)	(7.0, 1.7894737723750826)	(8.0, 1.4426019864788082)	(9.0, 1.3621405299229923)	('>10', 16.177371378626102)	('>50', 4.760325822825644)	('>100', 6.707945899175943)	('>500', 1.5284063763557014)	('>1k', 1.0657946620372833)	('>5k', 0.26205443356586094)	('>10k+', 1.7484783642087598)
ERR1042140	(1.0, 50.53431945972092)	(2.0, 10.823395478360174)	(3.0, 5.595972482786514)	(4.0, 3.558102543216128)	(5.0, 2.5797551434327826)	(6.0, 1.995976734739545)	(7.0, 1.5891333701138493)	(8.0, 1.3546689315850526)	(9.0, 1.1379980539140748)	('>10', 11.567533210998516)	('>50', 2.142658766691537)	('>100', 3.1786999779290817)	('>500', 0.8160483885135414)	('>1k', 0.726514964556356)	('>5k', 0.268068916239763)	('>10k+', 2.131153577202171)
ERR1042141	(1.0, 32.973080492968634)	(2.0, 6.947281752374317)	(3.0, 3.204481798689969)	(4.0, 2.0619426934569955)	(5.0, 1.5190917303582772)	(6.0, 1.1908773175555676)	(7.0, 0.9544586353312448)	(8.0, 0.8126526653614614)	(9.0, 0.7053204338103201)	('>10', 9.15065389957052)	('>50', 3.222713100328447)	('>100', 7.585877256749588)	('>500', 2.7000533142878345)	('>1k', 7.380275826962887)	('>5k', 3.253181576365718)	('>10k+', 16.338057505828214)
ERR1042142	(1.0, 40.09915650604018)	(2.0, 9.222538275372584)	(3.0, 4.153561803039532)	(4.0, 2.639051394993312)	(5.0, 1.8777237298102447)	(6.0, 1.5191429658957925)	(7.0, 1.1874254961776773)	(8.0, 1.0132904243671814)	(9.0, 0.8812647305720731)	('>10', 10.974793892868217)	('>50', 4.012510261419102)	('>100', 8.382908379012234)	('>500', 2.713126257628829)	('>1k', 5.003948967747497)	('>5k', 1.032434909172507)	('>10k+', 5.287122005883065)
ERR1042143	(1.0, 36.35425132848519)	(2.0, 8.897972620345797)	(3.0, 4.229563184103958)	(4.0, 2.7537263729702612)	(5.0, 2.0734798145467694)	(6.0, 1.6095864927035612)	(7.0, 1.2663374737068012)	(8.0, 1.1090252376285108)	(9.0, 0.9669703712384828)	('>10', 12.430798396086024)	('>50', 4.713977248215115)	('>100', 12.08385899585633)	('>500', 4.900620030915072)	('>1k', 4.521545378784409)	('>5k', 0.20690655329899443)	('>10k+', 1.8813805011146747)
ERR1042144	(1.0, 50.10536308220003)	(2.0, 8.719234346276185)	(3.0, 3.854091853527217)	(4.0, 2.576378103949265)	(5.0, 1.9091258363635504)	(6.0, 1.4301016950414978)	(7.0, 1.1765393777854884)	(8.0, 1.0171852277043048)	(9.0, 0.8837427772686784)	('>10', 11.915102769355654)	('>50', 3.6542334899417903)	('>100', 6.771711826934809)	('>500', 1.5311298942021219)	('>1k', 1.3326296826085413)	('>5k', 1.7639074882530057)	('>10k+', 1.3595225485879048)
ERR1042145	(1.0, 58.02952941143591)	(2.0, 11.806063174713998)	(3.0, 4.846275682962314)	(4.0, 2.8825626964606292)	(5.0, 2.02267294674711)	(6.0, 1.5052462041475765)	(7.0, 1.1313245854543312)	(8.0, 0.9439963339337067)	(9.0, 0.7940695332763448)	('>10', 9.158916561485562)	('>50', 2.233331932005871)	('>100', 2.051181022453104)	('>500', 0.6776864642346965)	('>1k', 1.2912181932659854)	('>5k', 0.6259252574228563)	('>10k+', 0.0)
ERR1042146	(1.0, 50.46219693940734)	(2.0, 10.468551893597773)	(3.0, 4.862129757872161)	(4.0, 3.149088927035652)	(5.0, 2.1997003875214705)	(6.0, 1.764252983092305)	(7.0, 1.3170010106933556)	(8.0, 1.1939596093020055)	(9.0, 0.9946779445201059)	('>10', 10.954990612793509)	('>50', 3.18925169549239)	('>100', 5.036668382468311)	('>500', 1.5052687004528726)	('>1k', 0.7670396686880114)	('>5k', 0.0)	('>10k+', 2.135221487062683)
ERR1042147	(1.0, 31.6612647708018)	(2.0, 8.607688133345459)	(3.0, 4.4370421791425345)	(4.0, 2.868252484181364)	(5.0, 2.1548550037669565)	(6.0, 1.6861927151052183)	(7.0, 1.3191682284795097)	(8.0, 1.1858352290746879)	(9.0, 1.0286600655815321)	('>10', 12.799245440710493)	('>50', 3.9491282242855523)	('>100', 7.363990743741265)	('>500', 3.458837996759371)	('>1k', 9.961965594434332)	('>5k', 3.0745250114381397)	('>10k+', 4.443348179151775)
ERR1042148	(1.0, 39.480416806540745)	(2.0, 6.868984873692467)	(3.0, 3.231418963644414)	(4.0, 2.1760594813353076)	(5.0, 1.5710508137280046)	(6.0, 1.2397941785922142)	(7.0, 1.037213753316149)	(8.0, 0.8392556188864697)	(9.0, 0.7492355698417436)	('>10', 9.069861734409715)	('>50', 3.675983876502969)	('>100', 10.725669917304847)	('>500', 3.5231124120359523)	('>1k', 6.452372347636152)	('>5k', 0.7905218864946886)	('>10k+', 8.56904776603817)
ERR1042149	(1.0, 36.24979925923312)	(2.0, 6.452262908775358)	(3.0, 3.0615643154754135)	(4.0, 2.056345712089225)	(5.0, 1.50620686947534)	(6.0, 1.2228214196738048)	(7.0, 0.9599113006255423)	(8.0, 0.795533015644276)	(9.0, 0.6770534372480552)	('>10', 9.228410694558523)	('>50', 4.438087827091679)	('>100', 13.667438175806298)	('>500', 5.212865470556024)	('>1k', 7.171656116649918)	('>5k', 0.0)	('>10k+', 7.300043477097443)
ERR1042150	(1.0, 39.16321337107198)	(2.0, 7.273108866204479)	(3.0, 3.3169121569459143)	(4.0, 2.2340208670829673)	(5.0, 1.541003167253641)	(6.0, 1.3052788354358433)	(7.0, 1.0431584697615173)	(8.0, 0.8858008491830854)	(9.0, 0.73373380182439)	('>10', 9.688304279103262)	('>50', 3.8225140186560522)	('>100', 9.947285748980466)	('>500', 5.134087026135443)	('>1k', 7.8919684297392125)	('>5k', 0.45330994526158064)	('>10k+', 5.566300167360159)
ERR1042151	(1.0, 31.29450025346972)	(2.0, 5.943000632030376)	(3.0, 2.89373941068262)	(4.0, 1.9537449713714337)	(5.0, 1.4076584817954265)	(6.0, 1.0749902435247145)	(7.0, 0.8946444868019863)	(8.0, 0.7646189007220536)	(9.0, 0.6232329602818643)	('>10', 8.403683229328362)	('>50', 3.8130240255814254)	('>100', 12.305417599902201)	('>500', 5.152196255175063)	('>1k', 9.649162600592497)	('>5k', 2.4736078929855263)	('>10k+', 11.352778055754715)
ERR1042152	(1.0, 35.80774080573199)	(2.0, 6.3567263715895885)	(3.0, 3.07271429745404)	(4.0, 2.013558302306513)	(5.0, 1.481231513349159)	(6.0, 1.1657558573057059)	(7.0, 0.9912626279859641)	(8.0, 0.8235876991575993)	(9.0, 0.7445028925659095)	('>10', 9.517279466940204)	('>50', 3.9735897318996334)	('>100', 11.043087921420518)	('>500', 5.290943139208342)	('>1k', 7.5696478391844515)	('>5k', 1.8549673258298347)	('>10k+', 8.293404208070559)
ERR1042153	(1.0, 25.2378610093193)	(2.0, 7.689798122407615)	(3.0, 4.473979359897444)	(4.0, 3.084529848959397)	(5.0, 2.452440506907288)	(6.0, 1.9497999630996692)	(7.0, 1.662496739434023)	(8.0, 1.4377534198379873)	(9.0, 1.1682158847564854)	('>10', 16.093695614984117)	('>50', 5.241137975535472)	('>100', 8.87513027893224)	('>500', 2.931354040219107)	('>1k', 8.993430054237479)	('>5k', 4.592806361819054)	('>10k+', 4.115570819653357)
ERR1042154	(1.0, 34.59935460084221)	(2.0, 8.638878106020995)	(3.0, 4.722223855669235)	(4.0, 3.110199017858858)	(5.0, 2.297260337197912)	(6.0, 1.8180545291924533)	(7.0, 1.5023580124825584)	(8.0, 1.2725711613989314)	(9.0, 1.1317796344854674)	('>10', 13.934784634998262)	('>50', 4.073041144852696)	('>100', 6.806739285673939)	('>500', 3.106438021907255)	('>1k', 9.371351589957882)	('>5k', 3.2874425852982156)	('>10k+', 0.32752348216318367)
ERR1042155	(1.0, 30.298348013566528)	(2.0, 8.682492533182707)	(3.0, 4.801847974527473)	(4.0, 3.2353722039236374)	(5.0, 2.408883563164899)	(6.0, 1.9198803850171495)	(7.0, 1.631823671577397)	(8.0, 1.3598630664848692)	(9.0, 1.1812057913851148)	('>10', 15.142239857355685)	('>50', 4.565686122352525)	('>100', 7.719969917956433)	('>500', 3.235468563845535)	('>1k', 9.489346788048453)	('>5k', 2.9696364726911)	('>10k+', 1.357935074920437)
ERR1042156	(1.0, 35.79142468920315)	(2.0, 9.121543931645748)	(3.0, 4.759246178889902)	(4.0, 3.237061809517256)	(5.0, 2.3173844377451096)	(6.0, 1.9386435943309994)	(7.0, 1.6256369988126618)	(8.0, 1.338426988404331)	(9.0, 1.1797087097928962)	('>10', 14.36021029668291)	('>50', 3.6746442465736036)	('>100', 6.174966604727498)	('>500', 3.1550719569611245)	('>1k', 9.31044803593069)	('>5k', 2.0155815207821584)	('>10k+', 0.0)
ERR1042157	(1.0, 36.06093070477044)	(2.0, 9.10433014440442)	(3.0, 4.916410005756043)	(4.0, 3.305963858702623)	(5.0, 2.465256772900424)	(6.0, 1.9424582564444817)	(7.0, 1.6115933979911088)	(8.0, 1.29936032556303)	(9.0, 1.197852180717313)	('>10', 14.588087441399248)	('>50', 3.79273915989682)	('>100', 6.472061667420606)	('>500', 2.803743062983769)	('>1k', 8.619122973897802)	('>5k', 1.820090047151851)	('>10k+', 0.0)
ERR1042158	(1.0, 31.1543483896961)	(2.0, 8.760504148453501)	(3.0, 4.726644330188872)	(4.0, 3.145567102231015)	(5.0, 2.3025776258047004)	(6.0, 1.8372554670571097)	(7.0, 1.5499206684609526)	(8.0, 1.279616964712923)	(9.0, 1.156521149804116)	('>10', 13.737737204523068)	('>50', 4.262174262534179)	('>100', 8.325869829050058)	('>500', 3.8184928856896976)	('>1k', 9.550138214979247)	('>5k', 2.657493015520008)	('>10k+', 1.7351387412943575)
ERR1042159	(1.0, 43.965431195970254)	(2.0, 10.43123243226624)	(3.0, 5.557913390568799)	(4.0, 3.620357548160381)	(5.0, 2.8702752769043083)	(6.0, 2.2304574145070326)	(7.0, 1.7410097671445197)	(8.0, 1.4862950028524895)	(9.0, 1.2700209672304765)	('>10', 15.588050659461228)	('>50', 4.2898491165424435)	('>100', 5.6554540802840485)	('>500', 0.7583574710128317)	('>1k', 0.14051758218936117)	('>5k', 0.39477809490559757)	('>10k+', 0.0)
ERR1042160	(1.0, 49.223333695441475)	(2.0, 10.97460523943667)	(3.0, 5.476191480475081)	(4.0, 3.651890970384771)	(5.0, 2.6764657369598734)	(6.0, 2.0667791147992416)	(7.0, 1.6601056453027858)	(8.0, 1.4285941869282937)	(9.0, 1.217050527055209)	('>10', 13.61608888367164)	('>50', 3.203133176988867)	('>100', 3.7193160511435424)	('>500', 0.5466621242702757)	('>1k', 0.19973543375393935)	('>5k', 0.34004773338827954)	('>10k+', 0.0)
ERR1042161	(1.0, 44.56711274443311)	(2.0, 10.62903715085886)	(3.0, 5.6072248836260155)	(4.0, 3.666466246647021)	(5.0, 2.6883959952554695)	(6.0, 2.141464195998364)	(7.0, 1.7214506220145795)	(8.0, 1.4777197733399257)	(9.0, 1.2510362061548668)	('>10', 14.4085875553267)	('>50', 3.757870327733744)	('>100', 5.525014777073333)	('>500', 1.2170808246930918)	('>1k', 0.8815825722123694)	('>5k', 0.45995612463254054)	('>10k+', 0.0)
ERR1042162	(1.0, 50.552485832930024)	(2.0, 11.139341494435564)	(3.0, 5.781470591075264)	(4.0, 3.688347233397413)	(5.0, 2.672740920752728)	(6.0, 2.048935062665033)	(7.0, 1.711693609157975)	(8.0, 1.4397788868858845)	(9.0, 1.2313524223649583)	('>10', 12.888798337689888)	('>50', 2.850382563773109)	('>100', 3.2819289577974318)	('>500', 0.24481819441555114)	('>1k', 0.4679258926591756)	('>5k', 0.0)	('>10k+', 0.0)
ERR1042163	(1.0, 46.90840490093675)	(2.0, 10.917750868809682)	(3.0, 5.61702172788889)	(4.0, 3.604836604539269)	(5.0, 2.7978030178845246)	(6.0, 2.0431638700301917)	(7.0, 1.7756667139709545)	(8.0, 1.4206418525333382)	(9.0, 1.283195887690746)	('>10', 15.004778415862893)	('>50', 3.536930847870844)	('>100', 4.144654870808958)	('>500', 0.5903400298474819)	('>1k', 0.3548103913255351)	('>5k', 0.0)	('>10k+', 0.0)
ERR1042164	(1.0, 39.04611136247322)	(2.0, 10.102415297901643)	(3.0, 5.455668416859977)	(4.0, 3.730541573068238)	(5.0, 2.897763161995037)	(6.0, 2.3644925935671512)	(7.0, 2.017193247387548)	(8.0, 1.7661955124748183)	(9.0, 1.5445361155478783)	('>10', 18.517969413420513)	('>50', 4.387960151062357)	('>100', 4.90298176505868)	('>500', 0.9902402874227362)	('>1k', 0.5300623266507931)	('>5k', 0.1845733836479932)	('>10k+', 1.5612953914613397)
ERR1042165	(1.0, 39.083146946693596)	(2.0, 9.614629733898763)	(3.0, 5.329498716802267)	(4.0, 3.6552469294322405)	(5.0, 2.6589085913966075)	(6.0, 2.2618686049625683)	(7.0, 1.8053948431921634)	(8.0, 1.4312335970817)	(9.0, 1.3068545407710592)	('>10', 16.225444070706764)	('>50', 4.706784319343292)	('>100', 7.214638311562298)	('>500', 2.044686798558222)	('>1k', 1.984925413820272)	('>5k', 0.04561845975008808)	('>10k+', 0.6311201220280499)
ERR1042166	(1.0, 35.90406956752698)	(2.0, 9.172048812295518)	(3.0, 5.251654202818658)	(4.0, 3.4641241704194026)	(5.0, 2.664768964795)	(6.0, 2.0844666149925564)	(7.0, 1.7531412941722477)	(8.0, 1.4482623828132402)	(9.0, 1.1990421227721415)	('>10', 15.928482895423443)	('>50', 4.697888864216227)	('>100', 6.771799301976269)	('>500', 2.185604926362508)	('>1k', 5.377552762433218)	('>5k', 1.4796519931118575)	('>10k+', 0.617441123870807)
ERR1042167	(1.0, 44.702245862040094)	(2.0, 10.765178706610126)	(3.0, 5.611502046678797)	(4.0, 3.715929773191699)	(5.0, 2.775125772200776)	(6.0, 2.1197887957296904)	(7.0, 1.8263494758876981)	(8.0, 1.5862292438345054)	(9.0, 1.2897833161331003)	('>10', 14.804512628642073)	('>50', 3.2019905619143336)	('>100', 4.059351789366379)	('>500', 1.7747684574820024)	('>1k', 1.7672435702886684)	('>5k', 0.0)	('>10k+', 0.0)
ERR1042168	(1.0, 44.93537626487514)	(2.0, 9.600890277542703)	(3.0, 4.772324728495038)	(4.0, 3.214867348834117)	(5.0, 2.2460460017706723)	(6.0, 1.7063390605117048)	(7.0, 1.3937813363241736)	(8.0, 1.2622974084589578)	(9.0, 1.0208507600638703)	('>10', 12.188193807314363)	('>50', 3.3106598986652593)	('>100', 6.250974847019913)	('>500', 2.661961029360179)	('>1k', 4.2159457640045614)	('>5k', 0.23893122681011675)	('>10k+', 0.9805602399492087)
ERR1042169	(1.0, 46.29068559686437)	(2.0, 9.45315128801885)	(3.0, 4.866964609338333)	(4.0, 3.1256901446541154)	(5.0, 2.346108455156905)	(6.0, 1.7942801315213277)	(7.0, 1.5390008980163652)	(8.0, 1.2956494167095056)	(9.0, 1.0566424921520605)	('>10', 12.467052635813115)	('>50', 3.104526489835945)	('>100', 5.806927055837374)	('>500', 2.839330585466302)	('>1k', 3.1271629186107757)	('>5k', 0.2153274463605918)	('>10k+', 0.6714998356440639)
ERR1042170	(1.0, 40.64342051134973)	(2.0, 8.679847376851937)	(3.0, 4.348270493339726)	(4.0, 2.912742821256108)	(5.0, 2.2101220415109797)	(6.0, 1.7144777872881638)	(7.0, 1.3783029810443908)	(8.0, 1.22257950146394)	(9.0, 1.0536322140644205)	('>10', 12.889597824596368)	('>50', 3.442247929905414)	('>100', 6.6404584890509435)	('>500', 3.404242630194602)	('>1k', 7.609250655314254)	('>5k', 0.25452367389567393)	('>10k+', 1.596283068873447)
