"","gene","zero.all","segIdx","rho","sigma","mu","mu.scaled","zero","segIdx_hESC","segIdx_non_hESC","segIdx_hESCvsnon_hESC"
"ENSG00000249920","ENSG00000249920",0,0.64594546106925,0.444652243020385,0.206966006861452,2.47505444447449,0.0922129565476223,0,6333.5,6334.5,-1
"ENSG00000151413","ENSG00000151413",0,0.645900609974883,0.75783665398334,0.729472705099499,9.71656053606053,0.473211276014819,0,6335,6334.5,0.5
"ENSG00000233467","ENSG00000233467",0.176470588235294,0.645855758880517,0.999999998165436,0.699123264167326,1.91007746232157,0.0624877477284215,0.0110272495991332,6336.5,6336,0.5
"ENSG00000256663","ENSG00000256663",0.588235294117647,0.645855758880517,0.641890390214797,0.120697433382637,0.948027549417967,0.0118712881930602,0.00698311070180011,6336.5,6337,-0.5
"ENSG00000120137","ENSG00000120137",0,0.645825858150939,0.524542699940431,0.334564990837777,10.1402320405249,0.49550196101398,0,6338,6338,0
"ENSG00000176105","ENSG00000176105",0,0.64581090778615,0.649306289529139,0.553719415719333,10.3956390819593,0.508939725525379,0,6339,6339,0
"ENSG00000253564","ENSG00000253564",0.411764705882353,0.645781007056572,0.922973507153058,0.463726754860081,1.42561896955791,0.0369988688598349,0.0152348283540497,6340,6340,0
"ENSG00000244753","ENSG00000244753",0.176470588235294,0.645736155962205,0.849711302443855,0.546301095999527,1.58514635981422,0.0453921045801311,0.00801037139649372,6341,6341,0
"ENSG00000126602","ENSG00000126602",0,0.645721205597417,0.628352289481162,0.519297360108583,10.0579686316871,0.491173825385228,0,6342,6342,0
"ENSG00000069482","ENSG00000069482",0,0.645706255232628,0.882348680472923,0.971949748477135,9.37308791243861,0.455140105359451,0,6343.5,6343.5,0
"ENSG00000163374","ENSG00000163374",0,0.645706255232628,0.999999999545833,1.22416436440461,9.61610404893641,0.467925945547675,0,6343.5,6343.5,0
"ENSG00000101901","ENSG00000101901",0,0.64567635450305,0.877030294921048,0.959644553557167,8.30636986433041,0.399016727358461,0,6345,6345,0
"ENSG00000278943","ENSG00000278943",0.147058823529412,0.645616553043894,0.950677328667499,0.668647718490771,1.96713805088523,0.0654898840348209,0.00963086529923837,6346,6346,0
"ENSG00000126581","ENSG00000126581",0,0.645601602679105,0.794508317327478,0.798431782490215,9.30713709345425,0.451670226182007,0,6347.5,6347,0.5
"ENSG00000163808","ENSG00000163808",0,0.645601602679105,0.72639831144521,0.675655816548648,9.9484465006027,0.485411522991238,0,6347.5,6348,-0.5
"ENSG00000204619","ENSG00000204619",0,0.645467049396005,0.938462137958387,1.07670930494961,8.80870252972437,0.425446022439901,0,6349,6349,0
"ENSG00000235559","ENSG00000235559",0.529411764705882,0.64540724793685,0.936358638068893,0.444151670765474,1.34290956261858,0.0326472678738708,0.0172838476979316,6350.5,6350,0.5
"ENSG00000251234","ENSG00000251234",0.205882352941176,0.64540724793685,0.742683050293158,0.361555267169732,1.32217843620105,0.0315565383728736,0.00649693437088574,6350.5,6351.5,-1
"ENSG00000228974","ENSG00000228974",0.764705882352941,0.645332496112905,0.74999588676011,0.235851122991113,0.991902517829334,0.0141796877193451,0.010843290608911,6352,6351.5,0.5
"ENSG00000060982","ENSG00000060982",0,0.645317545748116,0.999999999989273,1.2581971968624,11.7943255157081,0.582529000184563,0,6353,6353,0
"ENSG00000138071","ENSG00000138071",0,0.645302595383327,0.698609444323754,0.631969472555713,10.8602162917961,0.533382587821147,0,6354,6354.5,-0.5
"ENSG00000162063","ENSG00000162063",0,0.645227843559383,0.772198575854867,0.760664696540785,9.38867793505216,0.455960345284833,0,6355.5,6354.5,1
"ENSG00000179460","ENSG00000179460",0.0294117647058824,0.645227843559383,0.738140954620242,0.428551101450644,2.57603424224993,0.0975258200274005,0.00286840647139413,6355.5,6356.5,-1
"ENSG00000130717","ENSG00000130717",0,0.645197942829805,0.878808911982802,0.965744513669329,9.85123176537522,0.480296751246152,0,6357,6356.5,0.5
"ENSG00000132254","ENSG00000132254",0,0.645168042100227,1,1.5112796845647,9.95373317646948,0.485689671569081,0,6358,6358,0
"ENSG00000163114","ENSG00000163114",0.5,0.645138141370649,0.824233978820091,0.350318906381522,1.18509449679319,0.0243441229057347,0.0121720614528673,6359,6359,0
"ENSG00000138600","ENSG00000138600",0,0.645123191005861,0.846291468633768,0.898262866288514,8.07232632161013,0.386702963435486,0,6360,6360,0
"ENSG00000107672","ENSG00000107672",0,0.645108240641072,0.541181854456778,0.365415061293995,9.54492703168641,0.464181099708431,0,6361,6361,0
"ENSG00000163898","ENSG00000163898",0.5,0.645078339911494,0.865064655493495,0.348999898584217,1.2984305316468,0.0303070867240587,0.0151535433620293,6362.5,6362.5,0
"ENSG00000174243","ENSG00000174243",0,0.645078339911494,0.999999999949273,1.25017304758757,9.71610378245409,0.473187244776805,0,6362.5,6362.5,0
"ENSG00000102755","ENSG00000102755",0,0.645063389546705,0.773985327981386,0.763372982110658,10.0001119292413,0.488129803033663,0,6364,6364,0
"ENSG00000158710","ENSG00000158710",0,0.645048439181916,1,1.51255067100465,9.49280536725576,0.461438815671829,0,6365.5,6365,0.5
"ENSG00000223886","ENSG00000223886",0.529411764705882,0.645048439181916,0.875000000000131,0.386857393409723,1.2361370943485,0.0270296338538523,0.0143098061579218,6365.5,6366,-0.5
"ENSG00000177479","ENSG00000177479",0,0.645018538452338,0.999999999979841,1.25637114404647,11.3791815648779,0.56068697649462,0,6367,6367,0
"ENSG00000219902","ENSG00000219902",0.147058823529412,0.64498863772276,1,0.821990544710129,2.27780443173996,0.0818350154927831,0.0120345611018799,6368,6368,0
"ENSG00000101680","ENSG00000101680",0,0.644973687357972,0.822140209058706,0.85300240549648,9.7023666189567,0.472464489573597,0,6369.5,6369,0.5
"ENSG00000246777","ENSG00000246777",0.352941176470588,0.644973687357972,0.736122622541425,0.282206899959259,1.19175413450593,0.0246945073070904,0.00871570846132601,6369.5,6370,-0.5
"ENSG00000236646","ENSG00000236646",0.529411764705882,0.644958736993183,0.690651579235041,0.15987006885146,1.05391776709761,0.0174425042458695,0.0092342669536956,6371,6371,0
"ENSG00000135218","ENSG00000135218",0.0882352941176471,0.644928836263605,0.935487344984732,0.716346358178028,2.1550198924974,0.0753749362611543,0.00665072967010185,6372,6372,0
"ENSG00000270413","ENSG00000270413",0.411764705882353,0.644913885898816,0.641976607338472,0.147014825813648,1.01286765371878,0.0152827291916931,0.00629288849069716,6373,6373,0
"ENSG00000227517","ENSG00000227517",0.794117647058823,0.644898935534027,0.857142857142881,0.277911191189238,1.1524905742582,0.0226287284095118,0.0179698725604947,6374,6374,0
"ENSG00000243538","ENSG00000243538",0,0.644869034804449,0.385436762863156,0.115758319016975,2.29926537138017,0.0829641427535622,0,6375.5,6375,0.5
"ENSG00000267187","ENSG00000267187",0.0294117647058824,0.644869034804449,0.950003932901291,0.80535057077257,2.54908041655327,0.0961076948247481,0.00282669690661024,6375.5,6376,-0.5
"ENSG00000216316","ENSG00000216316",0.441176470588235,0.644794282980505,0.750045055116175,0.260165260114105,1.16755203961952,0.023421159282151,0.0103328643891843,6377,6377,0
"ENSG00000188976","ENSG00000188976",0,0.644779332615716,1,1.29116583829554,9.94418799464392,0.485187469652994,0,6378,6378,0
"ENSG00000094914","ENSG00000094914",0,0.644734481521349,1,1.51619271244446,9.34964716832014,0.45390681438334,0,6379,6379.5,-0.5
"ENSG00000213972","ENSG00000213972",0.794117647058823,0.644734481521349,0.857142857142857,0.275102459726228,1.15648104706777,0.0228386796841637,0.0181365985727182,6380,6379.5,0.5
"ENSG00000224470","ENSG00000224470",0,0.644689630426982,0.669151348373665,0.590970895669782,9.16272109033735,0.444072047875474,0,6381,6381,0
"ENSG00000135441","ENSG00000135441",0,0.644674680062194,0.82707658398401,0.865662172371875,8.11982408277611,0.389201969436975,0,6382,6382,0
"ENSG00000041515","ENSG00000041515",0.411764705882353,0.644644779332616,0.799891802031831,0.330401532286717,1.24881121132921,0.0276964588498278,0.011404424232282,6383,6383,0
"ENSG00000115020","ENSG00000115020",0,0.644629828967827,0.694481287360918,0.63051913089051,9.05715378241558,0.438517821116541,0,6384,6384,0
"ENSG00000121897","ENSG00000121897",0,0.644599928238249,0.999999995200449,1.19771435156391,9.70809720950233,0.472765993893255,0,6385,6385,0
"ENSG00000204592","ENSG00000204592",0,0.644525176414305,0.870808383984664,0.953609132555883,9.39284757575753,0.456179723143725,0,6386,6386,0
"ENSG00000086589","ENSG00000086589",0,0.644480325319938,1,1.29343556985815,9.42905371538361,0.458084641565041,0,6387.5,6387,0.5
"ENSG00000091651","ENSG00000091651",0,0.644480325319938,0.99999999986128,1.24422942836154,10.5765999650531,0.518460644444186,0,6387.5,6388,-0.5
"ENSG00000141759","ENSG00000141759",0,0.64445042459036,0.999999999989032,1.26422024928802,9.50627193377364,0.4621473339203,0,6389,6389,0
"ENSG00000238263","ENSG00000238263",0.794117647058823,0.644435474225571,0.566751081486683,0.0462959780483305,0.81608652420662,0.00492945755195767,0.00391456923243697,6390,6390,0
"ENSG00000236695","ENSG00000236695",0.0588235294117647,0.644405573495993,0.669548930610563,0.25843737947473,2.1420486153022,0.0746924767354409,0.00439367510208476,6391.5,6391,0.5
"ENSG00000268785","ENSG00000268785",0,0.644405573495993,0.718174542835731,0.667367961675406,2.25547666513842,0.0806602817502366,0,6391.5,6392,-0.5
"ENSG00000157181","ENSG00000157181",0,0.644390623131204,0.847416223823009,0.903485443332127,9.41143929782359,0.457157891880116,0,6393.5,6393,0.5
"ENSG00000233353","ENSG00000233353",0.588235294117647,0.644390623131204,0.999999986989466,0.49563941739453,1.38610586991221,0.0349199609128482,0.020541153478146,6393.5,6394,-0.5
"ENSG00000267800","ENSG00000267800",0.617647058823529,0.644323346489654,0.923076923076923,0.432416765117557,1.25717152197262,0.0281363209814175,0.0173783159002873,6395,6395,0
"ENSG00000233421","ENSG00000233421",0.470588235294118,0.64431587130726,0.999999998936715,0.552386810380234,1.4555252960784,0.0385723343795261,0.0181516867668358,6396,6396,0
"ENSG00000040275","ENSG00000040275",0,0.644300920942471,0.637447606449935,0.541603253846577,10.2137809879659,0.499371601530636,0,6397.5,6397.5,0
"ENSG00000227725","ENSG00000227725",0.558823529411765,0.644300920942471,0.657398787349093,0.143746210712505,0.979985331875928,0.0135526872357992,0.00757356051412305,6397.5,6397.5,0
"ENSG00000214035","ENSG00000214035",0.205882352941176,0.644271020212893,1,0.735021944276687,2.16624615391845,0.0759655850407347,0.0156399733907395,6399,6399.5,-0.5
"ENSG00000288032","ENSG00000288032",0.529411764705882,0.644241119483315,0.838784347668514,0.336857579025639,1.19885405734402,0.025068056488082,0.0132713240231022,6400,6399.5,0.5
"ENSG00000166897","ENSG00000166897",0.735294117647059,0.644233644300921,0.888888888888889,0.367912375883735,1.17029131041758,0.023565280899592,0.0173274124261706,6401,6401,0
"ENSG00000081721","ENSG00000081721",0,0.644211218753738,0.751041204888513,0.726251234870839,9.38499778499078,0.455766721062048,0,6402.5,6402,0.5
"ENSG00000104442","ENSG00000104442",0,0.644211218753738,0.630900405419154,0.530076805799089,10.4038634088387,0.509372433125176,0,6402.5,6403,-0.5
"ENSG00000100162","ENSG00000100162",0,0.644196268388949,1,1.52410940149059,9.84331288532978,0.479880114161101,0,6404,6404,0
"ENSG00000196924","ENSG00000196924",0,0.64418131802416,1,1.52414902684988,9.15062307657338,0.443435533474372,0,6405,6405,0
"ENSG00000230807","ENSG00000230807",0.205882352941176,0.644166367659371,0.995677346976046,0.659057532198888,1.74871390270528,0.0539979053863032,0.0111172158148271,6406,6406.5,-0.5
"ENSG00000099399","ENSG00000099399",0.705882352941177,0.644128991747399,0.9,0.34017150923104,1.2763699173198,0.0291464086995292,0.0205739355526089,6407,6406.5,0.5
"ENSG00000180221","ENSG00000180221",0.0588235294117647,0.644121516565004,0.844482517805837,0.585149111215157,2.64235872217585,0.101015358677471,0.00594207992220419,6408,6408,0
"ENSG00000160321","ENSG00000160321",0,0.644091615835426,0.970588235655165,1.13633306650103,9.2483557350115,0.448577554781963,0,6409.5,6409,0.5
"ENSG00000293144","ENSG00000293144",0.588235294117647,0.644091615835426,0.948215531283064,0.431826077624909,1.38450133128418,0.0348355411094168,0.0204914947702452,6409.5,6410,-0.5
"ENSG00000104723","ENSG00000104723",0,0.644076665470637,0.49729267645471,0.290130017773952,9.81127354202622,0.478194423946786,0,6412,6411.5,0.5
"ENSG00000197457","ENSG00000197457",0,0.644076665470637,0.617666075937398,0.507714559563202,10.6451335520246,0.522066411135943,0,6412,6411.5,0.5
"ENSG00000240471","ENSG00000240471",0.411764705882353,0.644076665470637,0.837217902658781,0.359182161535033,1.30771718130866,0.0307956864531623,0.0126805767748315,6412,6413,-1
"ENSG00000083799","ENSG00000083799",0,0.644061715105849,0.813195955094347,0.839015065471982,9.75710920951948,0.475344668744051,0,6414.5,6414,0.5
"ENSG00000161920","ENSG00000161920",0,0.644061715105849,0.85868989086565,0.935665302000189,8.54226935905844,0.411428138730326,0,6414.5,6415,-0.5
"ENSG00000182919","ENSG00000182919",0,0.64404676474106,0.830306876477255,0.87330299896796,8.27544653675133,0.397389754227326,0,6416.5,6417,-0.5
"ENSG00000224887","ENSG00000224887",0.705882352941177,0.64404676474106,0.663580196159236,0.145724692587241,0.936643261514205,0.0112723251452069,0.00795693539661665,6416.5,6417,-0.5
"ENSG00000242705","ENSG00000242705",0.676470588235294,0.644016864011482,0.787415147440424,0.231475789304038,1.08634665793006,0.0191486897759353,0.0129535254366621,6418.5,6417,1.5
"ENSG00000270849","ENSG00000270849",0.529411764705882,0.644016864011482,0.625041438585097,0.119030504640112,0.940888638727759,0.0114956877390391,0.00608595233243248,6418.5,6419,-0.5
"ENSG00000232858","ENSG00000232858",0.0294117647058824,0.643986963281904,1,1.05939848571191,3.07317130341326,0.123681758095058,0.00363769876750172,6420,6420.5,-0.5
"ENSG00000213390","ENSG00000213390",0,0.643942112187537,0.700566059444597,0.639636265567139,9.63109561066669,0.468714698571312,0,6421,6420.5,0.5
"ENSG00000007923","ENSG00000007923",0,0.643927161822748,0.672772335793339,0.59928110864814,8.45500846145669,0.406837069563085,0,6422,6422.5,-0.5
"ENSG00000163513","ENSG00000163513",0,0.643867360363593,1,1.52679646118091,6.25203008317421,0.290931476260689,0,6423,6422.5,0.5
"ENSG00000229644","ENSG00000229644",0.0294117647058824,0.643852409998804,0.843452070722531,0.555760428894631,5.46853133752938,0.249709152945629,0.00734438685134203,6424,6424,0
"ENSG00000117519","ENSG00000117519",0,0.643807558904437,0.999999998732162,1.22378541521954,11.0233773762952,0.541967003578086,0,6425,6425,0
"ENSG00000233833","ENSG00000233833",0.411764705882353,0.643777658174859,0.798308228250492,0.309217239307193,1.26898946887648,0.0287581001877009,0.0118415706655239,6426,6426,0
"ENSG00000111711","ENSG00000111711",0,0.643762707810071,0.911553925245912,1.04156484286529,8.85405896248603,0.427832366446336,0,6427,6427,0
"ENSG00000048991","ENSG00000048991",0,0.643747757445282,0.870232382350483,0.955729748168959,9.76942033045022,0.475992395380755,0,6428,6428,0
"ENSG00000163625","ENSG00000163625",0,0.643732807080493,0.852959797331858,0.921668328433356,9.24665048643735,0.448487836312793,0,6429,6429,0
"ENSG00000139132","ENSG00000139132",0,0.643717856715704,0.793810026948845,0.804443886854677,10.2724306479895,0.502457343864304,0,6430,6430,0
"ENSG00000050130","ENSG00000050130",0,0.643702906350915,0.852938292409459,0.921225846559566,9.7721712866967,0.476137131806242,0,6431,6431,0
"ENSG00000113593","ENSG00000113593",0,0.643687955986126,0.815930271971602,0.845556531341755,9.39558014042348,0.456323491930549,0,6432.5,6432,0.5
"ENSG00000293160","ENSG00000293160",0.0882352941176471,0.643687955986126,0.87096774658186,0.576955394855902,2.59929239412575,0.0987495042536552,0.0087131915517931,6432.5,6433,-0.5
"ENSG00000150093","ENSG00000150093",0,0.64362815452697,0.762495509571692,0.74938319941903,10.380079275848,0.508121075384835,0,6434.5,6434,0.5
"ENSG00000158966","ENSG00000158966",0,0.64362815452697,0.871973431890793,0.959003042131894,10.304014539765,0.504119071347025,0,6434.5,6435.5,-1
"ENSG00000099968","ENSG00000099968",0,0.643613204162181,0.811572788231082,0.837577829534786,9.46677864736405,0.46006946840973,0,6436,6435.5,0.5
"ENSG00000268884","ENSG00000268884",0.0882352941176471,0.643598253797393,0.967741943053423,0.776819411682434,1.93188272705522,0.063634991010963,0.00561485214802615,6437,6437.5,-0.5
"ENSG00000158164","ENSG00000158164",0,0.643568353067815,0.842549251682285,0.896794582898278,9.86190151602896,0.480858120250996,0,6438,6437.5,0.5
"ENSG00000185236","ENSG00000185236",0,0.643553402703026,1,1.30052993624685,8.71402318172003,0.420464645358714,0,6439,6439,0
"ENSG00000119048","ENSG00000119048",0,0.643538452338237,0.776680997661639,0.774648780220101,9.92441604127211,0.484147205250538,0,6440,6440,0
"ENSG00000236857","ENSG00000236857",0.735294117647059,0.643523501973448,0.666659283884333,0.0943335114411915,0.977605204449032,0.0134274612761305,0.00987313329127243,6441.5,6441,0.5
"ENSG00000260490","ENSG00000260490",0.264705882352941,0.643523501973448,0.91999987522706,0.544762254408148,1.61268747331549,0.0468411288338607,0.0123991223383749,6441.5,6442,-0.5
"ENSG00000134108","ENSG00000134108",0,0.643523501973448,0.562848131173894,0.416741915430434,9.97115864102645,0.486606479844621,0,6443.5,6443,0.5
"ENSG00000213190","ENSG00000213190",0,0.643523501973448,0.91173058021648,1.04468431494786,9.99463320809756,0.487841550352219,0,6443.5,6444,-0.5
"ENSG00000213516","ENSG00000213516",0,0.643478650879081,1,1.53206040488,9.3340833432604,0.453087952793328,0,6445,6445,0
"ENSG00000213988","ENSG00000213988",0,0.643463700514293,0.787589896602845,0.796532104984146,8.92697042782575,0.431668467032732,0,6446,6446,0
"ENSG00000160310","ENSG00000160310",0,0.643448750149504,0.999999932841945,1.16994988249606,9.88242259916838,0.481937798717172,0,6447.5,6447,0.5
"ENSG00000219529","ENSG00000219529",0.294117647058824,0.643448750149504,0.745753938241263,0.295483613675644,1.3179868114878,0.0313360038664619,0.00921647172542998,6447.5,6448,-0.5
"ENSG00000259078","ENSG00000259078",0.705882352941177,0.643433799784715,0.637083994897263,0.0880184198171984,0.94533937201733,0.0117298547593077,0.00827989747715839,6449,6449,0
"ENSG00000165629","ENSG00000165629",0,0.643388948690348,0.999999873939323,1.1644371283627,11.8780153878427,0.586932186515752,0,6450.5,6450,0.5
"ENSG00000213091","ENSG00000213091",0.411764705882353,0.643388948690348,0.600234580226878,0.107672023984494,0.926248836193335,0.0107254418685803,0.00441635841647423,6450.5,6451,-0.5
"ENSG00000229757","ENSG00000229757",0.352941176470588,0.64335904796077,0.594203767089641,0.10859347123488,0.932945787531503,0.0110777894566545,0.00390980804352513,6452,6452,0
"ENSG00000241932","ENSG00000241932",0.205882352941176,0.643329147231192,0.999999982087481,0.675509898015292,1.77145005860411,0.0551941257690581,0.0113634964818649,6453,6453,0
"ENSG00000101079","ENSG00000101079",0,0.643299246501615,0.795161777035685,0.809927795340424,9.7853350595528,0.476829719131666,0,6454,6454,0
"ENSG00000279465","ENSG00000279465",0.676470588235294,0.64329177131922,0.909090909090909,0.367870030798199,1.29009329550453,0.0298684386142552,0.020205120239055,6455,6456,-1
"ENSG00000137563","ENSG00000137563",0,0.643284296136826,0.769019943180309,0.76252667852146,9.59571881506262,0.466853414536911,0,6456,6456,0
"ENSG00000088888","ENSG00000088888",0,0.643254395407248,0.852722686800261,0.921517460749567,9.70705902053123,0.472711371519363,0,6457,6456,1
"ENSG00000258647","ENSG00000258647",0,0.643149742853726,0.466398051003207,0.252464927118103,2.79400618470836,0.108994006716376,0,6458,6458,0
"ENSG00000241067","ENSG00000241067",0.323529411764706,0.643134792488937,0.68186487287004,0.228465334732471,1.13486525297115,0.0217014050453517,0.00702104280879026,6459,6459,0
"ENSG00000273507","ENSG00000273507",0.470588235294118,0.643127317306542,0.888888888888889,0.425675337283455,1.31445283393447,0.0311500702372107,0.0146588565822168,6460,6460,0
"ENSG00000213212","ENSG00000213212",0.0588235294117647,0.643119842124148,0.937505500246981,0.749332383431075,2.49922831725541,0.0934848197191863,0.00549910704230508,6461,6461,0
"ENSG00000140543","ENSG00000140543",0.735294117647059,0.643104891759359,0.664495541420448,0.123396757041756,0.951952330800872,0.0120777832359768,0.00888072296762997,6462,6462,0
"ENSG00000213942","ENSG00000213942",0.0588235294117647,0.64308994139457,0.999999999913571,0.833965188406878,3.04945858415866,0.122434157655075,0.00720200927382797,6463,6463,0
"ENSG00000007062","ENSG00000007062",0,0.643074991029781,0.904309226335976,1.02501787350173,9.9940258895892,0.487809597423072,0,6464.5,6464,0.5
"ENSG00000182870","ENSG00000182870",0.794117647058823,0.643074991029781,0.857142857142857,0.258084488048444,1.20341460499545,0.0253080011859213,0.0200975303535257,6464.5,6465,-0.5
"ENSG00000133627","ENSG00000133627",0,0.643045090300203,1,1.30424279109189,8.18719947834135,0.392746800050819,0,6466,6466,0
"ENSG00000148291","ENSG00000148291",0,0.643037615117809,0.999999999999999,1.29538092178008,10.0840632846906,0.492546746821137,0,6467,6467,0
"ENSG00000161800","ENSG00000161800",0,0.643015189570626,0.837342853651886,0.890526431415634,9.0516671964269,0.438229154640968,0,6468.5,6468,0.5
"ENSG00000176318","ENSG00000176318",0.588235294117647,0.643015189570626,0.857101840665411,0.329134475637553,1.230895419559,0.0267538529236514,0.0157375605433244,6468.5,6469,-0.5
"ENSG00000287858","ENSG00000287858",0.441176470588235,0.643000239205837,0.893335382992492,0.437203957814457,1.35165623151303,0.033107457523313,0.0146062312602852,6470,6470,0
"ENSG00000172270","ENSG00000172270",0,0.642925487381892,0.973321616663288,1.14518967362658,10.7920996202149,0.529798756354056,0,6471,6471,0
"ENSG00000226723","ENSG00000226723",0.235294117647059,0.642895586652314,1,0.6886885898527,2.3057708286208,0.0833064152373101,0.0196015094676024,6472,6473,-1
"ENSG00000289204","ENSG00000289204",0.411764705882353,0.642880636287525,0.687388187665117,0.220666805528572,1.07848969140971,0.0187353101553833,0.00771453947574606,6473,6473,0
"ENSG00000175467","ENSG00000175467",0,0.642865685922737,0.789145313566482,0.801137426265527,9.28393044191281,0.450449251549668,0,6474,6473,1
"ENSG00000121578","ENSG00000121578",0,0.642850735557948,0.740227854234907,0.711196535795945,9.90558949786629,0.483156681827886,0,6475,6475,0
"ENSG00000105131","ENSG00000105131",0,0.64282083482837,0.882243670656267,0.9843660987027,9.44655959988107,0.459005680985565,0,6476,6476,0
"ENSG00000135569","ENSG00000135569",0,0.642761033369214,0.425413266154122,0.193291713400521,2.54960552418767,0.0961353223822917,0,6477,6477,0
"ENSG00000089289","ENSG00000089289",0,0.642731132639636,1,1.30696840695409,9.46495786406442,0.45997367129674,0,6478,6478,0
"ENSG00000110881","ENSG00000110881",0.764705882352941,0.642716182274848,0.623729976081832,0.111691845566133,0.883321073805768,0.00846687781832645,0.00647467127283787,6479.5,6479.5,0
"ENSG00000224437","ENSG00000224437",0.705882352941177,0.642716182274848,0.899868211212614,0.367016745721951,1.23825543165471,0.027141086215215,0.0191584137989753,6479.5,6479.5,0
"ENSG00000115042","ENSG00000115042",0,0.642671331180481,0.665839153553077,0.592426790688757,7.70260918233908,0.367250986600977,0,6482.5,6481,1.5
"ENSG00000116857","ENSG00000116857",0,0.642671331180481,0.999999999973878,1.27129315094871,10.5666417800462,0.517936713136998,0,6482.5,6482,0.5
"ENSG00000168824","ENSG00000168824",0,0.642671331180481,0.876062603881976,0.971566827669146,10.4173134332249,0.510080081040282,0,6482.5,6483,-0.5
"ENSG00000185650","ENSG00000185650",0,0.642671331180481,0.809374062352191,0.838859686573055,11.0529119787616,0.54352091153087,0,6482.5,6484,-1.5
"ENSG00000085415","ENSG00000085415",0,0.642641430450903,1,1.54045156598774,8.5579995479765,0.412255753244059,0,6485,6485,0
"ENSG00000243071","ENSG00000243071",0.176470588235294,0.642641430450903,0.975095640755089,0.712870074064862,1.72078106319846,0.0525282712003416,0.00926969491770735,6486,6486,0
"ENSG00000230204","ENSG00000230204",0.5,0.642626480086114,0.717825981553999,0.235112198617154,1.08114430029252,0.01887497744426,0.00943748872213001,6487,6487.5,-0.5
"ENSG00000226543","ENSG00000226543",0.205882352941176,0.642581628991747,0.9999999993929,0.678417428071624,1.85093020657955,0.0593758253252914,0.0122244346257953,6488,6487.5,0.5
"ENSG00000157895","ENSG00000157895",0,0.642566678626958,1,1.54137610155975,9.82753778807425,0.479050136879058,0,6489.5,6489,0.5
"ENSG00000168434","ENSG00000168434",0,0.642566678626958,0.81081203538443,0.84160280698184,8.56633774343553,0.412694451826522,0,6489.5,6491,-1.5
"ENSG00000213657","ENSG00000213657",0.352941176470588,0.642536777897381,0.999999983633825,0.587692808158988,1.50061286532897,0.040944532634429,0.0144510115180338,6491,6491,0
"ENSG00000259225","ENSG00000259225",0.441176470588235,0.642506877167803,0.603871682982661,0.110337876805807,0.933511064214868,0.0111075304336933,0.00490038107368822,6492,6491,1
"ENSG00000232006","ENSG00000232006",0.617647058823529,0.642462026073436,0.762050582765441,0.239370580802069,1.08322362561462,0.0189843772629337,0.0117256447800473,6493,6493,0
"ENSG00000226072","ENSG00000226072",0.382352941176471,0.642447075708647,0.620911350006642,0.148027951871098,0.960495989859107,0.0125272919020083,0.00478984690370907,6494,6494,0
"ENSG00000149182","ENSG00000149182",0,0.642447075708647,0.999999999999999,1.29807557685368,9.61234903874671,0.467728382699041,0,6495,6495,0
"ENSG00000256081","ENSG00000256081",0.382352941176471,0.642432125343858,0.999999999053014,0.564554125693117,1.60112514776059,0.0462327986674792,0.0176772465493303,6496.5,6496,0.5
"ENSG00000257302","ENSG00000257302",0.705882352941177,0.642432125343858,0.900000000000021,0.388504977483285,1.19762002268173,0.0250031300588902,0.0176492682768637,6496.5,6497.5,-1
"ENSG00000198015","ENSG00000198015",0,0.642417174979069,0.999999992309947,1.20448336087636,10.5830254498282,0.518798709326012,0,6498,6497.5,0.5
"ENSG00000187239","ENSG00000187239",0,0.642357373519914,0.610273457900822,0.501864463218884,9.75010992132005,0.474976414266637,0,6499,6499,0
"ENSG00000253155","ENSG00000253155",0.411764705882353,0.642342423155125,0.639383655111928,0.144260161680844,1.0315844462798,0.0162674782786063,0.00669837340883787,6500,6500,0
"ENSG00000101363","ENSG00000101363",0,0.642297572060758,0.97058823531845,1.146274469002,9.78487124270509,0.476805316274404,0,6501,6501,0
"ENSG00000290394","ENSG00000290394",0,0.64226767133118,0.81799075213255,0.855593169764416,8.12145618501773,0.38928783944846,0,6502,6502,0
"ENSG00000004897","ENSG00000004897",0,0.642222820236814,0.797707856827917,0.819633401415136,9.24664764778627,0.448487686962468,0,6503,6504,-1
"ENSG00000253175","ENSG00000253175",0.735294117647059,0.642207869872025,0.999999998422763,0.494612555666822,1.32491782399352,0.0317006661457568,0.0233093133424682,6504,6504,0
"ENSG00000114742","ENSG00000114742",0,0.642192919507236,0.739869927433074,0.714540537037258,8.97179356040344,0.434026752445928,0,6505,6504,1
"ENSG00000267691","ENSG00000267691",0.676470588235294,0.642177969142447,0.625364774949713,0.130957741053389,0.892506013430989,0.00895012626379596,0.00605449717845021,6506,6506,0
"ENSG00000084774","ENSG00000084774",0,0.642163018777658,0.999999999988553,1.28043645935571,10.5931598709813,0.519331912968912,0,6507,6507,0
"ENSG00000081913","ENSG00000081913",0,0.642148068412869,0.794584016943573,0.814839954149388,9.97909675438446,0.487024128854494,0,6508.5,6508,0.5
"ENSG00000169783","ENSG00000169783",0,0.642148068412869,1,1.31152124589261,9.12121088009266,0.441888065683934,0,6508.5,6509,-0.5
"ENSG00000240068","ENSG00000240068",0.147058823529412,0.642043415859347,0.840741007413733,0.582318548328117,1.5260409837778,0.0422823855995014,0.00621799788227962,6510,6510,0
