GSM_ID,SRR_ID
GSM1965934,SRR2978622
GSM1965935,SRR2978623
GSM1965936,SRR2978624
GSM1965937,SRR2978625
GSM1965938,SRR2978626
GSM1965939,SRR2978627
GSM1965940,SRR2978628
GSM1965941,SRR2978629
GSM1965942,SRR2978630
GSM1965943,SRR2978631
GSM1965944,SRR2978632
GSM1965945,SRR2978633
GSM1965946,SRR2978634
GSM1965947,SRR2978635
GSM1965948,SRR2978636
GSM1965949,SRR2978637
GSM1965950,SRR2978638
GSM1965951,SRR2978639
GSM1965952,SRR2978640
GSM1965953,SRR2978641
GSM1965954,SRR2978642
GSM1965955,SRR2978643
GSM1965956,SRR2978644
GSM1965957,SRR2978645
GSM1965958,SRR2978646
GSM1965959,SRR2978647
GSM1965960,SRR2978648
GSM1965961,SRR2978649
GSM1965962,SRR2978650
GSM1965963,SRR2978651
GSM1965964,SRR2978652
GSM1965965,SRR2978653
GSM1965966,SRR2978654
GSM1965967,SRR2978655
GSM1965968,SRR2978656
GSM1965969,SRR2978657
GSM1965970,SRR2978658
GSM1965971,SRR2978659
GSM1965972,SRR2978660
GSM1965973,SRR2978661
GSM1965974,SRR2978662
GSM1965975,SRR2978663
GSM1965976,SRR2978664
GSM1965977,SRR2978665
GSM1965978,SRR2978666
GSM1965979,SRR2978667
GSM1965980,SRR2978668
GSM1965981,SRR2978669
GSM1965982,SRR2978670
GSM1965983,SRR2978671
GSM1965984,SRR2978672
GSM1965985,SRR2978673
GSM1965986,SRR2978675
GSM1965987,SRR2978676
GSM1965988,SRR2978677
GSM1965989,SRR2978678
GSM1965990,SRR2978679
GSM1965991,SRR2978680
GSM1965992,SRR2978681
GSM1965993,SRR2978682
GSM1965994,SRR2978683
GSM1965995,SRR2978684
GSM1965996,SRR2978685
GSM1965997,SRR2978686
GSM1965998,SRR2978687
GSM1965999,SRR2978688
GSM1966000,SRR2978689
GSM1966001,SRR2978690
GSM1966002,SRR2978691
GSM1966003,SRR2978692
GSM1966004,SRR2978693
GSM1966005,SRR2978694
GSM1966006,SRR2978695
GSM1966007,SRR2978696
GSM1966008,SRR2978697
GSM1966009,SRR2978698
GSM1966010,SRR2978699
GSM1966011,SRR2978700
GSM1966012,SRR2978701
GSM1966013,SRR2978702
GSM1966014,SRR2978703
GSM1966015,SRR2978704
GSM1966016,SRR2978705
GSM1966017,SRR2978706
GSM1966018,SRR2978707
GSM1966019,SRR2978708
GSM1966020,SRR2978709
GSM1966021,SRR2978710
GSM1966022,SRR2978711
GSM1966023,SRR2978712
GSM1966024,SRR2978713
GSM1966025,SRR2978714
GSM1966026,SRR2978715
GSM1966027,SRR2978716
GSM1966028,SRR2978717
GSM1966029,SRR2978718
GSM1966030,SRR2978719
GSM1966031,SRR2978720
GSM1966032,SRR2978721
GSM1966033,SRR2978722
GSM1966034,SRR2978723
GSM1966035,SRR2978724
GSM1966036,SRR2978725
GSM1966037,SRR2978726
GSM1966038,SRR2978727
GSM1966039,SRR2978728
GSM1966040,SRR2978729
GSM1966041,SRR2978730
GSM1966042,SRR2978731
GSM1966043,SRR2978732
GSM1966044,SRR2978733
GSM1966045,SRR2978734
GSM1966046,SRR2978735
GSM1966047,SRR2978736
GSM1966048,SRR2978737
GSM1966049,SRR2978738
GSM1966050,SRR2978739
GSM1966051,SRR2978740
GSM1966052,SRR2978741
GSM1966053,SRR2978742
GSM1966054,SRR2978743
GSM1966055,SRR2978744
GSM1966056,SRR2978745
GSM1966057,SRR2978746
GSM1966058,SRR2978747
GSM1966059,SRR2978748
GSM1966060,SRR2978749
GSM1966061,SRR2978750
GSM1966062,SRR2978751
GSM1966063,SRR2978752
GSM1966064,SRR2978753
GSM1966065,SRR2978754
GSM1966066,SRR2978755
GSM1966067,SRR2978756
GSM1966068,SRR2978757
GSM1966069,SRR2978758
GSM1966070,SRR2978759
GSM1966071,SRR2978760
GSM1966072,SRR2978761
GSM1966073,SRR2978762
GSM1966074,SRR2978763
GSM1966075,SRR2978764
GSM1966076,SRR2978765
GSM1966077,SRR2978766
GSM1966078,SRR2978767
GSM1966079,SRR2978768
GSM1966080,SRR2978769
GSM1966081,SRR2978770
GSM1966082,SRR2978771
GSM1966083,SRR2978772
GSM1966084,SRR2978773
GSM1966085,SRR2978774
GSM1966086,SRR2978775
GSM1966087,SRR2978776
GSM1966088,SRR2978777
GSM1966089,SRR2978778
GSM1966090,SRR2978779
GSM1966091,SRR2978780
GSM1966092,SRR2978781
GSM1966093,SRR2978782
GSM1966094,SRR2978783
GSM1966095,SRR2978784
GSM1966096,SRR2978785
GSM1966097,SRR2978786
GSM1966098,SRR2978787
GSM1966099,SRR2978788
GSM1966100,SRR2978789
GSM1966101,SRR2978790
GSM1966102,SRR2978791
GSM1966103,SRR2978792
GSM1966104,SRR2978793
GSM1966105,SRR2978794
GSM1966106,SRR2978795
GSM1966107,SRR2978796
GSM1966108,SRR2978797
GSM1966109,SRR2978798
GSM1966110,SRR2978799
GSM1966111,SRR2978800
GSM1966112,SRR2978801
GSM1966113,SRR2978802
GSM1966114,SRR2978803
GSM1966115,SRR2978804
GSM1966116,SRR2978805
GSM1966117,SRR2978806
GSM1966118,SRR2978807
GSM1966119,SRR2978808
GSM1966120,SRR2978809
GSM1966121,SRR2978810
GSM1966122,SRR2978811
GSM1966123,SRR2978812
GSM1966124,SRR2978813
GSM1966125,SRR2978814
GSM1966126,SRR2978815
GSM1966127,SRR2978816
GSM1966128,SRR2978817
GSM1966129,SRR2978818
GSM1966130,SRR2978819
GSM1966131,SRR2978820
GSM1966132,SRR2978821
GSM1966133,SRR2978822
GSM1966134,SRR2978823
GSM1966135,SRR2978824
GSM1966136,SRR2978825
GSM1966137,SRR2978826
GSM1966138,SRR2978827
GSM1966139,SRR2978828
GSM1966140,SRR2978829
GSM1966141,SRR2978830
GSM1966142,SRR2978831
GSM1966143,SRR2978832
GSM1966144,SRR2978833
GSM1966145,SRR2978834
GSM1966146,SRR2978835
GSM1966147,SRR2978836
GSM1966148,SRR2978837
GSM1966149,SRR2978838
GSM1966150,SRR2978839
GSM1966151,SRR2978840
GSM1966152,SRR2978841
GSM1966153,SRR2978842
GSM1966154,SRR2978843
GSM1966155,SRR2978844
GSM1966156,SRR2978845
GSM1966157,SRR2978846
GSM1966158,SRR2978847
GSM1966159,SRR2978848
GSM1966160,SRR2978849
GSM1966161,SRR2978850
GSM1966162,SRR2978851
GSM1966163,SRR2978852
GSM1966164,SRR2978853
GSM1966165,SRR2978854
GSM1966166,SRR2978855
GSM1966167,SRR2978856
GSM1966168,SRR2978857
GSM1966169,SRR2978858
GSM1966170,SRR2978860
GSM1966171,SRR2978861
GSM1966172,SRR2978862
GSM1966173,SRR2978863
GSM1966174,SRR2978864
GSM1966175,SRR2978865
GSM1966176,SRR2978866
GSM1966177,SRR2978867
GSM1966178,SRR2978868
GSM1966179,SRR2978869
GSM1966180,SRR2978870
GSM1966181,SRR2978871
GSM1966182,SRR2978872
GSM1966183,SRR2978873
GSM1966184,SRR2978874
GSM1966185,SRR2978875
GSM1966186,SRR2978876
GSM1966187,SRR2978877
GSM1966188,SRR2978878
GSM1966189,SRR2978879
GSM1966190,SRR2978880
GSM1966191,SRR2978881
GSM1966192,SRR2978882
GSM1966193,SRR2978883
GSM1966194,SRR2978884
GSM1966195,SRR2978885
GSM1966196,SRR2978886
GSM1966197,SRR2978887
GSM1966198,SRR2978888
GSM1966199,SRR2978889
GSM1966200,SRR2978890
GSM1966201,SRR2978891
GSM1966202,SRR2978892
GSM1966203,SRR2978893
GSM1966204,SRR2978894
GSM1966205,SRR2978895
GSM1966206,SRR2978896
GSM1966207,SRR2978897
GSM1966208,SRR2978898
GSM1966209,SRR2978899
GSM1966210,SRR2978900
GSM1966211,SRR2978901
GSM1966212,SRR2978902
GSM1966213,SRR2978903
GSM1966214,SRR2978904
GSM1966215,SRR2978905
GSM1966216,SRR2978906
GSM1966217,SRR2978907
GSM1966218,SRR2978908
GSM1966219,SRR2978909
GSM1966220,SRR2978910
GSM1966221,SRR2978911
GSM1966222,SRR2978912
GSM1966223,SRR2978913
GSM1966224,SRR2978914
GSM1966225,SRR2978915
GSM1966226,SRR2978916
GSM1966227,SRR2978917
GSM1966228,SRR2978918
GSM1966229,SRR2978919
GSM1966230,SRR2978920
GSM1966231,SRR2978921
GSM1966232,SRR2978922
GSM1966233,SRR2978923
GSM1966234,SRR2978924
GSM1966235,SRR2978925
GSM1966236,SRR2978926
GSM1966237,SRR2978927
GSM1966238,SRR2978928
GSM1966239,SRR2978929
GSM1966240,SRR2978930
GSM1966241,SRR2978931
GSM1966242,SRR2978932
GSM1966243,SRR2978933
GSM1966244,SRR2978934
GSM1966245,SRR2978935
GSM1966246,SRR2978936
GSM1966247,SRR2978937
GSM1966248,SRR2978938
GSM1966249,SRR2978939
GSM1966250,SRR2978940
GSM1966251,SRR2978941
GSM1966252,SRR2978942
GSM1966253,SRR2978943
GSM1966254,SRR2978944
GSM1966255,SRR2978945
GSM1966256,SRR2978946
GSM1966257,SRR2978947
GSM1966258,SRR2978948
GSM1966259,SRR2978949
GSM1966260,SRR2978950
GSM1966261,SRR2978951
GSM1966262,SRR2978952
GSM1966263,SRR2978953
GSM1966264,SRR2978954
GSM1966265,SRR2978955
GSM1966266,SRR2978956
GSM1966267,SRR2978957
GSM1966268,SRR2978958
GSM1966269,SRR2978959
GSM1966270,SRR2978960
GSM1966271,SRR2978961
GSM1966272,SRR2978962
GSM1966273,SRR2978963
GSM1966274,SRR2978964
GSM1966275,SRR2978965
GSM1966276,SRR2978966
GSM1966277,SRR2978967
GSM1966278,SRR2978968
GSM1966279,SRR2978969
GSM1966280,SRR2978970
GSM1966281,SRR2978971
GSM1966282,SRR2978972
GSM1966283,SRR2978973
GSM1966284,SRR2978974
GSM1966285,SRR2978975
GSM1966286,SRR2978976
GSM1966287,SRR2978977
GSM1966288,SRR2978978
GSM1966289,SRR2978979
GSM1966290,SRR2978980
GSM1966291,SRR2978981
GSM1966292,SRR2978982
GSM1966293,SRR2978983
GSM1966294,SRR2978984
GSM1966295,SRR2978985
GSM1966296,SRR2978986
GSM1966297,SRR2978987
GSM1966298,SRR2978988
GSM1966299,SRR2978989
GSM1966300,SRR2978990
GSM1966301,SRR2978991
GSM1966302,SRR2978992
GSM1966303,SRR2978993
GSM1966304,SRR2978994
GSM1966305,SRR2978995
GSM1966306,SRR2978996
GSM1966307,SRR2978997
GSM1966308,SRR2978998
GSM1966309,SRR2978999
GSM1966310,SRR2979000
GSM1966311,SRR2979001
GSM1966312,SRR2979002
GSM1966313,SRR2979003
GSM1966314,SRR2979004
GSM1966315,SRR2979005
GSM1966316,SRR2979006
GSM1966317,SRR2979007
GSM1966318,SRR2979008
GSM1966319,SRR2979009
GSM1966320,SRR2979010
GSM1966321,SRR2979011
GSM1966322,SRR2979012
GSM1966323,SRR2979013
GSM1966324,SRR2979014
GSM1966325,SRR2979015
GSM1966326,SRR2979016
GSM1966327,SRR2979017
GSM1966328,SRR2979018
GSM1966329,SRR2979019
GSM1966330,SRR2979020
GSM1966331,SRR2979021
GSM1966332,SRR2979022
GSM1966333,SRR2979023
GSM1966334,SRR2979024
GSM1966335,SRR2979025
GSM1966336,SRR2979026
GSM1966337,SRR2979027
GSM1966338,SRR2979028
GSM1966339,SRR2979029
GSM1966340,SRR2979030
GSM1966341,SRR2979031
GSM1966342,SRR2979032
GSM1966343,SRR2979034
GSM1966344,SRR2979035
GSM1966345,SRR2979036
GSM1966346,SRR2979037
GSM1966347,SRR2979038
GSM1966348,SRR2979039
GSM1966349,SRR2979040
GSM1966350,SRR2979041
GSM1966351,SRR2979042
GSM1966352,SRR2979043
GSM1966353,SRR2979044
GSM1966354,SRR2979045
GSM1966355,SRR2979046
GSM1966356,SRR2979047
GSM1966357,SRR2979048
GSM1966358,SRR2979049
GSM1966359,SRR2979050
GSM1966360,SRR2979051
GSM1966361,SRR2979052
GSM1966362,SRR2979053
GSM1966363,SRR2979054
GSM1966364,SRR2979055
GSM1966365,SRR2979056
GSM1966366,SRR2979057
GSM1966367,SRR2979058
GSM1966368,SRR2979059
GSM1966369,SRR2979060
GSM1966370,SRR2979061
GSM1966371,SRR2979062
GSM1966372,SRR2979063
GSM1966373,SRR2979064
GSM1966374,SRR2979065
GSM1966375,SRR2979066
GSM1966376,SRR2979067
GSM1966377,SRR2979068
GSM1966378,SRR2979069
GSM1966379,SRR2979070
GSM1966380,SRR2979071
GSM1966381,SRR2979072
GSM1966382,SRR2979073
GSM1966383,SRR2979074
GSM1966384,SRR2979075
GSM1966385,SRR2979076
GSM1966386,SRR2979077
GSM1966387,SRR2979078
GSM1966388,SRR2979079
GSM1966389,SRR2979080
GSM1966390,SRR2979081
GSM1966391,SRR2979082
GSM1966392,SRR2979083
GSM1966393,SRR2979084
GSM1966394,SRR2979085
GSM1966395,SRR2979086
GSM1966396,SRR2979087
GSM1966397,SRR2979088
GSM1966398,SRR2979089
GSM1966399,SRR2979090
GSM1966400,SRR2979091
GSM1966401,SRR2979092
GSM1966402,SRR2979093
GSM1966403,SRR2979094
GSM1966404,SRR2979095
GSM1966405,SRR2979096
GSM1966406,SRR2979097
GSM1966407,SRR2979098
GSM1966408,SRR2979099
GSM1966409,SRR2979100
GSM1966410,SRR2979101
GSM1966411,SRR2979102
GSM1966412,SRR2979103
GSM1966413,SRR2979104
GSM1966414,SRR2979105
GSM1966415,SRR2979106
GSM1966416,SRR2979107
GSM1966417,SRR2979108
GSM1966418,SRR2979109
GSM1966419,SRR2979110
GSM1966420,SRR2979111
GSM1966421,SRR2979112
GSM1966422,SRR2979113
GSM1966423,SRR2979114
GSM1966424,SRR2979115
GSM1966425,SRR2979116
GSM1966426,SRR2979117
GSM1966427,SRR2979118
GSM1966428,SRR2979119
GSM1966429,SRR2979120
GSM1966430,SRR2979121
GSM1966431,SRR2979122
GSM1966432,SRR2979123
GSM1966433,SRR2979124
GSM1966434,SRR2979125
GSM1966435,SRR2979126
GSM1966436,SRR2979127
GSM1966437,SRR2979128
GSM1966438,SRR2979129
GSM1966439,SRR2979130
GSM1966440,SRR2979131
GSM1966441,SRR2979132
GSM1966442,SRR2979133
GSM1966443,SRR2979134
GSM1966444,SRR2979135
GSM1966445,SRR2979136
GSM1966446,SRR2979137
GSM1966447,SRR2979138
GSM1966448,SRR2979139
GSM1966449,SRR2979140
GSM1966450,SRR2979141
GSM1966451,SRR2979142
GSM1966452,SRR2979143
GSM1966453,SRR2979144
GSM1966454,SRR2979145
GSM1966455,SRR2979146
GSM1966456,SRR2979147
GSM1966457,SRR2979148
GSM1966458,SRR2979149
GSM1966459,SRR2979150
GSM1966460,SRR2979151
GSM1966461,SRR2979152
GSM1966462,SRR2979153
GSM1966463,SRR2979154
GSM1966464,SRR2979155
GSM1966465,SRR2979156
GSM1966466,SRR2979157
GSM1966467,SRR2979158
GSM1966468,SRR2979159
GSM1966469,SRR2979160
GSM1966470,SRR2979161
GSM1966471,SRR2979162
GSM1966472,SRR2979163
GSM1966473,SRR2979164
GSM1966474,SRR2979165
GSM1966475,SRR2979166
GSM1966476,SRR2979167
GSM1966477,SRR2979168
GSM1966478,SRR2979169
GSM1966479,SRR2979170
GSM1966480,SRR2979171
GSM1966481,SRR2979172
GSM1966482,SRR2979173
GSM1966483,SRR2979174
GSM1966484,SRR2979175
GSM1966485,SRR2979176
GSM1966486,SRR2979177
GSM1966487,SRR2979178
GSM1966488,SRR2979179
GSM1966489,SRR2979180
GSM1966490,SRR2979181
GSM1966491,SRR2979182
GSM1966492,SRR2979183
GSM1966493,SRR2979184
GSM1966494,SRR2979185
GSM1966495,SRR2979186
GSM1966496,SRR2979187
GSM1966497,SRR2979188
GSM1966498,SRR2979189
GSM1966499,SRR2979190
GSM1966500,SRR2979191
GSM1966501,SRR2979192
GSM1966502,SRR2979193
GSM1966503,SRR2979194
GSM1966504,SRR2979195
GSM1966505,SRR2979196
GSM1966506,SRR2979197
GSM1966507,SRR2979198
GSM1966508,SRR2979199
GSM1966509,SRR2979200
GSM1966510,SRR2979201
GSM1966511,SRR2979202
GSM1966512,SRR2979203
GSM1966513,SRR2979204
GSM1966514,SRR2979205
GSM1966515,SRR2979206
GSM1966516,SRR2979207
GSM1966517,SRR2979208
GSM1966518,SRR2979209
GSM1966519,SRR2979210
GSM1966520,SRR2979211
GSM1966521,SRR2979212
GSM1966522,SRR2979213
GSM1966523,SRR2979214
GSM1966524,SRR2979215
GSM1966525,SRR2979216
GSM1966526,SRR2979217
GSM1966527,SRR2979218
GSM1966528,SRR2979219
GSM1966529,SRR2979220
GSM1966530,SRR2979221
GSM1966531,SRR2979222
GSM1966532,SRR2979223
GSM1966533,SRR2979224
GSM1966534,SRR2979225
GSM1966535,SRR2979226
GSM1966536,SRR2979227
GSM1966537,SRR2979228
GSM1966538,SRR2979229
GSM1966539,SRR2979230
GSM1966540,SRR2979231
GSM1966541,SRR2979232
GSM1966542,SRR2979233
GSM1966543,SRR2979235
GSM1966544,SRR2979236
GSM1966545,SRR2979237
GSM1966546,SRR2979238
GSM1966547,SRR2979239
GSM1966548,SRR2979240
GSM1966549,SRR2979241
GSM1966550,SRR2979242
GSM1966551,SRR2979243
GSM1966552,SRR2979244
GSM1966553,SRR2979245
GSM1966554,SRR2979246
GSM1966555,SRR2979247
GSM1966556,SRR2979248
GSM1966557,SRR2979249
GSM1966558,SRR2979250
GSM1966559,SRR2979251
GSM1966560,SRR2979252
GSM1966561,SRR2979253
GSM1966562,SRR2979254
GSM1966563,SRR2979255
GSM1966564,SRR2979256
GSM1966565,SRR2979257
GSM1966566,SRR2979258
GSM1966567,SRR2979259
GSM1966568,SRR2979260
GSM1966569,SRR2979261
GSM1966570,SRR2979262
GSM1966571,SRR2979263
GSM1966572,SRR2979264
GSM1966573,SRR2979265
GSM1966574,SRR2979266
GSM1966575,SRR2979267
GSM1966576,SRR2979268
GSM1966577,SRR2979269
GSM1966578,SRR2979270
GSM1966579,SRR2979271
GSM1966580,SRR2979272
GSM1966581,SRR2979273
GSM1966582,SRR2979274
GSM1966583,SRR2979275
GSM1966584,SRR2979276
GSM1966585,SRR2979277
GSM1966586,SRR2979278
GSM1966587,SRR2979279
GSM1966588,SRR2979280
GSM1966589,SRR2979281
GSM1966590,SRR2979282
GSM1966591,SRR2979283
GSM1966592,SRR2979284
GSM1966593,SRR2979285
GSM1966594,SRR2979286
GSM1966595,SRR2979287
GSM1966596,SRR2979288
GSM1966597,SRR2979289
GSM1966598,SRR2979290
GSM1966599,SRR2979291
GSM1966600,SRR2979292
GSM1966601,SRR2979293
GSM1966602,SRR2979294
GSM1966603,SRR2979295
GSM1966604,SRR2979296
GSM1966605,SRR2979297
GSM1966606,SRR2979298
GSM1966607,SRR2979299
GSM1966608,SRR2979300
GSM1966609,SRR2979301
GSM1966610,SRR2979302
GSM1966611,SRR2979303
GSM1966612,SRR2979304
GSM1966613,SRR2979305
GSM1966614,SRR2979306
GSM1966615,SRR2979307
GSM1966616,SRR2979308
GSM1966617,SRR2979309
GSM1966618,SRR2979310
GSM1966619,SRR2979311
GSM1966620,SRR2979312
GSM1966621,SRR2979313
GSM1966622,SRR2979314
GSM1966623,SRR2979315
GSM1966624,SRR2979316
GSM1966625,SRR2979317
GSM1966626,SRR2979318
GSM1966627,SRR2979319
GSM1966628,SRR2979320
GSM1966629,SRR2979321
GSM1966630,SRR2979322
GSM1966631,SRR2979323
GSM1966632,SRR2979324
GSM1966633,SRR2979325
GSM1966634,SRR2979326
GSM1966635,SRR2979327
GSM1966636,SRR2979328
GSM1966637,SRR2979329
GSM1966638,SRR2979330
GSM1966639,SRR2979331
GSM1966640,SRR2979332
GSM1966641,SRR2979333
GSM1966642,SRR2979334
GSM1966643,SRR2979335
GSM1966644,SRR2979336
GSM1966645,SRR2979337
GSM1966646,SRR2979338
GSM1966647,SRR2979339
GSM1966648,SRR2979340
GSM1966649,SRR2979341
GSM1966650,SRR2979342
GSM1966651,SRR2979343
GSM1966652,SRR2979344
GSM1966653,SRR2979345
GSM1966654,SRR2979346
GSM1966655,SRR2979347
GSM1966656,SRR2979348
GSM1966657,SRR2979349
GSM1966658,SRR2979350
GSM1966659,SRR2979351
GSM1966660,SRR2979352
GSM1966661,SRR2979353
GSM1966662,SRR2979354
GSM1966663,SRR2979355
GSM1966664,SRR2979356
GSM1966665,SRR2979357
GSM1966666,SRR2979358
GSM1966667,SRR2979359
GSM1966668,SRR2979360
GSM1966669,SRR2979361
GSM1966670,SRR2979362
GSM1966671,SRR2979363
GSM1966672,SRR2979364
GSM1966673,SRR2979365
GSM1966674,SRR2979366
GSM1966675,SRR2979367
GSM1966676,SRR2979368
GSM1966677,SRR2979369
GSM1966678,SRR2979370
GSM1966679,SRR2979371
GSM1966680,SRR2979372
GSM1966681,SRR2979373
GSM1966682,SRR2979374
GSM1966683,SRR2979375
GSM1966684,SRR2979376
GSM1966685,SRR2979377
GSM1966686,SRR2979378
GSM1966687,SRR2979379
GSM1966688,SRR2979380
GSM1966689,SRR2979381
GSM1966690,SRR2979382
GSM1966691,SRR2979383
GSM1966692,SRR2979384
GSM1966693,SRR2979385
GSM1966694,SRR2979386
GSM1966695,SRR2979387
GSM1966696,SRR2979388
GSM1966697,SRR2979389
GSM1966698,SRR2979390
GSM1966699,SRR2979391
GSM1966700,SRR2979392
GSM1966701,SRR2979393
GSM1966702,SRR2979394
GSM1966703,SRR2979395
GSM1966704,SRR2979396
GSM1966705,SRR2979397
GSM1966706,SRR2979398
GSM1966707,SRR2979399
GSM1966708,SRR2979401
GSM1966709,SRR2979402
GSM1966710,SRR2979403
GSM1966711,SRR2979404
GSM1966712,SRR2979405
GSM1966713,SRR2979406
GSM1966714,SRR2979407
GSM1966715,SRR2979408
GSM1966716,SRR2979409
GSM1966717,SRR2979410
GSM1966718,SRR2979411
GSM1966719,SRR2979412
GSM1966720,SRR2979413
GSM1966721,SRR2979414
GSM1966722,SRR2979415
GSM1966723,SRR2979416
GSM1966724,SRR2979417
GSM1966725,SRR2979418
GSM1966726,SRR2979419
GSM1966727,SRR2979420
GSM1966728,SRR2979421
GSM1966729,SRR2979422
GSM1966730,SRR2979423
GSM1966731,SRR2979424
GSM1966732,SRR2979425
GSM1966733,SRR2979426
GSM1966734,SRR2979427
GSM1966735,SRR2979428
GSM1966736,SRR2979429
GSM1966737,SRR2979430
GSM1966738,SRR2979431
GSM1966739,SRR2979432
GSM1966740,SRR2979433
GSM1966741,SRR2979434
GSM1966742,SRR2979435
GSM1966743,SRR2979436
GSM1966744,SRR2979437
GSM1966745,SRR2979438
GSM1966746,SRR2979439
GSM1966747,SRR2979440
